fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.041777274413902665,-0.021899439074954286,10832,same,1,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
1,-0.022284102378419934,-0.09515789538891695,7599,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
2,0.07155691329828595,0.06747446205430074,7599,same,11,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
3,-0.08996129592568192,-0.15392834285248602,3286,same,12,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
4,0.1388829936499537,0.1316898476927606,3286,same,13,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
5,-0.01840434615697073,-0.028879517429789336,3286,same,14,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
6,-0.045207977778277675,-0.04533742192350432,3286,same,15,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
7,-0.19529338530092066,-0.19583254632284652,53,same,16,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
8,-0.27184938083909893,-0.27206692049484893,53,same,17,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
9,-0.1417874218478028,-0.14444850327940428,53,same,18,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
10,0.3206324181167892,0.09400124780198449,53,same,19,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
11,0.2907801720808637,0.2699822288848074,10832,same,2,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
12,-0.10061386770611502,-0.12505888916877184,53,same,20,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
13,-0.1808461223614075,-0.18161951364849127,53,same,21,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
14,-0.1970815867586868,-0.19743100250880374,53,same,22,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
15,-0.015119378877700207,-0.12552969664631308,53,same,23,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
16,-0.02985108300843975,-0.04004045111918364,53,same,24,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
17,-0.10356662223678681,-0.15620315346704872,53,same,25,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
18,-0.09936918094447211,-0.10660369709760786,53,same,26,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
19,-0.05286471180432839,-0.056560329246877705,53,same,27,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
20,-0.12756608003497494,-0.12901486025502473,53,same,28,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Perception,Cognitive,0.2831300626154622,0.29715260026589285,0.3074236716114602,0.3557301849162974,0.4306544622968783,0.582894100666008,1.0263287017199691
