fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.2047380416569614,0.1920593591616303,4621,same,1,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
1,0.48524824904616015,0.36281810267453807,4347,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
2,0.2836380582507909,0.2721085730768721,4803,same,11,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
3,0.13232374777710243,0.1082913138756979,4821,same,12,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
4,0.1997391115962025,0.1588515567631641,2745,same,13,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
5,0.18474527684239916,0.07151682506926904,2498,same,14,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
6,0.23392986181460107,0.13247287718793244,2658,same,15,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
7,0.04027933932921968,-0.0447912507397108,2100,same,16,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
8,0.3021398580256225,0.25147532569518516,2095,same,17,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
9,0.176981031257204,0.042964064669702595,2161,same,18,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
10,0.0951225284957059,-0.09387601283286129,1054,same,19,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
11,0.230024478507583,0.18963392061529338,4783,same,2,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
12,0.04214944730427561,0.005844341715416923,1309,same,20,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
13,-0.016235199130029576,-0.2686072006155691,368,same,21,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
14,0.06798063440102398,-0.2945364247228337,382,same,22,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
15,-0.10120070726264307,-0.21622850349990697,208,same,23,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
16,-0.026656234377023802,-0.304345234244646,383,same,24,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
17,-0.08782549828377717,-0.11308039189524499,223,same,25,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
18,-0.046878236872637036,-0.36541892432442746,377,same,26,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
19,-0.022725386833277295,-0.24229587046604117,395,same,27,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
20,-0.07303307340256926,-0.4491682766058578,253,same,28,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
21,0.045420708370706886,-0.430520340031872,248,same,29,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
22,0.3667485325228781,0.35109962854860355,4401,same,3,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
23,-0.08742214778261137,-0.8554668453046517,141,same,30,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
24,-0.03753983369047598,-0.15044039015565325,123,same,31,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Cognitive,Mixed,0.35373696380278274,0.32644220617010117,0.319117503344161,0.3356677968967334,0.3438466152779776,0.4905033378271382,0.7932142587320072
