fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0221229315073181,-0.0116477590550678,385,same,1,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.05599259,-0.10266358,-0.14188647,-0.17381011,-0.19981822,-0.2214148,-0.23918754
1,-0.0360433463684237,-0.0365731966518154,393,same,2,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.014168244,-0.028727213,-0.043080047,-0.05744666,-0.0717508,-0.08495295,-0.09829995
2,0.25908785431706,0.2565114048172435,393,same,3,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.01961983,0.026149163,0.028246008,0.028716024,0.028164623,0.02826838,0.027078038
3,0.4037040905379122,0.3329406794895942,393,same,4,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.10878552,0.16119611,0.1872234,0.20097058,0.20830464,0.2123651,0.21512933
4,-0.0370869075635207,-0.0390383611197311,393,same,5,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.15108807,-0.19166511,-0.20211582,-0.20480691,-0.20552772,-0.20487157,-0.20464467
5,0.2239754283271712,0.223925432453737,393,same,6,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.025531208,-0.04533882,-0.060471464,-0.07192851,-0.08085051,-0.08817932,-0.09376541
6,0.2826133076544003,0.2798058346465543,385,same,7,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.078607805,-0.109300695,-0.122313425,-0.12852249,-0.13249834,-0.13326398,-0.13419323
7,0.2623504777574124,0.2622340743340162,393,same,8,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.03024888,-0.04446348,-0.050899085,-0.05371458,-0.05474045,-0.05490435,-0.055359196
8,0.4604296467068647,0.4597200978340301,393,same,9,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.04525021,-0.08765455,-0.12575045,-0.15953313,-0.18877505,-0.21374644,-0.23488039
9,-0.1456379519387938,-0.1531381342831319,393,same,10,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.0031016492,0.0036071131,0.0039453753,0.00457424,0.0047813356,0.0052617523,0.0057821968
10,0.0082826594053112,-0.0274628452706775,393,same,11,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.08734322,-0.17489949,-0.25698978,-0.32854956,-0.3880942,-0.4358371,-0.47363296
11,0.0230468377084812,0.0190333087897035,377,same,12,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.025626725,-0.03342966,-0.035915863,-0.035133906,-0.03455894,-0.034292586,-0.03240857
12,0.1315151516484382,0.1139892009027789,324,same,13,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.020387882,-0.040425982,-0.05937674,-0.07738124,-0.0937276,-0.10813945,-0.120006464
13,0.1672646925613721,0.1668137625043598,385,same,14,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.036994435,0.05615316,0.066477925,0.07294035,0.0769087,0.07866634,0.07961237
14,0.2004041382575261,0.1696133081089105,393,same,15,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.027273377,0.049739633,0.06751039,0.08181295,0.093108654,0.10199522,0.10876421
15,0.4366325431429226,0.4361298613438736,393,same,16,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.0139059285,-0.025420781,-0.035218883,-0.043664034,-0.051059816,-0.057580914,-0.063203156
16,-0.1372852960723631,-0.1391010820380569,385,same,17,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.04933769,-0.061670586,-0.06456338,-0.06525373,-0.06546757,-0.06553107,-0.06559579
17,0.5052878788747988,0.5025494872418897,393,same,18,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.038546674,0.061683606,0.075666405,0.084205315,0.08964229,0.09297436,0.09521747
18,0.6906200907874058,0.6853458939143091,393,same,19,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.040066455,-0.056077905,-0.06251247,-0.06488932,-0.06560914,-0.06551755,-0.06515634
19,0.016068266694192,0.0154306305657329,374,same,20,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.09520462,-0.13395198,-0.15116279,-0.15905999,-0.16280092,-0.16571534,-0.16655181
20,0.1083838953222292,-0.030424826392964,393,same,21,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.06319754,0.118258916,0.16400295,0.20070928,0.22972955,0.25234297,0.27009523
21,0.3561281462293013,0.3531728793245346,385,same,22,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.0094882455,0.0136782685,0.015098023,0.015392791,0.015172027,0.015186549,0.01562129
22,0.0950042547414888,-0.4309244672133361,361,same,23,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.07338032,-0.13095687,-0.17480966,-0.20877495,-0.23493585,-0.25478104,-0.27017972
23,-0.0044968687169095,-0.0109285803198637,393,same,24,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.028232673,-0.040544786,-0.045826312,-0.04784123,-0.048715945,-0.049819622,-0.050439063
24,0.0699429399004964,0.0678244527350115,385,same,25,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.12343783,-0.1763716,-0.20050032,-0.21191975,-0.21612509,-0.21852437,-0.21935968
25,0.1396536977342015,0.1352367458318845,393,same,26,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.029224966,-0.04908777,-0.062665865,-0.072343946,-0.07973747,-0.085180454,-0.08920096
26,0.3893243650874306,0.3449672745684934,393,same,27,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.059720337,-0.1164385,-0.16540572,-0.20486677,-0.23570815,-0.25968283,-0.2785501
27,0.2932386130619023,0.2884417200667573,385,same,28,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.010109457,-0.014274774,-0.015911652,-0.015863856,-0.015104393,-0.0142918145,-0.013867536
28,0.4765981172714055,0.4746955868959744,369,same,29,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.031430807,-0.05992846,-0.08389423,-0.10307328,-0.11832239,-0.13059938,-0.14105707
29,0.1230733219311236,0.1118064958497033,393,same,30,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.06407172,-0.086157255,-0.09389636,-0.09622121,-0.09664532,-0.09639012,-0.095932774
