fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0505974807027589,-0.2541759205518277,689,same,1,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.31023005,0.36687124,0.38645312,0.39206642,0.39455828,0.39578694,0.39649087
1,-0.2267517660142906,-0.2980608472876922,713,same,2,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.097378924,0.10700658,0.10806334,0.10778028,0.105940394,0.10556911,0.10651387
2,-0.0040769600081238,-0.037169519333297,661,same,3,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.26360312,-0.40602303,-0.49301562,-0.5508938,-0.59172106,-0.6216511,-0.64407206
3,0.0,0.0,705,same,4,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.28247067,-0.43073598,-0.5221113,-0.5842288,-0.6288773,-0.6621877,-0.68771493
4,-0.01285584229524,-0.091502526140321,706,same,5,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.20445952,-0.31591865,-0.3802932,-0.42086592,-0.4481013,-0.4683457,-0.4830021
5,-0.171541948728467,-0.2919545314526384,668,same,6,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.00984468,-0.035713628,-0.052470643,-0.061906822,-0.06510202,-0.06670169,-0.06721544
6,0.022728316720212,-0.1046914642038538,664,same,7,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.07218882,-0.1262368,-0.15828902,-0.17861603,-0.19155866,-0.20185705,-0.20945956
7,0.9073483453616938,0.9010254382768016,599,same,8,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.2206616,-0.35090148,-0.43261617,-0.48702717,-0.52446395,-0.5513601,-0.5711482
8,0.0257887869167329,0.0193151445390769,658,same,9,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.07663846,0.08105588,0.07712242,0.07152709,0.06765334,0.06392763,0.06066515
9,0.1575672765693099,0.1471898113419659,534,same,10,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.1746143,0.20101623,0.20564418,0.20625934,0.20961583,0.21046561,0.21260801
10,-0.2008941920734455,-0.2416466879543426,707,same,11,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.104147464,0.11937167,0.11873306,0.11657361,0.114154786,0.11285902,0.111549795
11,-0.3399017786389193,-0.4060584068086035,682,same,12,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.13797623,0.14796068,0.15067486,0.15104918,0.15061073,0.15142865,0.15259334
12,-0.0244674679775358,-0.0714066491820339,705,same,13,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.15681514,0.15888222,0.15513128,0.15182157,0.14979957,0.14553818,0.14205545
13,-0.0016737438397049,-0.0548550712725384,690,same,14,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.28686914,-0.4350818,-0.5254821,-0.5865797,-0.63045055,-0.66321516,-0.68832815
14,0.1183094281990561,0.0768267215221006,658,same,15,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.1247673,-0.2111213,-0.26377174,-0.29896745,-0.32264894,-0.3415788,-0.35443738
