fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-14,features T-13,features T-12,features T-11,features T-10,features T-9,features T-8,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.5297353719168616,0.5274811322591466,3493,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.021285381111450796,0.004637011946558411,0.016148708804025635,0.047258920986722755,0.029449323513271876,0.10506378135343868,0.5255091987952725,0.002621663988789136,0.0026663376049931077,0.0010086382607128242,0.010800876136414051,0.020974939516022983,0.01183585919904757,0.010933625666830182
1,0.6610031317440286,0.6562626452887966,3672,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.010896377595502882,0.005097185891456668,0.010627471506284802,0.03298657667910119,0.02718153005422439,0.15331818826952054,0.5985873064845654,0.0023197337325128855,0.0013867494943917923,0.002885920053150426,0.009564121851863972,0.036585184533118764,0.022857296893447888,0.015784637441788773
2,0.6307376535486753,0.6307081448408265,3524,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.024105225835002318,0.00454512180378297,0.013747364913020376,0.020831892113747343,0.03481077129221557,0.13786696661326708,0.6357044762523569,0.0042546274477414546,0.0015724232664451332,0.0010477312711294484,0.008906190128355761,0.03774207806780454,0.0183843206574406,0.011122938116017878
3,0.41600862507053393,0.4154770720930212,3556,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.029572583635896765,0.004677602682297821,0.012011284208162044,0.03281367629590624,0.02108236738106999,0.1355373939068903,0.5120780790057706,0.00045113187395839915,0.0011334107290318363,0.002065754839524203,0.007685800561436307,0.028264247387907292,0.015574141480944315,0.012853717459375847
4,0.7181249829032452,0.7040794628635303,3460,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.021085531045505902,0.002435070736356182,0.008235245984915585,0.04506725999158827,0.030967780030737968,0.12137379890408521,0.7036118582261656,0.0033727409919144026,-0.0003394494124981273,0.0011623357079877162,0.007323334728142239,0.052457811473276904,0.0244186633085657,0.01460685825972905
5,0.6567603061631543,0.6552926061380806,3472,same,6,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.020660274130496536,0.0047635695844054915,0.01137359506237321,0.04215288760793261,0.026456344878930893,0.16089169505009163,0.6320489611850667,0.00024276307042385702,0.0008074268478238001,0.0023892589250143147,0.007774421557581457,0.04803908715750436,0.025057169084890175,0.01627611403117184
6,0.5832591051757692,0.5832553112720464,3427,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.01845979986669124,0.00588043625614223,0.012815161384473538,0.022575445598399458,0.018653505976194706,0.10697712989155847,0.588706454383504,0.003636101883475229,0.0009017983692372056,0.001076614079172522,0.011489241273340922,0.04910608807630281,0.024585098767957246,0.010920125691039551
7,0.5041921252486046,0.5032339690630558,3509,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.017009472878455622,0.004871309860917749,0.017505359636765805,0.016113035333674076,0.026910393612197957,0.10218920497392278,0.5611954208761584,0.0023931432973744115,0.0018073610068153555,0.003200499770930465,0.009110913315321278,0.041724122474141215,0.02080805177707721,0.013090147795944107
8,0.5638382720552981,0.5636696858778992,3596,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.026825444515671905,0.004379924524537504,0.014426097727866937,0.04583678047170943,0.021921686926500938,0.12085311430501858,0.5928123849567637,0.002697269059777252,0.0011867538618777873,0.0010296965927080403,0.011459726476843967,0.03314909467855172,0.023894888570694973,0.01549272304017162
9,0.6014746559919489,0.5990262392728706,3538,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.016390187820298618,0.008162245806599966,0.011115684401212222,0.022783607512762517,0.02789851163452848,0.14245403171903764,0.5729371354022694,0.0019302297180240346,0.0019314915440520775,0.0016331688038748072,0.009083273086956912,0.03810905614097386,0.0224127534474051,0.014739759316632873
