fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-14,features T-13,features T-12,features T-11,features T-10,features T-9,features T-8,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.1257965718024251,0.1205969308955954,1593,same,1,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Perception,0.075643983885735,0.0737630797870469,0.0774820642203005,0.0725339330361037,0.0943769924902995,0.1218559349249436,0.19295375102962,-0.0137010116637458,-0.0101258992204199,-0.0137891605486892,-0.0100457944227305,-0.0111534835193295,-0.0131298983591691,-0.0207211981764968
1,0.1653491360891462,0.1431732727075599,1593,same,2,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Perception,0.0747326138509349,0.0724770610547784,0.077058362594964,0.0735422774634289,0.0942972434043561,0.11939093959674,0.1934923202279653,-0.013670404684623,-0.00994096765066,-0.0144795004289412,-0.0106492883283449,-0.0110133699456523,-0.0122752084107627,-0.0208521677988177
2,0.0504559728733186,0.0423055639287113,1593,same,3,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Perception,0.0749604859450635,0.072917810726754,0.0775862163947468,0.0737832192362248,0.0939568545385804,0.1219794004276588,0.1938697237330798,-0.0134529105511363,-0.0089998354290519,-0.0140995157952228,-0.0107219527260147,-0.0111880585363675,-0.0130217857976067,-0.0210645996133206
3,0.0031810321650418,-0.0082408172078682,1593,same,4,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Perception,0.0759339898825498,0.072557932659121,0.0762332015831988,0.0738006673190499,0.0959103633345063,0.121196849170445,0.1941216981580059,-0.0141624318475121,-0.0096347931444372,-0.0143761122554362,-0.0104286678916566,-0.0114150399785847,-0.0130945833405804,-0.0202322104729246
4,0.0409519466449262,0.0340086718048664,1593,same,5,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Perception,0.0752266982384853,0.0743327716934284,0.0765092599088819,0.0736902099263603,0.0949229800178263,0.1212577443564783,0.194121601953487,-0.0132135382332227,-0.0093938542125911,-0.0142306994793012,-0.0104269018362164,-0.0111122426890727,-0.0124363361844732,-0.0199106386441763
5,0.0139880399318241,0.0116555728390377,1593,same,6,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Perception,0.075497345984517,0.0734187185226605,0.0767481385765703,0.0749553206883872,0.0965538793030452,0.121502817388706,0.1939160398703118,-0.0141303340190733,-0.0098631944384964,-0.0140676778483988,-0.0102747510285305,-0.0121972979745306,-0.0130931352475687,-0.0208948077454463
6,0.0627835950779155,-0.2166977759849604,1593,same,7,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Perception,0.0732088422598445,0.0709886725094675,0.075636142704918,0.0711331918576044,0.0925867412370396,0.1194291588416428,0.1917383892892818,-0.0135699548543674,-0.0095877070083334,-0.0142210331857858,-0.0100003890539903,-0.0108133256198206,-0.0126649827127067,-0.0208457852827211
7,-0.0336988880550699,-0.0364874640632877,1593,same,8,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Perception,0.0759016164645688,0.0735926289635827,0.0780856056371139,0.0722632573239615,0.0948144334249001,0.121106811294478,0.1951269942552288,-0.0136104304147341,-0.0096911957832089,-0.0143890607842848,-0.0097766715053601,-0.0104887108800194,-0.0124250427797074,-0.0202039670495838
8,0.0736532448231132,0.0683354811578181,1593,same,9,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Perception,0.0756863328617297,0.0720503080351311,0.077349770041629,0.0727914677962913,0.0946383480184411,0.1208464752975407,0.1945480207125018,-0.0137991056596322,-0.0091691416597325,-0.0144471994740264,-0.0099891336555406,-0.0106271019276582,-0.0129506210780218,-0.0210571449673293
9,0.0659589683648289,0.0335932945655526,1593,same,10,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Perception,0.076434899934714,0.0725770133984411,0.076661889411192,0.0730919199478072,0.0931080979206617,0.1213355199841784,0.1924240361431721,-0.0141836585157694,-0.0092937129572555,-0.0140337850369223,-0.0104548718078874,-0.0101429956173856,-0.0122871069510691,-0.0203474416501146
