fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-1.7603138397159768e-05,-0.0414595835576963,377,same,1,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.5045157,-0.7755032,-0.8728985,-0.90529835,-0.9167022,-0.9212481,-0.9232963
1,-0.0002046135491635,-0.4578000410861644,346,same,2,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46511215,-0.7378251,-0.84954196,-0.8903169,-0.90510213,-0.9109778,-0.91382146
2,-0.0002456200334244,-0.3782452679291106,377,same,3,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46261725,-0.73060566,-0.8397786,-0.8809288,-0.89722997,-0.90427047,-0.9076694
3,7.190670158752077e-06,-25.48164354345624,251,same,4,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.36269048,-0.6398637,-0.78858465,-0.8548136,-0.8819342,-0.8938965,-0.8994934
4,0.0002102519749328,-0.0300167699475617,377,same,5,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4996514,-0.77016675,-0.8689455,-0.9019723,-0.9137989,-0.9185935,-0.9207754
5,5.27401839905961e-05,-0.603813221319621,377,same,6,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48399782,-0.76053697,-0.86539805,-0.9014673,-0.9142852,-0.91937417,-0.9216203
6,-1.6862203668255304e-05,-0.1096795784721711,377,same,7,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4843092,-0.7559859,-0.8607012,-0.8971171,-0.91043854,-0.9157945,-0.91823745
7,8.275737560459184e-05,-0.5131132502206377,377,same,8,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46579307,-0.7381154,-0.85001874,-0.8902572,-0.90519696,-0.91132855,-0.91411376
8,-4.712480383894935e-05,-0.3374059807994471,377,same,9,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4812106,-0.75450265,-0.8607312,-0.8975958,-0.91094154,-0.9163423,-0.91876304
9,8.869059124083645e-05,-1.4354115988831486,361,same,10,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.40584782,-0.6697835,-0.79946154,-0.8554399,-0.87944824,-0.8893983,-0.89480454
10,0.0001387128416403,-0.2261266275059625,377,same,11,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4693923,-0.7390459,-0.8486703,-0.88864547,-0.90406036,-0.9105113,-0.9135261
11,-0.0001276567847241,-0.052979694042758,377,same,12,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4929403,-0.7637543,-0.8651488,-0.899592,-0.91203856,-0.9170829,-0.91938615
12,-0.0001009866015195,-0.3557836701399082,369,same,13,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4763506,-0.74898297,-0.8570469,-0.89509034,-0.90923226,-0.9148751,-0.9173979
13,-7.097153503110576e-05,-0.0983987409765128,377,same,14,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.49963868,-0.7710189,-0.87013096,-0.9033223,-0.9151935,-0.9199545,-0.92211974
14,-8.666131518419995e-05,-0.1080321529983519,358,same,15,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48982963,-0.76088285,-0.8639413,-0.899132,-0.91156226,-0.91695756,-0.91932505
15,2.847644576253749e-05,-0.1580344419047603,377,same,16,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48156005,-0.7530405,-0.85859394,-0.8959395,-0.91005,-0.91565126,-0.9181681
16,0.0001314545493028,-0.1295515149804269,369,same,17,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4935908,-0.7662351,-0.8674146,-0.9012684,-0.9131675,-0.9181072,-0.9203543
17,-7.438509892709888e-05,-0.0869551885081767,377,same,18,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48824534,-0.75844836,-0.8614274,-0.89760894,-0.91075695,-0.91613656,-0.9185902
18,0.0021841000451263,-0.2250942001488585,353,same,19,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.45946908,-0.7255101,-0.83656895,-0.8795104,-0.89709294,-0.9058567,-0.91016716
19,-5.0581125611515176e-05,-0.2464597626352156,369,same,20,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46216163,-0.7313487,-0.84374,-0.88520724,-0.9010859,-0.907488,-0.91056967
20,-8.636870855882606e-05,-0.040647023134009,377,same,21,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48635253,-0.755899,-0.85895616,-0.89489996,-0.9081226,-0.91381407,-0.91633666
21,2.7365452176075777e-05,-0.4062491929335712,369,same,22,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.45362076,-0.7237156,-0.8383898,-0.8820574,-0.89923495,-0.9063302,-0.9098914
22,-1.521949153748814e-05,-0.1112799469647076,377,same,23,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48671106,-0.7571343,-0.8605273,-0.8968021,-0.9104209,-0.9158596,-0.91833025
23,1.6693550222712794e-05,-0.1337887864181524,377,same,24,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.49547133,-0.7671971,-0.8679289,-0.9023204,-0.9145019,-0.91936916,-0.9215592
24,0.0001580341005589,-0.5412665962951242,348,same,25,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46660057,-0.73967314,-0.8508628,-0.8914167,-0.9063482,-0.9124436,-0.915542
25,1.80747956823879e-07,-0.2131014343915125,377,same,26,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4927607,-0.7657816,-0.8676849,-0.90236884,-0.91469496,-0.91959834,-0.9217972
26,-0.0001496470338957,-0.3242450683734501,377,same,27,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4697925,-0.7406515,-0.85007524,-0.8898071,-0.90462214,-0.9107273,-0.9132509
27,-0.0001463681497846,-0.1177111964691981,364,same,28,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46967655,-0.73615533,-0.8452552,-0.88625693,-0.9019653,-0.90823543,-0.91123223
28,-7.624578389675563e-05,-0.06721671082875,361,same,29,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4964851,-0.7685272,-0.869058,-0.9026712,-0.9146827,-0.91954964,-0.9217333
29,0.0002037215329581,-0.0863150511226316,377,same,30,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.49497813,-0.7666409,-0.8674628,-0.90170515,-0.9138963,-0.9188011,-0.92101467
30,-8.369424975551709e-05,-0.3988860882648677,377,same,31,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4725065,-0.74631184,-0.85554147,-0.8944055,-0.9087262,-0.91456026,-0.9171808
31,9.5086390414445e-05,-0.0675801465330525,369,same,32,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.49906752,-0.7700498,-0.8693587,-0.9030313,-0.91509265,-0.9199437,-0.92213404
32,2.186219604005668e-05,-1.635306568579589,377,same,33,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.45589748,-0.73517734,-0.85036206,-0.89180183,-0.9070709,-0.9132277,-0.9159815
33,-4.390051142988405e-05,-0.3116732396108697,377,same,34,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4741332,-0.7457911,-0.85458463,-0.89380115,-0.908284,-0.91417146,-0.9168252
34,-8.500357064389341e-05,-1.584132807953292,377,same,35,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4532645,-0.730095,-0.84593433,-0.88834494,-0.90424776,-0.9107339,-0.9133648
35,0.000255316555387,-6.085664408084988,377,same,36,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4280928,-0.70883155,-0.83388,-0.88194495,-0.90032625,-0.9078968,-0.91128093
36,2.45273389832823e-05,-0.4491465024408687,377,same,37,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.47278407,-0.74956346,-0.8587421,-0.8973396,-0.911282,-0.91689265,-0.9193468
37,-0.0001290622318304,-0.1789515883363923,377,same,38,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48592103,-0.7576949,-0.86188483,-0.8978701,-0.9109221,-0.9161962,-0.91859037
38,-7.220381142847287e-05,-0.1066313856853122,377,same,39,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4444349,-0.70974845,-0.82508063,-0.86987215,-0.88825226,-0.8961469,-0.8999505
39,3.36493721168063e-05,-0.0526767186119445,369,same,40,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4970559,-0.76726115,-0.8667656,-0.90043867,-0.9126184,-0.91755795,-0.9198149
40,3.758697472033834e-05,-0.1708055191631003,369,same,41,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48629797,-0.7575154,-0.8613569,-0.89790094,-0.9114981,-0.9168754,-0.9192893
41,-5.83396913962364e-05,-0.1776182081578823,377,same,42,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.47473526,-0.74413514,-0.8506065,-0.8890039,-0.90363175,-0.9098431,-0.91277397
42,-3.495649192819528e-05,-0.0515132656871224,377,same,43,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48922688,-0.75980836,-0.86274433,-0.89803,-0.910841,-0.9163665,-0.9187919
43,-0.0001802038634748,-0.2150778851061876,377,same,44,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4658281,-0.73366785,-0.8445415,-0.88596165,-0.9019684,-0.9087021,-0.9117895
44,-8.729254237493933e-05,-0.0822950171220671,369,same,45,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48974746,-0.76050705,-0.8631088,-0.8989806,-0.9121714,-0.91739357,-0.91975194
45,-0.0001247879437704,-0.2032747985874685,345,same,46,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46600586,-0.7370126,-0.8467343,-0.8879176,-0.903495,-0.91020966,-0.9132303
46,-2.42969089192524e-05,-1.6016015238998595,361,same,47,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46053267,-0.73628503,-0.84888184,-0.88963306,-0.90481603,-0.91101253,-0.9135322
47,8.376380963015517e-05,-2.161465494977462,377,same,48,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4415178,-0.719115,-0.83917415,-0.8845996,-0.9020585,-0.9090607,-0.9121933
48,4.592466636621495e-05,-1.00885157355019,361,same,49,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46730307,-0.7435669,-0.8548159,-0.894316,-0.9087608,-0.9145954,-0.9172109
49,0.0001164104381015,-0.2278224215565085,377,same,50,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.482032,-0.7547418,-0.8598635,-0.8970294,-0.9110378,-0.91661406,-0.91912216
50,-0.0002217977414209,-0.0671218353369793,377,same,51,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48016325,-0.7503633,-0.8554505,-0.8923073,-0.9059891,-0.91166294,-0.91402113
51,-0.0001256303130188,-0.9323638208199908,377,same,52,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4459701,-0.720317,-0.8383018,-0.88365644,-0.90117127,-0.9084168,-0.91169506
52,0.0005891197755165,-0.2622539254886742,345,same,53,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48327628,-0.75627625,-0.8613362,-0.89749694,-0.9106752,-0.915715,-0.9178127
53,-0.0001055247859667,-2.144309500445724,377,same,54,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.444681,-0.7240015,-0.8425684,-0.88703203,-0.9041828,-0.9110811,-0.91414523
54,2.8974474497567293e-05,-0.2169314229698593,377,same,55,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48434746,-0.75776136,-0.86240953,-0.89857656,-0.9117717,-0.9174361,-0.9198565
55,-1.1155027743514624e-05,-0.2260398725927523,377,same,56,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48040944,-0.75426733,-0.86090547,-0.8979488,-0.9115615,-0.91704506,-0.91951287
56,0.0002630246658023,-0.1476414336805964,377,same,57,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.49030602,-0.7617488,-0.86408436,-0.8994589,-0.91262394,-0.917816,-0.920145
57,0.0001359564570057,-0.1342161223425007,377,same,58,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.49026158,-0.76249397,-0.86492586,-0.89975655,-0.9123038,-0.917374,-0.9196803
58,-0.0002365189972615,-0.0007705476117221,377,same,59,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4927505,-0.76254356,-0.8633648,-0.89770985,-0.91018564,-0.91528845,-0.9176405
59,4.94707317000298e-06,-0.1025824082857298,377,same,60,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48992476,-0.76077336,-0.86373997,-0.89966255,-0.91264075,-0.91787463,-0.9202375
60,0.0001387646281741,-5.969099457322628,377,same,61,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.39417773,-0.67478824,-0.8127272,-0.8696914,-0.8922913,-0.90174246,-0.905997
61,-2.6278761982467813e-05,-0.3216907676549596,377,same,62,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48180574,-0.75466156,-0.8602187,-0.8972291,-0.9107531,-0.9162326,-0.9186943
62,-0.0001729996717099,-0.270289901928237,369,same,63,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48178273,-0.7541788,-0.85991275,-0.8966946,-0.91002655,-0.91545093,-0.9179191
63,0.0004485501260672,-1.5421431931845242,352,same,64,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.43320438,-0.7039616,-0.8250414,-0.87311363,-0.8923616,-0.9005034,-0.904573
64,-8.670127157239804e-05,-0.2069685989816625,361,same,65,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.481319,-0.7541502,-0.86040694,-0.8972047,-0.91092086,-0.91636384,-0.9188079
65,-6.026214156351628e-05,-0.5033795397743226,353,same,66,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48284373,-0.7593081,-0.86482805,-0.9004418,-0.9132483,-0.9184304,-0.9207528
66,-6.945417124892828e-05,-0.5960102215736502,377,same,67,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46941277,-0.74521554,-0.85572505,-0.89494306,-0.90929246,-0.9150773,-0.9176781
67,0.0001191723476507,-0.3287564190260692,353,same,68,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.447236,-0.7152224,-0.8313053,-0.87727594,-0.8953138,-0.9035456,-0.90740967
68,2.4055234231545874e-05,-1.0708279441418584,342,same,69,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.44954944,-0.72412205,-0.840683,-0.884459,-0.9012152,-0.907689,-0.9105043
69,-7.523610316662044e-05,-0.9329653005112536,369,same,70,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4730058,-0.74898595,-0.8572846,-0.89564955,-0.9095588,-0.9151812,-0.9177133
70,-3.656231303561519e-05,-15.783242919916766,377,same,71,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.46216586,-0.7414969,-0.85401064,-0.89391327,-0.9085072,-0.9143754,-0.9169802
71,0.0001194849556045,-0.9084062573004664,377,same,72,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4756646,-0.7526154,-0.8605182,-0.8983873,-0.9123625,-0.917823,-0.9202298
72,0.0075818443586735,-0.1257750991271213,377,same,73,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48150998,-0.7487154,-0.851315,-0.88815147,-0.90281034,-0.90958583,-0.913143
73,0.0005084799783204,-0.0835313610397816,361,same,74,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48298603,-0.7516111,-0.85548276,-0.8925783,-0.90667766,-0.9129103,-0.9156692
74,0.0002245703019073,-0.5193706527603921,377,same,75,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.45368543,-0.72325784,-0.83755916,-0.88139516,-0.8989653,-0.9062237,-0.90933067
75,-7.39747738491836e-05,-0.4603348345383722,377,same,76,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.49284005,-0.7680248,-0.86983806,-0.9038102,-0.9158379,-0.9206232,-0.9227503
76,0.0002470708917563,-0.3620757155871976,377,same,77,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4690388,-0.74085355,-0.85055274,-0.890469,-0.9056639,-0.9118153,-0.9146115
77,-6.1888715037206055e-06,-0.3393617712528527,361,same,78,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4766757,-0.7498891,-0.85707664,-0.89486617,-0.90876925,-0.9147039,-0.9172306
78,2.310224688195639e-05,-0.3986054137447554,377,same,79,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.45543036,-0.7258725,-0.84022933,-0.8830558,-0.89986414,-0.90680635,-0.90999025
79,0.0010441115769492,-0.1093241495231871,361,same,80,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.47587582,-0.74485224,-0.851234,-0.8894112,-0.903502,-0.9098321,-0.9127029
80,-0.0001536655982283,-0.1478413251158186,342,same,81,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4912472,-0.7626633,-0.86435777,-0.8988782,-0.91116095,-0.9163186,-0.91867644
81,-3.0073854173862102e-05,-1.3633162740178162,349,same,82,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4304289,-0.7078831,-0.8317586,-0.87945205,-0.8974768,-0.9053858,-0.9089351
82,0.0001306310512221,-1.1709154683085852,369,same,83,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.4626391,-0.7375051,-0.849699,-0.8902198,-0.90535027,-0.91184086,-0.91469884
83,6.379846772675002e-05,-0.0671385059291236,369,same,84,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.501602,-0.7732014,-0.87182826,-0.9044599,-0.9160454,-0.92092854,-0.92302245
84,-6.564566885303158e-05,-0.1533630609140166,377,same,85,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.48336953,-0.7541456,-0.8592518,-0.8964776,-0.91007674,-0.915595,-0.918076
85,1.1699462982850406e-06,-0.6344258939187428,369,same,86,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.44633508,-0.7195894,-0.8380472,-0.8835501,-0.90110147,-0.9084065,-0.9117536
86,0.0004737288137973,-0.0245306367474504,369,same,87,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.49432522,-0.76416063,-0.86483896,-0.899191,-0.91165245,-0.9167231,-0.91904926
