fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0536547489844427,0.0093366277467866,511,same,1,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.01056127,0.013084723,0.0147584835,0.018731823,0.020740472,0.020056369,0.018664392
1,0.043766983087871,0.0215781904686247,570,same,2,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.04798372,-0.08125691,-0.104151756,-0.121493265,-0.1335489,-0.14209837,-0.14751588
2,0.153616979433158,0.1535653469617341,529,same,3,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.08124383,-0.11783303,-0.13823076,-0.14813124,-0.1545224,-0.15631671,-0.15548389
3,-0.0006229767760221,-0.0706485721889431,692,same,4,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.04486175,-0.085145235,-0.12084988,-0.15237454,-0.18017572,-0.2048095,-0.2263339
4,0.1250044708019621,0.1009428147043487,572,same,5,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.0048079165,0.007489465,0.0082429,0.008575228,0.0076526045,0.006182184,0.0015608729
5,-0.0127313092315621,-0.0739514133627257,391,same,6,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.0047701406,0.00334485,-0.00020043411,-0.0026428772,-0.003516628,-0.002943584,-0.002569317
6,-0.0187191966456048,-0.0382853668354299,513,same,7,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.010450126,-0.019721303,-0.029227406,-0.037003025,-0.041219704,-0.045034792,-0.04724864
7,0.0642463317061834,-0.002748024927426,428,same,8,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.02257569,-0.036401305,-0.0434792,-0.04490021,-0.04548353,-0.046780467,-0.047714666
8,0.0401064487375958,0.0394467754044182,479,same,9,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.043960694,-0.07798952,-0.10575886,-0.12946184,-0.15100971,-0.1676554,-0.1824562
9,-0.0739583436263844,-0.1010033176939824,527,same,10,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.056793768,-0.08592098,-0.10253012,-0.11329425,-0.12028753,-0.12416747,-0.12558778
10,0.0009007922681349,-0.0723899069458549,330,same,11,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.22880048,-0.32980654,-0.37713748,-0.39950478,-0.41076282,-0.41936433,-0.4233903
11,0.059272832885068,-0.0003383830417043,506,same,12,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.010170604,0.013840002,0.015592033,0.016004408,0.016235938,0.014003819,0.012455135
12,-0.0248141051344177,-0.0260960149836735,460,same,13,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.010557141,-0.02069661,-0.029943926,-0.03840361,-0.04317301,-0.04668499,-0.049982153
13,0.0115477479394735,0.0106035430666964,454,same,14,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.064998195,-0.10114678,-0.11869313,-0.12764803,-0.13291715,-0.13549097,-0.13591531
14,0.0746221453062864,0.0659470233213858,606,same,15,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.056833033,-0.09806943,-0.12860833,-0.15090497,-0.16844392,-0.1813962,-0.190984
15,0.1707367613693768,0.1267388833677355,445,same,16,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.0006626939,-0.0040759956,-0.0057453755,-0.006877544,-0.0028813665,0.0018203536,0.008665401
16,0.046509841507244,0.0200713533874166,432,same,17,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.026633156,-0.04076922,-0.048031405,-0.052948207,-0.0535738,-0.051105674,-0.0476085
17,0.0857513985669773,-0.0753410877208793,604,same,18,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.15311848,-0.2382322,-0.2868949,-0.31576025,-0.3334874,-0.3455759,-0.352658
18,-0.0472056233309527,-0.1083210221444981,516,same,19,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.01872657,0.024752311,0.026473671,0.02565276,0.025377434,0.028545775,0.03146918
19,-0.0386065333904932,-0.0443551321228425,474,same,20,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.039165933,-0.066505,-0.08532025,-0.097019486,-0.10629767,-0.10986512,-0.11125703
20,0.1578360452208596,0.1339935504162175,644,same,21,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.029760893,0.03682293,0.037780028,0.036607996,0.034831762,0.03249959,0.030885948
21,-0.0182396015707027,-0.0182611013280855,652,same,22,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.027637493,-0.044328526,-0.053529203,-0.059111964,-0.064332426,-0.06894048,-0.074369475
