fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-14,features T-13,features T-12,features T-11,features T-10,features T-9,features T-8,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.06681138383386731,-0.08983050763375022,3233,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Cognitive,Cognitive,0.006063184249777498,0.003985831251515482,0.002077535781926221,0.004751557554642049,-0.007636712253619615,-0.0010997421686652852,0.015053950463462761,-0.00015166596480646887,-1.860006388234581e-05,-0.0005816902547937985,-0.00010670489833333185,0.00040811760467809324,0.0005753172441875342,0.0011947236625241332
1,-0.04127685207500931,-0.16045747875442373,3233,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Cognitive,Cognitive,0.0029188515743800102,-0.0011484231662327372,0.0003289288620090147,0.01436649017573548,-0.0004862614112172814,0.013766381731642375,0.06957922149770805,7.434474684036019e-05,7.248820236540609e-05,6.0571452484303735e-05,0.00015011020136950214,-0.00014790613047463986,-0.0001194940504340547,0.0005676396563814023
2,-0.057609880731896546,-0.08323085744075698,3233,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Cognitive,Cognitive,0.00011474824302539765,0.001203505793440396,0.001571334233046917,-0.0018947395057884008,0.00015600534532800303,0.009739486064931713,0.007269053803827008,-0.00039234786451962654,0.00030195549578957424,-0.00015535329353810745,-4.932989956074608e-07,-0.0015663013518303348,-0.0002234212629407928,0.0002986265634707941
3,0.08509633190959931,0.07528925303915879,3233,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Cognitive,Cognitive,-0.0017888827377986916,-0.004296224966265072,-0.005130360278545143,0.0005022888909649081,-0.0008454517453541088,0.01390988411572911,0.07077047509872066,-0.0005753254789186313,0.00015653018953918352,-6.739013314625009e-05,-1.3214610903133916e-05,0.00012677926224944347,3.056600452839841e-05,-0.00011370909781578397
4,0.11664643425930599,0.05985462258342278,3233,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Cognitive,Cognitive,-0.005663155323265556,-0.014251482810969418,-0.007232542469116576,-0.0076240983975175425,-0.0031719787262894485,0.003457718705685053,0.09747610656895109,-0.0001705063451401978,-0.0002819864097214575,-9.23325166697131e-05,0.000129367675598302,0.00023396422349879485,-7.468301448776415e-06,0.00012317760598605786
5,0.4288689867958021,0.36750654400909144,3233,same,6,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:9|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Cognitive,Cognitive,0.07550349669499024,0.0796861116731871,0.07590715393024836,0.10927024404751247,0.07176296610518137,0.09011947813823071,0.20506593140775903,0.0008509351160752354,0.0006376096329119507,-0.0002463792684931354,-0.00026417423679474527,0.00015496839213817725,0.00020187727431664193,-0.0006847315139248966
6,-0.060262573454402,-0.06250386523627571,3233,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Cognitive,Cognitive,-0.01585999457651748,-0.002482167150644976,0.002904241601325408,-0.0050194107756794445,-0.00639517681867594,0.011639550780218411,0.020469901283989022,-0.0001843033275877648,0.00027723258230700766,0.00014761620249985618,0.0005948464252162555,-0.00013349075453605863,-0.0006093728035289736,-0.00017738801561613117
7,-0.03883990249120539,-0.05744870371294408,3233,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Cognitive,Cognitive,-0.001801828187212129,0.0009349190300007582,0.006642246740772606,-0.005939293198747375,0.0017439450496668397,-0.0022197630858781904,0.020382434131718828,-2.254439379605344e-05,-0.0002360669193710141,8.992560977478803e-05,-1.2433138292378132e-05,0.0006534789644784933,0.0005854170308045692,0.00060277141598446
8,-0.4418567332134702,-1.7037503926996633,3233,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:8|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Cognitive,Cognitive,0.023385302993072798,0.12604221598836288,0.027649563757695894,0.05013208618747589,0.0749774297312817,0.003203769950030688,0.09975257627404646,0.00016370646405059475,-0.0001317817012136846,-0.0006742361588087054,-6.855521070767701e-05,0.00015527019015655342,-0.00026145034285436354,-0.00014785835282826731
9,-0.004288632032278361,-0.0947867071480597,3233,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Cognitive,Cognitive,0.00037263436081862443,-0.0035990503148034315,-0.010742247018705298,-0.002311156257454661,-0.003428334690545798,0.0032415827984318525,0.03451854074458942,-1.795679639893244e-05,-2.6848138981794278e-06,-1.1310245960327592e-05,-2.89902724972535e-05,-2.190198782905384e-05,-9.444172929873319e-06,0.0001280190797335212
