fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0195338235392235,-0.0391463536108516,3257,same,1,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.25753528,-0.4056522,-0.473556,-0.5032512,-0.516874,-0.5236312,-0.5272775
1,0.0043716208955268,-0.5490948096469468,2105,same,2,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.2692192,-0.4186653,-0.4836435,-0.5106564,-0.5225482,-0.5282943,-0.5313367
2,0.0098545005863762,-0.0106416561800435,761,same,3,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.2657511,-0.416956,-0.48431686,-0.51269037,-0.5252115,-0.5312568,-0.5344506
3,0.007160285244921,-0.0060425017948331,1529,same,4,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.2622711,-0.4135908,-0.48228115,-0.5117604,-0.524953,-0.5313865,-0.53480333
4,0.0083558181985338,-0.0722185643402524,2297,same,5,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.24972937,-0.40007013,-0.47185516,-0.5039531,-0.51867014,-0.5258948,-0.5297398
5,0.0054471668957607,-0.2441264942480026,2489,same,6,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.24557129,-0.395526,-0.46739775,-0.4996335,-0.51450694,-0.5218568,-0.52579135
6,0.0138908033314626,-0.0090486107426859,2297,same,7,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.25628763,-0.4084242,-0.479218,-0.51023847,-0.52438176,-0.531347,-0.5350725
7,0.0050403812111956,-0.4009636943202068,1145,same,8,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.23906241,-0.38836813,-0.46206838,-0.49587813,-0.5117736,-0.5197487,-0.52401286
8,0.0028621939433415,-0.0473043903113947,2105,same,9,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.2500689,-0.40162158,-0.47396305,-0.50612026,-0.5207962,-0.52797234,-0.5317871
9,0.0045318123606296,-0.0571428164256413,857,same,10,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.2662251,-0.41853118,-0.48620647,-0.5147232,-0.52727026,-0.5332868,-0.536472
10,0.0043801280651354,0.0038657477823647,1529,same,11,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.25723654,-0.40864494,-0.47886738,-0.5094904,-0.52335995,-0.5301308,-0.53372335
11,0.0017601207827561,-0.005565183307896,1961,same,12,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.26251513,-0.41531116,-0.48515216,-0.5151804,-0.5285919,-0.5350834,-0.53850514
12,0.0035714946423165,-0.098827118270327,1721,same,13,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.25046253,-0.40182936,-0.47351298,-0.5051665,-0.51957786,-0.5266547,-0.5304133
13,0.0048916084284378,-0.0150458807687348,1721,same,14,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.25307736,-0.4049505,-0.47643557,-0.5077933,-0.5220815,-0.52909744,-0.532816
14,0.0052005578210627,-0.0401704312212445,2297,same,15,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.2653523,-0.41712934,-0.4850743,-0.5138569,-0.5266091,-0.53277105,-0.536032
15,0.0134046693870846,-0.1433385258126644,2297,same,16,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.24968766,-0.39958397,-0.47077206,-0.50253415,-0.517172,-0.5244136,-0.5282939
16,0.006695326965894,0.0055388657816267,2681,same,17,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.2577172,-0.41018447,-0.4803143,-0.51060826,-0.52419513,-0.5307998,-0.5342963
17,0.0026241480937438,0.0020100343700881,1913,same,18,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.2610745,-0.4138278,-0.4831608,-0.51271343,-0.5258353,-0.5321658,-0.5354926
