fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-14,features T-13,features T-12,features T-11,features T-10,features T-9,features T-8,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0042103135420638,0.0027031511469258,118,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Memory,Memory,-0.0005185597337917,0.0046741552951027,-0.0003949525000921,0.0296568158772842,0.0187174886830368,-0.0200318691051093,0.0640777513284033,-0.0001841465372196,-0.0003697050678083,0.0005595730537802,-0.0012458714591592,-0.0007990406838484,0.001669180383016,0.0078956618613383
1,0.084046880151413,0.030918702122007,119,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Memory,Memory,0.0055698262941384,0.0131940929626086,-0.0057101624917582,0.0409082739239524,-0.0092275582874622,0.0583351762756293,0.0302245212538728,-0.0019161431951614,0.0009594416683477,0.0007713732128471,-0.0020914933824194,-0.000154874223484,-0.0015794601561403,0.0016479415088199
2,-0.0671025361511563,-0.1005006458396833,109,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Memory,Memory,0.0309130400367717,0.0044402417431856,-0.0004673102137943,-0.0144254237078435,0.0053985438443913,-0.0123000590207791,0.0459757959320555,7.224142160739966e-05,0.0036378760309937,-0.0003090073495697,0.0001329665008003,0.0012426537978486,-0.0021378366525763,-0.0016586897592389
3,-0.0725555734289487,-0.1765049558197595,117,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Memory,Memory,-0.0051878395938809,-0.0129690233354703,0.0026692087505036,-0.0103474006083718,0.0290587742547632,-0.0178266959525937,-0.0109157765249952,0.0002886352061997,0.0009077441366079,0.0014308851284231,0.0029541973438756,0.0006598762623417,-0.0056950142900562,0.0078304728591148
4,-0.1050018754590427,-0.1050110975238109,118,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Memory,Memory,0.0102443548022503,0.0033876664587629,0.0015307970272619,-0.0182824227265245,0.0104263078695018,-0.0090457578656806,-0.0383915176272012,-0.0047090970760932,-0.0020970067838019,-0.0018533640815446,0.0019477603959239,-0.0003695273447938,-0.000903357340311,0.0160772849334831
5,0.0968496058059219,0.0940159792831014,102,same,6,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Memory,Memory,0.0039664004685729,-0.0082001673385545,0.0092616112783524,0.026104490213571,0.0189827765922548,-0.0095551540958149,0.1038610448370457,0.0002753708625787,-0.0041496830523709,0.0001534523439176,0.0012071355948828,0.0002007964277066,0.001558971247486,-0.0064765185415106
6,-0.1026645122879583,-0.3167349856023824,112,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Memory,Memory,-0.0035048176302394,0.0010637857494973,-0.0127596179327328,-0.0322570330651229,-0.0069214597880267,-0.0528816054373413,0.0207626698181013,0.005900487462761,0.0016660750206018,-0.0051510934443525,0.0010160976094971,2.8935343852376504e-05,-0.0021158085376775,0.0036654138607341
7,0.0006074126312733,-0.023528644200468,119,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Memory,Memory,-0.0023709492820509,0.0049136564670428,-0.0168580835109268,0.0235446811541984,0.013819350115271,-0.0173595594166376,0.0485995346703351,0.0014064750735885,-0.0014721776955189,-5.661026945384951e-05,0.0016962022287442,-0.0003448644435096,0.0010770986007307,0.005424870096209
8,-0.0285775553422211,-0.0388348203965847,119,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Memory,Memory,0.0236596361443016,-0.0011450545266725,-0.0016639291792281,-0.0230839546943692,-0.0107895421469887,0.0003982223577512,0.0353321196169197,5.22377001944907e-05,0.0004371378749168,0.0002545839751106,-0.0007196501847321,0.0004636750329387,0.0036128572206159,-0.0043476582164798
9,-0.081810646705722,-0.0852307343442522,119,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Memory,Memory,-0.017073052784857,0.0120337304697016,0.0001360242250831,0.0024851053469281,-3.077643101798699e-05,0.0087919050444392,-0.0227567381875027,0.0022266154607582,-0.0019901542795511,0.0008185057637226,0.0006911634681452,-0.0013604623542509,0.0027937390201783,-0.0021051977944974
