fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.4557480374819919,0.4551797522144376,3493,same,1,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.117083736,0.11918476,0.120445,0.12075554,0.12078171,0.12073913,0.12074217
1,0.6196246347513342,0.6180137696126318,3672,same,2,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.21905276,0.23709154,0.24039993,0.24111797,0.2414435,0.24168241,0.2418197
2,0.5590544512532709,0.5590518407045058,3524,same,3,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.15392567,0.1613092,0.16274448,0.16313863,0.16327314,0.16338776,0.16352054
3,0.2606870895216309,0.2591099993205438,3556,same,4,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.11331831,0.11139974,0.11189366,0.11198472,0.11211614,0.11212007,0.112118006
4,0.6476339035917735,0.6476326092031839,3460,same,5,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.25878412,0.27896124,0.2830452,0.28384596,0.28420597,0.2843298,0.28447255
5,0.5719255013730863,0.5717813434147669,3472,same,6,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.20764254,0.21703762,0.21847056,0.21879451,0.21903329,0.21927965,0.2195555
6,0.4301728856388919,0.4301387691366987,3427,same,7,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.20976569,0.21575557,0.21693987,0.21709931,0.21711087,0.21719809,0.2171872
7,0.3337814239956923,0.3329015075036193,3509,same,8,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.22657779,0.22996189,0.2309493,0.23124076,0.2313248,0.23156309,0.23166291
8,0.4123861519682534,0.4123563742892433,3596,same,9,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.17956325,0.18418965,0.1849501,0.1852192,0.18544021,0.18567759,0.18590029
9,0.5302838971874937,0.5280189098470676,3538,same,10,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.22441748,0.2367316,0.2398419,0.24044703,0.24074642,0.24099727,0.24112314
10,0.3113297578217603,0.310887581822681,3496,same,11,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.17793587,0.17997916,0.18065101,0.18098761,0.18123053,0.18147437,0.18173888
11,0.3666718016158509,0.360063220706358,3599,same,12,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.16420485,0.16422789,0.1641783,0.1643302,0.16443071,0.16462946,0.16475761
