fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.0234905382166612,-0.0246714109879897,503,same,1,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.035516195,0.040750645,0.04304616,0.043599565,0.04347481,0.04267613,0.041337773
1,0.3158868774396153,0.311073142258171,492,same,2,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.17031743,0.21878655,0.23534347,0.24132179,0.24347027,0.24447677,0.24525739
2,-0.1002791617170564,-0.1048272287120586,503,same,3,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.027318845,0.032562047,0.033700325,0.03384041,0.033937767,0.03362461,0.032793622
3,-0.201988423817808,-0.2020655805582911,503,same,4,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.026741946,-0.040560678,-0.044363454,-0.045523547,-0.046266224,-0.046488374,-0.04737859
4,-0.0531669871329674,-0.0541006142047297,471,same,5,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.0658897,0.07575697,0.07853958,0.079858474,0.081493855,0.08087858,0.08054912
5,-0.1449188540579304,-0.1452757105368445,503,same,6,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.07262342,0.090770036,0.0964673,0.09816867,0.098773606,0.09899168,0.09951128
6,-0.0519209485617429,-0.0543230286986486,503,same,7,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.09674994,0.12367208,0.13285057,0.13610993,0.13651684,0.13633208,0.13630609
7,-0.0638995453658681,-0.0640664001307931,503,same,8,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.09496024,0.11487797,0.12107949,0.12329152,0.124742866,0.124675505,0.124738954
8,0.1395773440201609,0.1393044224459022,495,same,9,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.0027109773,0.0037374985,0.0041392525,0.0039986754,0.0041219057,0.004417184,0.004989343
9,0.1580020872319314,0.1559006171401078,503,same,10,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.11145811,0.14356829,0.15502478,0.15937726,0.16126138,0.16223505,0.16257212
10,0.1603355733363642,0.1552634497973978,486,same,11,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.10971012,-0.1470091,-0.1601625,-0.16473436,-0.1664901,-0.16682991,-0.1677291
11,-0.1530526692634655,-0.1541606463170273,503,same,12,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.04528041,0.051697113,0.05418326,0.0548533,0.05579455,0.056438576,0.057783384
12,-0.0310601438731688,-0.0312222632756196,495,same,13,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.038958915,-0.05739567,-0.06369258,-0.067333676,-0.069092125,-0.0709181,-0.07129057
13,0.1516016216890356,0.1472989625542983,503,same,14,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.07101433,-0.09839066,-0.10905443,-0.11335203,-0.11556207,-0.11703303,-0.117907606
