fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.00480479847598,-0.058460230429032,501,same,1,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.112989366,-0.19802977,-0.26060867,-0.30501464,-0.33760858,-0.36147732,-0.3791399
1,0.0231358561881933,-0.1463107741041986,696,same,2,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.08928835,-0.15428686,-0.20139378,-0.2354268,-0.26018208,-0.27826843,-0.29154715
2,0.3334357790776998,0.3179691348771457,749,same,3,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.099391334,-0.17096177,-0.22135808,-0.25736853,-0.2832966,-0.30232096,-0.31625557
3,0.0040537565852186,-2.543610950938119,661,same,4,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.18789592,-0.3224217,-0.40746152,-0.4585985,-0.48922434,-0.50792116,-0.5194825
4,-0.0380590261016993,-0.0963860128011748,752,same,5,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.099335186,-0.16686602,-0.2129099,-0.24497269,-0.26711684,-0.28258044,-0.29350394
5,-0.1036600927188995,-0.1039688871322681,773,same,6,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.06870363,-0.11372195,-0.1445222,-0.1653638,-0.17973976,-0.19002683,-0.19718759
6,-0.0584717478189462,-0.338304465899661,652,same,7,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.08690734,0.14821021,0.19006024,0.21854983,0.2381098,0.25208956,0.26209843
7,0.536974684452345,0.4623722293237068,579,same,8,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.03519572,-0.070592605,-0.10485128,-0.13649097,-0.16467507,-0.18834117,-0.20742017
8,0.0178496887979761,-0.508167723906155,487,same,9,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.16093105,-0.27104536,-0.3423903,-0.38814563,-0.41847053,-0.43848455,-0.45193765
9,-0.0377039881437297,-0.0442330732706131,687,same,10,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.05735705,-0.08835531,-0.10669927,-0.116431065,-0.12148988,-0.12346131,-0.12318476
10,-0.0835678575484937,-0.1059254273477323,770,same,11,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.041847624,-0.072642826,-0.095611446,-0.112694725,-0.12557782,-0.13528322,-0.14284231
11,0.0338178018823079,0.0165917911173221,452,same,12,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.02961383,-0.051822003,-0.06807737,-0.07898936,-0.08776266,-0.09608712,-0.10241775
12,-0.0364321533423426,-0.0464364767622611,668,same,13,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.07544356,-0.12506828,-0.15857193,-0.18077134,-0.1954614,-0.20496672,-0.21109518
13,-0.1010588283060271,-0.1178164532909766,686,same,14,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.069382355,-0.11624131,-0.1484527,-0.17065842,-0.18617202,-0.19633366,-0.20359898
14,0.0098713352212439,-0.0074223719881165,719,same,15,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.09075689,-0.15438853,-0.19933914,-0.23136401,-0.25478503,-0.27176055,-0.28474197
15,-0.1106154292880905,-0.1604941768179617,489,same,16,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.0028483262,-0.005089823,-0.0060672136,-0.006281293,-0.0048655034,-0.0025651765,-0.0014819381
16,-0.0347937258767787,-0.0535184162507673,760,same,17,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.02798493,-0.044552337,-0.054773543,-0.061406944,-0.065761305,-0.068666354,-0.07080224
17,-0.0330168905556373,-0.0425502211706745,463,same,18,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.064608745,-0.11300402,-0.14898126,-0.17569607,-0.19595622,-0.20973971,-0.21951665
