fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.005405451535925,-0.0235111693268055,677,same,1,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.1863061,0.23483004,0.25094396,0.25585255,0.25769413,0.25825742,0.25805098
1,-0.0149007503676972,-0.0337720646772401,699,same,2,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.021146368,-0.043282233,-0.054903224,-0.061525233,-0.063820735,-0.06435424,-0.06334729
2,-0.1038264984572197,-0.1311538945499597,680,same,3,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.013098163,0.0007204221,-0.0055953837,-0.009296368,-0.010550303,-0.011452691,-0.010531179
3,-0.0044578305833034,-0.0070240248664101,690,same,4,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.12437932,0.15069613,0.15806478,0.16002172,0.16022395,0.1592641,0.15944764
4,-0.1584803985626381,-0.1589167183843918,689,same,5,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.10701061,0.120754436,0.12288525,0.123807326,0.124651365,0.12532063,0.124707274
5,0.2865136214413409,0.2859144946828318,691,same,6,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.08463719,0.09721372,0.09856616,0.098108806,0.0966164,0.0954416,0.09511043
6,-0.1338584101940294,-0.1412514038191497,670,same,7,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.061910298,0.077997565,0.08271916,0.08568814,0.08719403,0.08831344,0.08571297
7,0.2896160623079803,0.2753175418389878,560,same,8,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.10525126,-0.15063934,-0.17169416,-0.18132928,-0.18600313,-0.1889017,-0.19142407
8,0.318068629149024,0.3158743738173035,365,same,9,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.15262727,0.19381961,0.20855294,0.2105725,0.21123286,0.21187551,0.21500328
9,-0.1261506124827551,-0.1573150491253656,653,same,10,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.05646966,-0.08414883,-0.09760621,-0.104877934,-0.10728617,-0.10954727,-0.11082052
10,0.0362119134668593,-0.0025722735349371,706,same,11,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.24052577,0.2869075,0.29969585,0.30436087,0.30580214,0.3064594,0.30578265
11,-0.0504412793210014,-0.1015302627357266,645,same,12,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.2752914,-0.3423879,-0.36083263,-0.3652305,-0.3669178,-0.36564246,-0.36873817
12,-0.1631352852698169,-0.1728917774347511,714,same,13,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.108496726,0.13186501,0.13912803,0.1421707,0.14388794,0.14492206,0.14573038
13,0.0457432308508091,-0.2299087203035297,663,same,14,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.3038491,-0.38835716,-0.41235793,-0.420135,-0.423234,-0.42466387,-0.42511052
14,0.009990016082649,-0.0498497435646374,349,same,15,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.16660836,0.23320086,0.2597783,0.27169132,0.2758791,0.27602023,0.2737555
15,0.009990016082649,-0.0498497435646374,349,same,16,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.16660836,0.23320086,0.2597783,0.27169132,0.2758791,0.27602023,0.2737555
16,0.0733121793637572,0.067809981015263,697,same,17,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.114350945,0.13747515,0.14422494,0.14902684,0.15216486,0.1534884,0.15436204
17,-0.0310188492506273,-0.0477231383995937,681,same,18,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.15955612,-0.22749466,-0.2578264,-0.27284038,-0.28122288,-0.28610396,-0.28798193
18,-0.1144973203684056,-0.1614933099555853,676,same,19,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.026767528,0.04886351,0.06631272,0.080827154,0.09281259,0.1018148,0.109573476
19,0.1821841586937364,0.1821274391280674,571,same,20,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.122998156,0.15093583,0.16110757,0.16350885,0.16460311,0.16316687,0.16035657
20,0.4398596163007851,0.4354812504172002,615,same,21,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.26400068,0.3292407,0.34863865,0.3548734,0.35777372,0.35890445,0.3596904
