fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-14,features T-13,features T-12,features T-11,features T-10,features T-9,features T-8,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0611851457956474,0.059463220308695,503,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.0115854432485587,0.0137125942512412,0.001989941012385,-0.0078647144224047,-0.0020194576517043,0.0065196444242167,0.0933265626409058,0.0003151224242722,-0.0003193313327315,0.0004206752825983,0.0001821959119179,0.0009350096921413,0.0019189494778416,-0.0004519880854164
1,0.2657316601384011,-0.0858746043496463,492,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.013142842267532,-0.0012829189628782,0.0036851067778434,0.0139813807408283,0.0062786937295596,0.0524959709668051,0.2255130593467764,-3.30955461266047e-05,-2.198279713230278e-05,-1.926492311976613e-05,6.699513260286505e-05,-6.99725605747492e-05,-0.0001915387000116,0.0001876884219219
2,0.0036088924416985,0.0036079983872756,503,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.0006131332142566,-0.01196802141646,-0.0176934258492059,-0.0038930431123002,0.00049710316023,-0.0091886939253778,0.0963210279812976,0.0003146902023245,0.0003769614973083,0.000566166420497,-0.0008445043277839,0.0004340322371201,-0.0001854384679731,0.0003496907008807
3,-0.0777797268569882,-0.0849163873739469,503,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,-0.004723788998802,4.689071491643659e-05,-0.0021495881152425,0.0017876245426834,-0.0019475121756038,0.0144967167146973,0.0105835801823053,-0.0002304515771652,-0.0010133860950919,-0.0009761377653279,0.0003807123941673,0.0008025523261378,-0.0002333605038208,0.0003996522957622
4,0.0141837027426177,-0.0149439844606669,471,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,-0.0104690724105604,-0.004770133507694,-0.0078658686067531,-0.0083804975767884,-0.0077776465505185,-0.0021990216006164,0.0879274030800422,-0.0001427684949267,0.000360241618041,6.64733489940561e-05,0.0014153081811268,0.0007696365369733,-0.0002380621645998,-0.0004256028553035
5,-0.0052053729539496,-0.022663664667494,503,same,6,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.0013576429828721,-0.0067088345887787,-0.0017102642195707,-0.0023920299625141,-0.0116309737205875,0.0098079015122343,0.0767504379066506,-0.0001605313018202,0.0008827955688345,-0.0001487055781667,0.000191913746897,0.0001076404252776,0.0002371685736213,5.166872755513197e-06
6,0.0627285642433616,0.0277209438931403,503,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,-0.0055011364980029,-0.0002841828048131,0.0004626376741394,0.0057875161495029,-0.0040468766875009,0.000150037835249,0.1539052308285983,0.0001145311402435,0.0001822291851981,0.0002439734640849,6.651635656484967e-05,0.0001618592909885,-0.0004545620021406,0.0003007957696657
7,0.0370796644557328,-0.0104579117479493,503,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.0015433326837245,0.0068408758232239,0.0021822932251598,0.0223273986224853,0.003568606089249,0.0046795767105308,0.0387296529057545,0.0005467843459186,0.00027383990479,0.0001755366363637,0.0002939226820888,0.0011012314088857,-0.0001562162678884,-4.493142949666407e-05
8,0.2557439970136381,0.2490387043625259,495,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.0124652000522735,0.0038767447090592,0.0118316176322921,0.0169192196604439,0.018842260043707,-0.005922578194063,0.2146267512539951,1.393470049040335e-05,0.0001892856783562,0.0001199497935096,0.0005624151700365,0.0007209003899516,-8.393839440308248e-05,0.0007634798792611
9,0.2054371094148791,0.1469487979807894,503,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.0067326052508098,0.0069981864952322,0.0100015978025017,0.0077764867740285,0.0089521820721053,0.0155455565655151,0.2038294611237334,-9.20238449255484e-05,-0.0003186584427972,1.3490238024216338e-06,-0.000329670895644,-0.0006177302391901,6.710246596990377e-05,-0.0002041127612178
10,0.2113387014809465,0.0980003228272675,486,same,11,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence-accuracy,Perception,Perception,0.0034829481781295,-0.0031857235604969,0.0006451350972127,0.0061687239251784,0.0154436182112326,0.0168176914328504,0.1897213627778518,0.0003755096857951,0.0004368228835881,-4.8995739093449234e-06,-7.570848349403025e-05,-0.0002270427932057,-0.0002393881904331,0.0001007638377228
