fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.061839771077597,-0.0893552568007556,713,same,1,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.077900305,-0.099857606,-0.10490305,-0.1065602,-0.10643901,-0.1069802,-0.10650353
1,0.2738806542321186,0.2681354001160249,713,same,2,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.21704957,0.2561002,0.26658577,0.26958525,0.2697496,0.26928028,0.26833934
2,-0.1130689477860069,-0.2219354607167554,713,same,3,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.07752326,-0.08977102,-0.0910728,-0.09121244,-0.091154955,-0.0912184,-0.09129005
3,0.3429738129210699,0.3342895273044846,713,same,4,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.034874126,0.039315097,0.040990796,0.041456632,0.04160422,0.042238876,0.042986147
4,0.2842125246483258,0.2741976254589496,713,same,5,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.036364723,-0.04614994,-0.04785036,-0.047650523,-0.047088057,-0.046656325,-0.045976352
5,-0.0083288142004551,-0.0255696785769354,713,same,6,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.049911257,0.04820237,0.048288472,0.048330314,0.048915714,0.048969466,0.048745
6,-0.0220275218637024,-0.350867795371685,713,same,7,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.3077011,-0.38651365,-0.40860417,-0.4153976,-0.41822004,-0.4190675,-0.4193485
7,-0.1092337774532732,-0.1094234994908991,713,same,8,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.114896126,0.12919486,0.13302174,0.13340662,0.13316815,0.13282579,0.13246328
8,-0.0021537243075904,-0.0250925542474191,713,same,9,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.023982584,-0.033316478,-0.035271026,-0.035902612,-0.03674004,-0.037787702,-0.038572304
9,-0.0431337790540102,-0.068471995053023,713,same,10,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.14656296,-0.17188872,-0.17573068,-0.17683508,-0.17659852,-0.17716861,-0.17752847
10,0.2597446891453626,0.2597407770063507,713,same,11,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.20172626,-0.23604992,-0.24148579,-0.24238263,-0.24254163,-0.24281906,-0.24288587
11,0.1817513044876414,0.1815277581786002,713,same,12,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.2337328,0.26361617,0.27113023,0.27323803,0.27360567,0.2740009,0.27399886
12,0.1372969754849836,0.118954226303644,713,same,13,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.16574997,-0.1957885,-0.20144066,-0.2027367,-0.2036177,-0.20345312,-0.20310155
13,0.1078360230864223,0.1077859264920977,713,same,14,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,0.15748341,0.18838985,0.19645494,0.19849682,0.19919795,0.19995579,0.2009454
14,0.0730484538799161,0.0605956165576847,713,same,15,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.067588404,-0.08340616,-0.08677094,-0.08749305,-0.08734458,-0.087009914,-0.0869891
15,0.1499708958463079,0.1439328493317655,713,same,16,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.15991198,-0.19711207,-0.20640346,-0.20919654,-0.21043849,-0.2109874,-0.21139257
16,0.0174805595843381,-0.0016595915854016,713,same,17,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.304309,-0.33983764,-0.34389508,-0.34424338,-0.34433866,-0.34433052,-0.34378463
17,0.0699613299164942,0.0644950247691749,713,same,18,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.17901833,-0.21149144,-0.21678722,-0.21795723,-0.21785165,-0.21727043,-0.21719292
18,-0.0701782334481484,-0.0937845095965272,713,same,19,"input(,7,2)->lstm(,7,1)->output(,1)",confidence-accuracy,-0.16401489,-0.19344671,-0.19858342,-0.19978622,-0.20001353,-0.2003615,-0.20012735
