fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.006259958544535094,-0.08113350508363903,993,same,1,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,0.01686174384772228,0.014769009042562176,0.017799852820892248,0.015074937492081067,0.021248112365758715,0.021879435486746715,0.026361474192350062
1,0.23486891754634687,0.17656344265789325,993,same,2,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,0.016122408479524675,0.014586385248756842,0.017735594458963624,0.014823129349839759,0.02103402870185482,0.02165288322528898,0.026112418357228342
2,-0.04605130117758538,-11.32189326060975,993,same,3,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,0.016190082431342706,0.014414050747941942,0.017403609613514393,0.014645759650681753,0.020909888290093534,0.021390616218545627,0.026054590045249015
3,-0.03734361133500608,-0.037555052394505406,993,same,4,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,0.017175389554664907,0.015123248888468516,0.018525728753496274,0.01576258093078398,0.021716014874994076,0.02195660070177519,0.02702997165157331
4,-0.02862549816456994,-0.06372008605979107,993,same,5,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,0.01674011001682296,0.014044373182638365,0.018598498894601825,0.015683046095958334,0.021057678012565945,0.022139326060934286,0.02663331533534065
5,-0.026866078555727757,-0.06374856226728354,993,same,6,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,0.01703596838866782,0.01478866873656779,0.01767749166073737,0.014925907027681859,0.02175344037272217,0.022058173618715718,0.026574004467931678
6,-0.049520253452317586,-0.05930940659931894,993,same,7,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,0.017291070082196172,0.015296084106205983,0.01732653002784828,0.015388385812517252,0.022077450619257616,0.022602699589044022,0.027319344141377558
7,-0.030085731005395244,-0.030491489094606417,993,same,8,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,0.017627437977053496,0.015264355111089752,0.017654549439368068,0.015329382230775651,0.02145205193285632,0.022317880249257464,0.027399081492662104
8,0.04835828850554302,0.029284110056819634,993,same,9,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,0.017545733643236,0.01533442063631825,0.01741638932199567,0.015022065537397523,0.021246819399764475,0.021409127275700008,0.026557396518067135
9,0.06244149353844297,-0.03989128255839458,993,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,0.015777090490235235,0.013679329591722564,0.016251839339912477,0.013826610918939032,0.021112798711142772,0.02054236288716252,0.025256545706492967
