fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.00052550481121,-0.3647617925737261,1593,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11250654,0.20066728,0.2619657,0.30167046,0.3267177,0.34250352,0.35253507
1,8.636173126896907e-05,-0.1285107625336208,1593,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11254423,0.20066506,0.26174346,0.30107763,0.3256916,0.3410611,0.3507264
2,0.0003459006067177,-0.1399246379855878,1593,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11306234,0.20149851,0.26268935,0.30202082,0.32661217,0.3419526,0.35159093
3,-3.760813113440342e-05,-0.0632635889839785,1593,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1136705,0.20267501,0.2641235,0.30344266,0.32788894,0.34305358,0.35254192
4,9.537959757499603e-05,-0.1252379527636065,1593,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11328658,0.20173314,0.2628093,0.30200258,0.32645863,0.34170336,0.3512694
5,8.780064408764332e-05,-0.1854241401558318,1593,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11251649,0.20060349,0.26168817,0.3010613,0.32576177,0.34120548,0.35094732
6,-6.919647509473492e-05,-0.1487282819738231,1593,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11333662,0.20182978,0.26295498,0.30219722,0.3267056,0.34198698,0.35158673
7,-5.375764377735237e-05,-0.1917358591202955,1593,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11281782,0.20105323,0.26216805,0.3015254,0.32618967,0.3416135,0.3513253
8,0.0001329794239328,-0.6835126226664197,1593,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11192841,0.19965826,0.26094678,0.30096114,0.32645488,0.34269434,0.35313046
9,0.0001290869181795,-0.4474920287953428,1593,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11338485,0.20207985,0.2636096,0.3033882,0.32847515,0.34428817,0.3543516
