fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0012429673830935,-0.1510971354458028,393,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10758125,0.19308999,0.25377807,0.29380935,0.3193963,0.33565712,0.3460279
1,0.0007744439502667,-0.465853903684146,393,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10862366,0.19480324,0.2559309,0.2963672,0.32237652,0.33903068,0.34976175
2,0.0011957258933648,-0.1833457003795335,393,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10927946,0.19554783,0.25624374,0.29599023,0.32125345,0.33721736,0.34738028
3,-9.64273108439162e-05,-0.7609241297244835,393,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10802867,0.19368637,0.25460455,0.29509822,0.32131326,0.33823776,0.34924075
4,0.0006391764871978,-0.2232106426711559,393,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10966068,0.19622871,0.25712267,0.29699695,0.32233444,0.33837056,0.34857726
5,0.000933480933606,-0.1997554685121982,393,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10909596,0.19533348,0.2560952,0.29595137,0.32132268,0.33739477,0.3476153
6,0.0004082857404396,-0.4526283541231366,393,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.108112425,0.19387221,0.25476032,0.2951085,0.3210934,0.3377428,0.34847787
7,-0.0003207827339255,-0.673584402250774,393,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10886399,0.19503382,0.25612748,0.2966139,0.3227056,0.33947566,0.3503431
8,0.0016965783373975,-0.52254298198007,393,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.107822284,0.19330256,0.25400567,0.29427826,0.32024634,0.33692634,0.3477065
9,-0.0002794864508242,-0.3835894627860274,393,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10894121,0.19516803,0.25613675,0.29632944,0.3220734,0.3384937,0.34902903
10,-2.797800546217033e-05,-0.0127006252375845,393,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11054646,0.19730599,0.25774765,0.29685068,0.32138753,0.336707,0.34631133
11,2.218439064372024e-05,-0.4939124617764407,393,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11167863,0.19873959,0.2592498,0.29857442,0.32350835,0.3393069,0.3493999
12,6.098696878531484e-05,-0.5595633918475513,393,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10888054,0.19507052,0.25609413,0.29644695,0.32241467,0.3390436,0.34978944
13,0.0001710428599932,-1.032384318325509,393,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10756553,0.19309932,0.25419647,0.2950457,0.32162857,0.33888194,0.3501593
14,-0.0001490030041002,-0.7189119010118128,393,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1083141,0.19412936,0.2550595,0.29552156,0.3216664,0.3385056,0.34942627
15,-0.0002486374276073,-0.0886381677965473,393,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10885476,0.19485055,0.25535336,0.2949155,0.3199826,0.3357772,0.34575853
16,0.0005199609666858,-0.2539502319844566,393,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.109927274,0.19650821,0.25730237,0.29705253,0.32231507,0.33832648,0.34852213
17,0.0007399576625148,-0.2390657435342846,393,same,18,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11091948,0.1979837,0.25881305,0.2984104,0.32346082,0.339261,0.34929493
18,-0.0004035973109377,-0.5685068197854868,393,same,19,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10887361,0.19499066,0.25593883,0.29622957,0.3221413,0.3387499,0.34946516
19,0.0002713496931489,-0.322953629820695,393,same,20,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11036194,0.19721144,0.25812683,0.29797032,0.32329944,0.33935723,0.3495912
20,0.000908632608004,-0.7029280242532971,393,same,21,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10831866,0.19406019,0.25490412,0.29528838,0.32138622,0.33818486,0.34906405
21,0.0042772154973398,-0.1720204529116391,393,same,22,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.108976826,0.19508427,0.25572586,0.29548526,0.32076535,0.3367528,0.34690964
22,0.0009990278179894,-11.9500199564434,393,same,23,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10743608,0.1929879,0.25460082,0.29644278,0.3242536,0.3427504,0.3551974
23,0.0001698393937202,-0.2835246726783316,393,same,24,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10849418,0.19437753,0.25510466,0.29509798,0.32067665,0.3369396,0.34734425
24,2.0608080740891488e-05,-0.2418895606532838,393,same,25,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11033785,0.19708495,0.25784147,0.29746458,0.32258502,0.3384544,0.34852597
25,0.0007484046147276,-0.4310598572982069,393,same,26,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10830167,0.19412282,0.25496677,0.29520416,0.32105124,0.33759126,0.34823546
26,0.0008799925385053,-0.1398961974319053,393,same,27,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11006902,0.19637138,0.25660694,0.2957526,0.3204718,0.33601058,0.3458302
27,6.496546690881733e-05,-0.6032154019164402,393,same,28,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10779742,0.19346003,0.25444874,0.2949958,0.32121632,0.33811158,0.34907067
28,0.0022440325709183,-0.6957033369492622,393,same,29,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10816654,0.19377731,0.2545192,0.29484424,0.32089904,0.33768857,0.34857896
29,-8.814184527494717e-05,-0.1225407901457238,393,same,30,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10869248,0.19464973,0.2552222,0.29490867,0.32011843,0.3360393,0.34613782
30,0.0008353091041606,-0.2841214844101485,393,same,31,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11050417,0.19673114,0.2567242,0.29568723,0.32033452,0.33589387,0.34577298
31,0.0008874652685828,-0.4724954720501617,393,same,32,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10869591,0.19476736,0.25570694,0.29597744,0.32183632,0.33838293,0.34903663
32,0.0011774924414941,-0.1714701989406077,393,same,33,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10874753,0.19486965,0.25567302,0.29560408,0.32103926,0.33715054,0.34740686
33,0.0006279748566455,-0.1885240269785089,393,same,34,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.109809175,0.19609846,0.25652495,0.29592964,0.3208913,0.33664256,0.34663802
34,0.0004958399198602,-0.1239991029654974,393,same,35,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11011871,0.19645211,0.25667647,0.29579136,0.3204753,0.33597374,0.3457585
35,0.0004633902399395,-0.3703070812531301,393,same,36,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11231866,0.19896132,0.2584765,0.29674694,0.32078022,0.3358869,0.34546554
36,-5.2789649537254846e-05,-0.8098678637629562,393,same,37,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10835615,0.19431782,0.25545037,0.29612193,0.32247704,0.33948168,0.3505394
