fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.0001939121786878,-0.1651038618683333,713,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.110745266,0.19667602,0.25610983,0.29450086,0.3186484,0.33379713,0.3433574
1,-5.1393484990169824e-05,-0.3283953776190318,713,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11054884,0.19646662,0.25612915,0.294887,0.31942338,0.33492962,0.34479615
2,0.0001629082521056,-0.211804197382202,713,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.110204935,0.19588621,0.2553378,0.2938749,0.3182043,0.33352485,0.343215
3,0.000259041986928,-0.3657273797508731,713,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.110058725,0.19574274,0.25539455,0.29425776,0.31894705,0.33460143,0.34459916
4,0.0003341766217566,-0.1748303923717373,713,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11051653,0.19657394,0.25629333,0.2949578,0.31933796,0.33465207,0.3443275
5,0.0001322585733541,-0.1745223299183027,713,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11067114,0.19652927,0.25594553,0.29433852,0.31850007,0.33367082,0.3432603
6,8.282690718031116e-05,-0.3227777063554764,713,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1098515,0.19532585,0.254785,0.2934949,0.31805724,0.33359402,0.34348708
7,-0.0002733396998535,-0.3038265688084378,713,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10965991,0.19495675,0.2542848,0.2928902,0.3173714,0.3328531,0.3427026
8,-0.0001112003612564,-0.3206278969708138,713,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11019373,0.19592568,0.2555237,0.29427695,0.31883347,0.3343573,0.34423453
9,0.0001790150199213,-0.1026597238723012,713,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11022182,0.1959655,0.25539142,0.2938051,0.3179564,0.33308646,0.34261444
10,-0.0005011418893767,-0.2007073652188755,713,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.111084014,0.19731878,0.25697973,0.29552573,0.31978494,0.33501115,0.34464157
11,0.0001285756443096,-0.2764148073132886,713,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10988859,0.19525991,0.25455013,0.29306588,0.31744832,0.33284894,0.34263274
12,8.534623646028194e-06,-0.3559709835884932,713,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11049958,0.19647032,0.25623736,0.2950956,0.3197326,0.3353209,0.3452512
13,2.8546241592652954e-05,-0.2155122924034402,713,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11082224,0.19687594,0.2564816,0.29503876,0.31933957,0.33462524,0.34429646
14,-0.00013308358484,-0.4825523666439653,713,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11000958,0.1956041,0.25523195,0.29415336,0.31894103,0.33470246,0.34479553
15,0.0002268875242127,-0.2157050339532671,713,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11146523,0.19718096,0.25597435,0.29371855,0.3173766,0.3321824,0.34151268
16,1.257699320911243e-05,-0.281287303642473,713,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.110448435,0.19594504,0.25508136,0.29335412,0.31751722,0.33273485,0.34238473
17,0.0001197843696273,-0.1680262598090376,713,same,18,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11042813,0.19619365,0.2555763,0.2939839,0.31817332,0.33335814,0.3429489
18,-0.0001470318596514,-0.2595955605669349,713,same,19,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11013443,0.195861,0.2554374,0.2941283,0.3186075,0.33404824,0.3438488
