fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.007250774165408,-0.0838911704398486,993,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,-0.0034876902089582,0.0028965676350608,0.0101381426973898,-0.0027231597629605,0.0094079718593702,-0.0003232792981974,0.0226288238388143
1,0.2155814238999618,0.130105807465621,993,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,0.0213431956086582,0.0209006263487622,0.0246499348110629,0.0136180589762337,0.0251012950458089,0.0434802578322257,0.0716277448524921
2,-0.021231242532971,-17.136681713013502,993,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,1.3322676295501878e-16,2.220446049250313e-16,8.881784197001253e-17,0.0,8.881784197001253e-17,1.7763568394002506e-16,2.664535259100376e-16
3,-0.0278012473151976,-0.0278420502579224,993,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,-0.0005704165587889,-0.0013901657453735,-0.0008858549690251,-0.0020177794482037,0.0001058077565069,0.00483477716629,0.0110220968465958
4,-0.0390561134498264,-0.0904112100931024,993,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:6|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,-0.0076601982621313,-0.0026601288955133,-0.011737096795746,-0.0049209151835449,-0.0071839271889117,0.0058218161209291,0.0005775165585807
5,-0.0318316685953579,-0.0849816525074309,993,same,6,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,-0.0043953446007394,-0.0048737938084902,0.0009016422847477,0.0003345576078552,0.0029490095816197,0.0029442566512329,0.0105176099217402
6,-0.0455753688672271,-0.0619977282130896,993,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,-0.0071203052163905,-0.0020831822677207,0.0072290483683624,-0.000457720702794,-0.0020519041522051,0.0052044016279624,0.0006053705930168
7,-0.017721001516288,-0.0178855718757935,993,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,-0.0045826370100249,0.0015071175726513,0.003772622717804,0.0014487559940961,0.0114804512051674,0.0059716304874896,0.0037184809250752
8,0.038208294354741,0.0099783773009004,993,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,-0.0036543443836781,-0.0006661640415285,0.0067717383162023,0.0036247977959309,0.0172308624212812,0.0170386149048584,0.0218082312472546
9,0.0585714152919863,-0.0347417589617775,993,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:10|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,0.0091661272293434,0.022597340212061,0.0096567367514467,0.0034861886075297,0.0024368770362299,0.0356818382396732,0.0488810646069719
10,-0.0041733690530507,-0.004173580044912,993,same,11,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,1.2289813655197435e-06,-0.0051854223932132,0.0005367416310372,0.0044086839365129,0.016084364960145,0.0101226809437936,0.0109302297775667
11,-0.0483906563245071,-0.221610974072165,993,same,12,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,0.0033979365387853,-0.0025657838240777,0.0027336336882824,-0.0018024615523519,-0.0057339968922602,0.0019948948258995,-0.0070637438883504
12,-0.0234684617864182,-0.0234684624357166,993,same,13,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,0.0001002558040558,0.0017731897296627,0.0011583520881867,-0.0041972047054003,0.0103083118764899,0.0040679955909953,0.0064428055017661
