fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.040869979518646,-0.0490525620230646,768,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09317216,0.17388128,0.24241786,0.2984092,0.34228018,0.3758229,0.40069976
1,-0.0230485464280536,-0.0383845552030335,769,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09795324,0.18100964,0.24921702,0.30330342,0.34485918,0.37609172,0.39955863
2,-0.0624679197200672,-0.0654425372792557,765,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09396235,0.1748627,0.24290302,0.29802868,0.34092304,0.37388134,0.39890644
3,-0.0717292050166256,-0.0788906795174111,759,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09216113,0.17184314,0.23915225,0.29396215,0.33746454,0.37098086,0.3961588
4,-0.0390065620111579,-0.046685425833961,769,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09440176,0.17558007,0.24379386,0.29886734,0.3422517,0.3752008,0.39987016
5,-0.0684727269622886,-0.0754258351354468,773,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09406923,0.17543449,0.24431664,0.29985562,0.34302264,0.37564552,0.4000967
6,-0.0738942842725123,-0.0748845352499207,764,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.08793418,0.16411166,0.22985049,0.28371096,0.327376,0.3614089,0.38774735
7,-0.0141750483552498,-0.0186446220304437,768,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.100992285,0.18600892,0.25595596,0.31097758,0.35304138,0.38454333,0.40773213
8,-0.0325019171665603,-0.0333507352022375,748,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09775678,0.1809144,0.2504198,0.30626604,0.34955144,0.38233,0.40657118
9,-0.0646858691465892,-0.0697537709852191,766,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.097689435,0.1803312,0.24884307,0.30299872,0.34482855,0.3768483,0.40070754
10,-0.0509919633128783,-0.0525488193514152,770,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09093191,0.1697037,0.23722667,0.29251918,0.3364619,0.37013447,0.39567244
11,-0.0512476215504622,-0.0524260115635468,752,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.08908141,0.16554153,0.23175123,0.28659028,0.3298979,0.3636783,0.3894788
12,-0.1702724243152997,-0.179920122658415,771,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.08109947,0.15204562,0.21374144,0.26491934,0.30636257,0.33980262,0.3664075
13,-0.0313098121254156,-0.0314926902413839,767,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09647447,0.17851084,0.24783252,0.3036615,0.34734064,0.38066936,0.40519544
14,-0.0105294716089419,-0.0129612755797217,767,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1024419,0.18901657,0.26027283,0.31579962,0.35826626,0.38964084,0.41250765
15,-0.0970941783210019,-0.1039218043191048,757,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.08709515,0.16161928,0.22577327,0.2786922,0.32107285,0.3545173,0.38051537
16,-0.0260256720614628,-0.0299445839727141,760,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10718391,0.19647928,0.26899976,0.32492194,0.36618692,0.3961347,0.41753295
17,-0.0296204191484827,-0.0342613134793305,771,same,18,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09806374,0.18188258,0.25186834,0.30755797,0.35028777,0.38249862,0.40615943
18,-0.0288303979225055,-0.0314244543250545,768,same,19,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.096092165,0.17746238,0.24569154,0.3002995,0.34256244,0.37492594,0.39937374
19,-0.0615419720775451,-0.064030368933398,768,same,20,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.09702585,0.17922324,0.2474959,0.30206305,0.34413502,0.37632015,0.40019003
