fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0003385820598654,-0.4366692222573924,503,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10812343,0.19370303,0.25432757,0.29445574,0.32025844,0.33678818,0.34742585
1,0.0001289180366779,-0.6973301733108992,503,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10707308,0.19205971,0.25263512,0.29302323,0.31922463,0.33615732,0.34716722
2,0.0003620908604092,-0.573867520963105,503,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10803355,0.19356224,0.25427344,0.2945545,0.3205574,0.33726692,0.3480788
3,-0.0003417091613684,-0.5160650697652434,503,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.107203394,0.19234063,0.2529713,0.2932967,0.3193504,0.3361109,0.3469516
4,0.000177956656767,-0.3575331508894719,503,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.107500955,0.19268401,0.2531014,0.29308945,0.31879553,0.335237,0.34580594
5,0.0007428185891114,-0.4230354375398777,503,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.108288795,0.19396998,0.25463757,0.29473743,0.32048568,0.3369553,0.34755176
6,4.139396407598639e-05,-0.3151849067475512,503,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.108103074,0.19353864,0.25392017,0.2937474,0.31926176,0.33551717,0.34593353
7,0.0001607389146741,-0.5928453042520345,503,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10796798,0.19353375,0.2543061,0.29465425,0.32069197,0.3374523,0.34830344
8,9.175045966314244e-05,-0.6468840515850411,503,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10745891,0.19263045,0.25321522,0.29352665,0.31962228,0.3364498,0.3473697
9,-0.0005900572905799,-0.6848030216000225,503,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10716479,0.19218132,0.252768,0.29314563,0.3193289,0.33622736,0.34719187
10,0.0001947461971115,-0.5522386563644079,503,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10773509,0.1931404,0.2538501,0.29415527,0.3201964,0.33695054,0.3477835
11,0.0003008782937187,-0.5176958779751448,503,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10759508,0.19289295,0.25346905,0.29367414,0.31960854,0.33627948,0.34705135
12,-0.0002676685676701,-0.2940627816477066,503,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10789575,0.1932155,0.25356972,0.29339093,0.31890666,0.3351758,0.34558737
13,0.0001976392888064,-0.4947846247348715,503,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10856374,0.19441214,0.255176,0.295335,0.32113886,0.3376619,0.34832236
14,0.0006165667978887,-0.2578584182408674,503,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10828781,0.19391103,0.2543822,0.29417324,0.31959492,0.3357696,0.34610558
15,-0.0001573557552294,-0.1717399958687779,503,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10946926,0.19572715,0.25631094,0.29591227,0.321047,0.33693007,0.3470009
16,0.0002858711342288,-0.3927559026163405,503,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10796497,0.19331937,0.25373012,0.2936407,0.31928527,0.33567107,0.34620342
17,0.0004136299083857,-0.2708340144133698,503,same,18,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.108286455,0.19378763,0.25413302,0.29385343,0.31925076,0.33539906,0.34571275
18,0.0001246028855536,-0.3713484292884388,503,same,19,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10803128,0.19341886,0.2538163,0.2936804,0.3192552,0.3356025,0.34610134
19,-0.0001155167750661,-0.3712511891130696,503,same,20,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10788184,0.19317238,0.25352728,0.29341555,0.31901732,0.33536607,0.34587863
20,9.63597164318486e-05,-0.4354936479882714,503,same,21,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10769097,0.19306277,0.25365543,0.29380804,0.31966078,0.336235,0.34690735
21,-7.641316497797312e-05,-0.497466425602209,503,same,22,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10813166,0.19383009,0.25461963,0.29489735,0.32083794,0.33747882,0.34821916
22,0.0001870117285206,-0.4775741779993199,503,same,23,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10785358,0.19323175,0.25379968,0.29391944,0.31975907,0.33633137,0.34702218
23,-0.0004743149768151,-0.181835825009643,503,same,24,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.109377325,0.19557251,0.25613457,0.2957427,0.3208978,0.3367975,0.34689936
24,4.738866831532906e-05,-0.4954483083060961,503,same,25,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10847753,0.19432038,0.25510606,0.29529187,0.32114753,0.3377028,0.34836254
25,-0.0001050463577041,-0.6098533664932893,503,same,26,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10835058,0.19403738,0.25476962,0.29500875,0.32094073,0.33762002,0.34839922
26,0.000126937419793,-0.2668853148747512,503,same,27,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10884187,0.19478726,0.2553947,0.29524282,0.3206814,0.3368387,0.347151
27,3.920420342429232e-05,-0.5902710775326527,503,same,28,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.108510256,0.19435096,0.25516105,0.29542193,0.32136142,0.33801875,0.3487743
28,5.352301604777399e-05,-0.3775332631540737,503,same,29,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.108233124,0.19379686,0.2543131,0.2942664,0.31990716,0.3362764,0.3467808
29,0.0006383283185588,-0.4273227784995972,503,same,30,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10835006,0.19402754,0.25464866,0.29469672,0.32042363,0.33686763,0.34746093
30,-0.0002111080042221,-0.347528621298004,503,same,31,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.108409084,0.19419354,0.25486478,0.2948548,0.32047647,0.33681393,0.34728965
31,-0.0003863103979537,-0.2811825992332748,503,same,32,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10817534,0.19364621,0.2540204,0.2937905,0.3192318,0.33543092,0.34578323
32,0.0004611347245683,-0.2250540653334896,503,same,33,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10856306,0.1943205,0.2547978,0.2945359,0.31988898,0.3359866,0.34624475
33,0.0001320914620669,-0.3633794944299546,503,same,34,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10869364,0.19454263,0.255174,0.29512614,0.3207123,0.33704624,0.3475137
34,-0.000181746453254,-0.5243707684614323,503,same,35,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10753394,0.19273749,0.25325456,0.2934139,0.31934264,0.33599302,0.3467524
35,-0.0005825958163239,-0.2237621281070518,503,same,36,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.108617716,0.19444162,0.25496247,0.29474312,0.32012796,0.33623108,0.34650594
36,0.0003223603657821,-0.3196220110571361,503,same,37,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10827628,0.19383922,0.25427255,0.29410443,0.31960675,0.33585897,0.34627157
37,-0.0001798459685584,-0.2869273734678557,503,same,38,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.108502895,0.19414489,0.2545453,0.29427814,0.31966692,0.33581617,0.34614334
38,5.327970926360948e-05,-0.2811227031405914,503,same,39,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1087263,0.19459315,0.25516158,0.29498067,0.32042876,0.33661395,0.3469665
39,0.0001357092270516,-0.2572487483615091,503,same,40,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10906203,0.1950929,0.25565585,0.2954046,0.32074237,0.33683747,0.3471123
40,-1.224725847426278e-05,-0.3315122506184442,503,same,41,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10822541,0.19373882,0.25416815,0.29401782,0.3195349,0.33580285,0.3462323
