fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.0003321755158813,-0.0017256800915825,4313,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:1|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Cognitive,6.481382244771794e-06,0.0,-5.872293080082525e-05,0.0,0.0,1.7968177739469126e-06,5.535811497443532e-05
1,-0.0021225887919809,-0.0082789422717259,4313,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:2|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Cognitive,-0.0001045859483186,-7.164825488481519e-05,8.217098224472253e-06,-3.651434350198102e-05,1.4151956909458362e-06,-8.97175669538619e-06,-0.0015001358909994
2,0.001504554370399,0.0004269808508162,4313,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:1|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Cognitive,8.675021274167083e-05,0.0,0.0016474919757783,2.108514676613105e-06,7.816867426901908e-07,1.4346423413247322e-05,0.0001479120105396
3,0.0003744973998606,-0.0001119304590246,4313,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:1|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Cognitive,4.702892735040098e-05,0.0,0.0012285981209879,1.9122683839301045e-06,0.0,1.0504836262192897e-06,4.177270444005732e-05
4,0.0002957825557996,-0.0045582607488228,4313,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:2|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Cognitive,0.0003555140529314,-6.790154221443245e-05,0.0008145103418708,2.533272254952035e-05,3.108460836576121e-06,-4.249947663057529e-05,3.9361695694339896e-05
5,0.0011510527527353,-0.0014522193452117,4313,same,6,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:1|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Cognitive,0.0001103126928131,1.1658102095468692e-06,0.001402726758857,0.0,0.0,8.7814373808337e-06,8.463200514869928e-05
6,0.0006975799809288,0.0006444501583086,4313,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:2|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Cognitive,0.0001811420438585,1.0489752699771592e-05,0.0013932009829802,4.443144355859019e-06,1.716605085952949e-05,5.476450454582338e-05,-7.923131482512336e-05
7,0.0010519351141445,0.00081811229171,4313,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:1|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Cognitive,-2.8608711830036e-05,0.0,0.0014160209818715,0.0,0.0,-4.09958578899694e-06,4.620914285728972e-05
8,0.0004725548053696,-0.0214585044886219,4313,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:2|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:10|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Cognitive,0.0001165718220257,0.0,0.0011024554906557,-2.3007670616603805e-05,0.0,-0.0001366224749544,-0.0004402395809093
9,-0.0003270814023934,-0.0003277618478851,4313,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:2|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Cognitive,-0.0003405813797212,2.628680288152552e-06,3.181838617243305e-05,5.270028363790758e-06,-6.479486800383682e-05,-4.502784346094302e-05,0.0003871506868945
