fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-1.476553740720199e-05,-0.2745586227675938,993,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11162861,0.19839932,0.25846806,0.29730773,0.3217943,0.33719724,0.3469496
1,0.0001868179483774,-0.3759235011047654,993,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11078042,0.19700778,0.25693676,0.29587573,0.3205489,0.33616328,0.34610307
2,-6.150829899276289e-05,-0.3223285871363828,993,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11140893,0.19812755,0.2582713,0.2972384,0.3218419,0.3373556,0.3472114
3,-0.0001057530178989,-0.1426720597126982,993,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.111101516,0.19758736,0.25748566,0.29614586,0.32042974,0.33563662,0.34521416
4,0.0002894167851746,-0.1148341744438234,993,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11244882,0.19958958,0.25954726,0.29800323,0.3220278,0.33699754,0.34639242
5,0.0002364694122363,-0.2563707484147688,993,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.111089945,0.19752033,0.25744587,0.29624137,0.32071838,0.3361243,0.34588152
6,-8.974712085141334e-05,-0.2281017405113676,993,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11137408,0.19805783,0.25810915,0.29692763,0.32136965,0.3367281,0.34644386
7,0.0004694961250687,-0.278481050626179,993,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11098175,0.19744276,0.25747025,0.29639065,0.3209786,0.33647504,0.3463082
8,8.387313239155425e-06,-0.5406076324457159,993,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11071917,0.19712439,0.2574035,0.29677147,0.3218587,0.33782804,0.34806666
9,-8.528691982134795e-05,-0.2059849089554677,993,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.111751825,0.19855244,0.2585338,0.29722428,0.32153815,0.33678606,0.34640372
10,0.0001353238868305,-0.1852029892823876,993,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.111449055,0.19806333,0.25797465,0.2966301,0.32091942,0.33614796,0.3457518
11,0.0002310314209763,-0.1998394948241244,993,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11043212,0.19645126,0.25616956,0.2948617,0.31927,0.3346151,0.3443154
12,0.000145763288339,-0.1907795250309485,993,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11195528,0.19889362,0.25894096,0.29763123,0.32191658,0.33713302,0.3467315
13,9.87911943104436e-05,-0.2377137571900889,993,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11183813,0.19871095,0.2587917,0.297573,0.3219763,0.33730385,0.34699166
14,-8.792088217579597e-05,-0.389403217961588,993,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11017152,0.19606543,0.25588876,0.29485863,0.31960887,0.33529153,0.3452982
15,-8.792088217579597e-05,-0.389403217961588,993,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11017152,0.19606543,0.25588876,0.29485863,0.31960887,0.33529153,0.3452982
16,-0.0001056269796326,-0.4053980391495029,993,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11039266,0.1963382,0.25614813,0.29508215,0.31979907,0.3354685,0.34546852
17,-0.0001692516202811,-0.0868659885441835,993,same,18,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11161872,0.19833615,0.25818554,0.29665014,0.32070416,0.33570072,0.34509894
18,0.0001483426913151,-0.2987543089889,993,same,19,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11186676,0.19877085,0.2588957,0.29776716,0.32226974,0.33768454,0.34745884
19,2.6989613788108716e-05,-0.4738902889138596,993,same,20,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11051672,0.19664788,0.25665575,0.2957825,0.32067877,0.3364922,0.3466174
20,0.0007205293555859,-0.2611633736195471,993,same,21,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11047859,0.19649792,0.25624737,0.29502308,0.31953755,0.33499387,0.34480464
