fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0003242490465227,-0.237554343006255,692,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11363745,0.20055947,0.2596537,0.29725865,0.32065523,0.33522373,0.3443676
1,0.000150140301679,-0.3503884681568299,692,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.118244395,0.2064383,0.26468152,0.30087605,0.3230353,0.33667967,0.34518355
2,-0.0002190557882939,-0.0486630988690819,692,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11133079,0.19805558,0.2580265,0.29660255,0.3207252,0.33574155,0.3451492
3,-0.0003180426443594,-0.4067762123563192,692,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11188613,0.19894396,0.25931683,0.29844144,0.32318628,0.33881652,0.34876513
4,-0.0004308859217418,-0.4601300822649963,692,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12117937,0.21012707,0.26786706,0.30324733,0.32468283,0.33779785,0.34593925
5,0.0021236690818815,-0.3773772027968431,692,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12440824,0.21369939,0.27015048,0.30396673,0.32408595,0.3362198,0.34367546
6,0.0003689455155918,-0.0596228088644497,692,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11246143,0.19976655,0.259869,0.2983798,0.32238385,0.3373117,0.34664854
7,0.0004201088013314,-0.8344637040345739,692,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11143293,0.19782515,0.2577985,0.29688823,0.32183012,0.3377513,0.348017
8,0.0001402114725725,-0.1862635453075243,692,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11164633,0.19853903,0.25869265,0.2975288,0.32193795,0.33724132,0.34690073
9,3.545396839310655e-05,-0.2801937630519084,692,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11215959,0.19925629,0.25945175,0.29828992,0.32272446,0.33807707,0.3477971
10,-0.0001855414469225,-0.2044849514641604,692,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1131365,0.1999794,0.25924262,0.29704,0.3205901,0.33525857,0.3444672
11,0.0001003189514741,-0.179827215750842,692,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11158599,0.19847792,0.25866145,0.2975247,0.3219585,0.33728054,0.34695354
12,0.0003428452000514,-0.3770485234978538,692,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.111031055,0.19736601,0.25728577,0.2961703,0.32079005,0.33634484,0.34625375
13,-7.878895439672462e-05,-0.6878469888290555,692,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11035681,0.19655171,0.25680506,0.29627058,0.32150617,0.33762565,0.3480064
14,0.0009409899187365,-0.412075820958053,692,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12568773,0.21537589,0.27163383,0.30518922,0.32509792,0.3371036,0.3444706
15,-9.204387731287512e-05,-0.5679432185866236,692,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11079579,0.19735047,0.25776616,0.29723355,0.3223777,0.33837932,0.34864518
16,0.000178680744272,-0.3928333115351048,692,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11097625,0.19752829,0.2577445,0.29690683,0.32174402,0.3374646,0.34747878
17,-0.0001706180405389,-0.2818727134321619,692,same,18,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.112096205,0.19915795,0.25934878,0.29821005,0.32267225,0.33804938,0.34778407
18,0.0002594232806611,-0.3262920750040345,692,same,19,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11293226,0.2001466,0.26010185,0.29864165,0.3228497,0.33804554,0.34765655
19,6.843206403583935e-05,-0.5210779646440598,692,same,20,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.115465686,0.20276852,0.2615017,0.2986625,0.32177672,0.33620277,0.34529567
20,-0.0001486087856283,-0.0391007339126689,692,same,21,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11116097,0.19758569,0.25726148,0.29562908,0.31959522,0.3345206,0.34384686
21,3.399135447845758e-05,-0.1631528332753682,692,same,22,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11276577,0.19958092,0.2589835,0.2969448,0.3206152,0.33535722,0.34459895
