fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,6.132871988029365e-13,-1.2452830188568114,119,same,1,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,4.809486142676178e-13,4.642952688982405e-13,2.629896300732071e-12,9.774403508799878e-13,-6.59472476627343e-14,1.0254019855437946e-12,5.864198016070077e-13
1,-3.4505731605349865e-13,-1.0169491525437868,119,same,2,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,-5.067057884389214e-13,2.504663143554353e-13,-5.643263634169671e-13,8.668621376273222e-13,3.3217872896784684e-13,2.233768725545815e-13,-1.1287637491363967e-12
2,-2.942091015256665e-13,-1.0169491525283525,119,same,3,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,1.0834666497316903e-12,8.532063944244328e-13,5.95523630408934e-13,7.369660437461789e-13,9.9298347322474e-13,1.5403234243649422e-12,1.219913059458122e-12
3,3.1508129438861943e-13,-1.4791666666789909,119,same,4,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,-1.9118040484045196e-13,-6.41070529994181e-13,-1.4359069488989462e-12,-1.165095797617255e-12,-6.992462164845392e-13,-8.138767437770866e-13,-3.9249159478060847e-13
4,-4.82502926502093e-13,-0.7761194029769514,119,same,5,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,8.603118217820338e-13,8.488765246283947e-13,4.737321646075543e-13,9.450218385609332e-13,1.5398793351550921e-12,1.0269562977782698e-12,1.7461587731304462e-12
5,-6.992184609089236e-13,-1.2037037036957274,119,same,6,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,-8.685691055276834e-13,9.780579124374356e-13,1.3936282683424395e-12,2.4868995751603507e-13,1.29440902441047e-12,1.9939605522267811e-13,3.851155505607551e-13
6,4.2299497238218464e-14,-1.4791666666518597,119,same,7,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,-1.028066520802895e-13,6.801226248853709e-13,2.405853294362714e-13,9.230394226733551e-13,6.195044477408373e-13,1.1012302181256928e-12,1.4984680163365738e-12
7,-5.0182080713057076e-14,-0.8307692307731491,119,same,8,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,1.1482481632185682e-13,-8.227585279740879e-13,-4.91259810608824e-13,-1.382144398931473e-12,3.277239590815384e-13,8.045369925824275e-13,-9.856698790500218e-13
8,-7.085443343157749e-13,-0.9193548387121948,119,same,9,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,-1.176836406102666e-14,1.2883027977750316e-12,-5.653255641391297e-13,7.58948459633757e-13,-1.6850965067760626e-12,-8.888445535149003e-13,6.197264923457624e-13
9,-0.004433780446161606,-0.09848770112264682,119,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,-0.03243328385687072,-0.007942316714014241,-0.006867611931613116,-0.002070096747034067,-0.01849419913247463,-0.009138842812382308,-0.00596903316330577
10,-1.3988810110276972e-13,-1.1636363636282172,119,same,11,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,-2.69340105774063e-13,5.982991879704969e-13,1.0340617251358708e-12,3.212985433265203e-13,-2.7200464103316335e-14,1.0040857034709916e-12,9.252598687226055e-13
11,-3.850253449400043e-13,-1.0517241379299729,119,same,12,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,9.378053889008697e-13,-5.162537064506978e-14,1.0806910921701274e-12,3.140820936664568e-13,-3.65152352799214e-13,-4.887201754399939e-13,7.76378961120372e-13
12,-2.7489122089718876e-13,-0.859374999999728,119,same,13,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,-1.13420384195706e-12,7.568390358869692e-13,7.079892228034623e-13,6.413758413259529e-13,-4.619638005465276e-13,4.4220183070819985e-13,-1.4652723479002816e-12
13,-2.7977620220553945e-14,-1.0517241379275464,119,same,14,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,5.134781488891349e-14,-4.0216441288265514e-13,6.030453914007694e-13,-4.55802062759858e-13,3.3074931682364195e-13,2.031291801429802e-13,5.497130528553384e-13
14,-4.3520742565306136e-13,-0.8307692307665848,119,same,15,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,-1.1324274851176597e-13,1.0621503676588873e-12,4.4153569689342476e-13,-4.32542890393961e-13,1.1657341758564144e-13,2.879918525877656e-13,4.660716257376407e-13
15,-2.2803980925800715e-13,-0.9833333333263963,119,same,16,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,1.1446399383885364e-12,6.215028491851626e-13,1.0590417431899368e-12,-4.701794509287538e-13,7.701617121824711e-13,-2.283728761653947e-13,7.632783294297951e-13
16,-0.0075222831215586705,-0.034627036638900766,119,same,17,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,-0.02897535605976509,-0.003416326147914761,-0.006916157039591919,0.00018360399517602932,-0.01908953767473165,-0.0077744175776658375,-0.01375968611860967
17,-5.10480546722647e-13,-0.9508196721266098,119,same,18,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Memory,8.72635297355373e-13,-5.42343947529389e-13,2.395861287141088e-13,-6.425970866530406e-13,1.6250334411438416e-12,-2.90878432451791e-14,1.1217693440812582e-12
