fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.0001651580220987,-0.3996001780733662,993,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11254677,0.19955996,0.25950757,0.29815635,0.32249784,0.33782437,0.34756202
1,0.0003300444004121,-0.1278548966693384,993,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11288798,0.19993138,0.25953338,0.2976185,0.32134682,0.33610862,0.3453564
2,0.0002154296636666,-0.2536430806095662,993,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.111762375,0.19823447,0.25782534,0.29620415,0.32031977,0.3354407,0.3449959
3,-0.0001935332444116,-0.2200193408604756,993,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11334529,0.2007042,0.26049337,0.2987101,0.32255644,0.33742943,0.34677622
4,-0.0001187838469662,-0.0650083151896734,993,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.113387,0.20067504,0.26025867,0.2981758,0.32170442,0.3362776,0.34535795
5,-0.0002037929434997,-0.4225207921649883,993,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.110172614,0.19572516,0.25515503,0.29382277,0.31837964,0.3339466,0.34387696
6,0.0001384913601584,-0.2953188786900882,993,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11234685,0.19922353,0.2590418,0.2975335,0.3217187,0.3369025,0.34650627
7,0.0009202363327703,-0.3271082566528178,993,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.112259485,0.19911148,0.2589506,0.29750073,0.32175303,0.33700025,0.34666276
8,0.0001639357681042,-0.1841566032681267,993,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1131148,0.20042506,0.26023576,0.29846486,0.32230726,0.3371681,0.34649166
9,0.0003122127298789,-0.462868234565098,993,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.111309856,0.19761631,0.25736615,0.29610354,0.32063553,0.33616412,0.34607735
10,-7.698973158376532e-05,-0.1264423304410846,993,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.111762986,0.1981779,0.25760406,0.2957244,0.31954986,0.33441216,0.34373364
11,-0.0004318221954884,-0.2735923843283303,993,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.112343855,0.1991364,0.2588251,0.29719624,0.32127225,0.33636433,0.3458896
12,0.0001010060905238,-0.2443837849594503,993,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11343283,0.20095122,0.26091257,0.29928133,0.32324854,0.3382178,0.3476418
13,9.77259960743826e-05,-0.137465544675744,993,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11261168,0.19953552,0.2591293,0.29724523,0.32101694,0.3358185,0.3450957
14,0.0003390110429314,-0.2670121988945435,993,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11400108,0.2018837,0.2619856,0.30036888,0.32431656,0.33926037,0.34866846
15,-0.0002688564442741,-0.1636360888189647,993,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.113784745,0.20146908,0.26135582,0.29950464,0.32322547,0.33796424,0.3471964
16,0.0003320771434972,-0.2207880415087373,993,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11407704,0.20191425,0.26189694,0.3001492,0.32397467,0.33881527,0.34813702
