fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-5.791857855563798e-05,-0.1462734478590821,473,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1183521,0.2102068,0.2724581,0.31153446,0.33547744,0.35019317,0.35935754
1,0.0001005610394672,-0.8677848322472159,473,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11628938,0.20673475,0.26887122,0.3087394,0.33378866,0.34959635,0.35971215
2,0.0002841152772926,-0.1171439088946988,473,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.120218195,0.21353999,0.27637425,0.31543255,0.3391534,0.3536342,0.36260116
3,0.001245307389169,-0.4162155176009312,473,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11645228,0.20699832,0.26895273,0.30840254,0.33295196,0.34827983,0.35796508
4,0.000228870682962,-0.5553371855346863,473,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11748157,0.20867525,0.27091035,0.31044948,0.33503798,0.35040018,0.3601246
5,0.0001515813812092,-0.249895206680341,473,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11765912,0.20904548,0.27119943,0.31042683,0.3346069,0.3495528,0.3589081
6,-0.0005511923726251,-0.2337202153712927,473,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11682657,0.20760283,0.26952136,0.30870554,0.33291337,0.3479052,0.35729226
7,0.0002894524882517,-0.3170723335206973,473,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12035236,0.21371292,0.27670172,0.31604356,0.34009296,0.35489866,0.36414492
8,-0.0002658468368943,-0.2177858822868981,473,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11742755,0.20855388,0.2705649,0.30971357,0.33385047,0.34877536,0.35809898
9,-4.86789278717481e-05,-0.3136738360310172,473,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11661245,0.20727082,0.26920792,0.30852965,0.3328986,0.34804684,0.35757053
10,0.0002651395061538,-0.5282778232218923,473,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11632889,0.20675628,0.26870623,0.3082396,0.3329198,0.3483676,0.3581619
11,0.0003692804558724,-0.5818272729432408,473,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11934998,0.21182774,0.27455387,0.31413314,0.33859876,0.35382533,0.3634514
