fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,9.348298098621476e-05,-0.605496675610339,1193,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10883112,0.19481657,0.25563064,0.2958287,0.32169327,0.33829132,0.3490134
1,0.0004091132719356,-0.3867893587080395,1193,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10985277,0.19636624,0.25716183,0.2970143,0.32242027,0.33857897,0.34891966
2,0.0004523113819278,-0.476425704132263,1193,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10899912,0.19514255,0.25598288,0.29609746,0.32182437,0.33827442,0.3488588
3,-6.338387881288376e-05,-0.5021132752044772,1193,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11017521,0.19688174,0.2578103,0.29779458,0.3233421,0.33962926,0.35008782
4,-0.0001120042755353,-0.2950926041803512,1193,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10984772,0.19633482,0.25705403,0.2967859,0.32206884,0.33809304,0.34831166
5,0.0001298593889365,-0.3524156725081935,1193,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11045529,0.1973504,0.25826445,0.29808605,0.32341173,0.33947322,0.34972882
6,0.0004243617387574,-0.4786696611531125,1193,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10974603,0.19625191,0.2571554,0.29718417,0.3227963,0.33913526,0.3496369
7,0.0001637221976504,-0.5631916212694223,1193,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11005508,0.1967281,0.25771147,0.29779485,0.3234608,0.33985728,0.35040924
8,-7.401196481127137e-05,-0.7933316939004649,1193,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10921966,0.19553232,0.25659838,0.29700178,0.3230541,0.33981457,0.3506823
9,4.4141345384662856e-05,-0.2885946722477635,1193,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11049767,0.19729343,0.25803244,0.29765284,0.32279137,0.33868837,0.34880477
10,-0.0001033414715441,-0.6167806786104622,1193,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10974731,0.19622813,0.25715473,0.29727462,0.32301202,0.33948916,0.35011083
11,7.599626483667522e-08,-0.3068576965240459,1193,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.110135995,0.19686209,0.25771737,0.29751384,0.32281685,0.33885595,0.34908402
12,-0.0003816112657677,-0.7673179256786478,1193,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.109347604,0.19560292,0.25653684,0.2968198,0.32276422,0.339443,0.35024264
13,0.0005183034084221,-0.2207031512236419,1193,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.10968974,0.19624008,0.25705558,0.2968448,0.3221256,0.33811715,0.3482925
14,-3.745770165530793e-05,-0.1615329898600888,1193,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11043704,0.19737965,0.2582494,0.2978837,0.3229447,0.3387191,0.34872007
15,9.012557567567026e-05,-0.4021961679368362,1193,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.109688975,0.19609201,0.25685018,0.29672503,0.32218772,0.33838695,0.34876233
