fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0003392536384176,-0.2856048795998864,3493,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11191042,0.19899522,0.25928774,0.29826057,0.32281086,0.3382553,0.3480449
1,0.000420213193827,-0.3002421892380598,3672,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11112708,0.1978655,0.2581634,0.29729182,0.32201824,0.337616,0.3475357
2,0.0002116926453895,-0.2872086126141151,3524,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11162194,0.19864042,0.25898767,0.2980631,0.32270846,0.33823118,0.34807774
3,0.0001881621099106,-0.2774742950157096,3556,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.111307316,0.19810429,0.25836363,0.29740185,0.32202858,0.33755103,0.3474024
4,0.0002625910901382,-0.283543538336011,3460,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1105472,0.19681764,0.2568102,0.295744,0.32036638,0.3358988,0.34576067
5,0.0001346317921011,-0.2646945310939681,3472,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11234895,0.19974153,0.26016164,0.29915103,0.32365412,0.33904162,0.34878632
6,-3.17920550880757e-05,-0.2672541374357868,3427,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11181852,0.19879843,0.25901145,0.29793197,0.32243446,0.3378435,0.34760875
7,0.0001647782719503,-0.2676085397904166,3509,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11112141,0.19769526,0.25776213,0.29668182,0.32123938,0.33669972,0.3464981
8,0.0003425344737948,-0.2812727046216325,3596,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11106495,0.19768794,0.25783122,0.29681957,0.32143772,0.33695263,0.3467999
9,0.0002964657740888,-0.3000394109648447,3538,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1100277,0.19596998,0.2558724,0.29487658,0.31959718,0.33523571,0.3451891
10,0.0001862329360092,-0.2700313974779227,3496,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11124811,0.19796315,0.2581348,0.29708573,0.3216649,0.33713773,0.34694907
11,0.0002371228906518,-0.2794172495391662,3599,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.11117315,0.19785659,0.25804895,0.2970512,0.32167783,0.33719313,0.3470329
