fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.0042795935915747,-0.0285665090531224,377,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13991582,0.23088796,0.2821088,0.3099487,0.32536066,0.33409783,0.3391505
1,0.0028824238331424,-0.0622129930988306,377,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1353125,0.22642228,0.27981654,0.30974105,0.32666293,0.33641133,0.342126
2,0.0021624525163252,-0.1567417689691705,377,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12606318,0.21543221,0.27111468,0.3040138,0.32334894,0.33484387,0.34177774
3,0.0008254256723378,-0.115678720827725,377,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12848592,0.21841504,0.27360943,0.30575818,0.32441443,0.335417,0.34198537
4,0.001055284910353,-0.0415224747920786,377,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13810065,0.22946003,0.2819146,0.31087527,0.3270457,0.33628345,0.34166226
5,3.0121074854005947e-05,-0.009228077261848,377,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12939681,0.21980977,0.2749493,0.30680484,0.32514077,0.33583546,0.3421586
6,-0.0001343616608915,-0.0578110126532629,377,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12766838,0.21934243,0.27675,0.31058213,0.33035037,0.3420252,0.3490125
7,-0.0002289484743469,-0.0711367114503984,377,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13275929,0.22354282,0.2777169,0.30851668,0.3260779,0.336266,0.3422768
8,-0.0004130487653244,-0.0420400861563676,377,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13906315,0.22996192,0.2814788,0.30964607,0.3252736,0.33416572,0.3393277
9,0.000374242065849,-0.2053028103664438,377,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13257666,0.2231079,0.27721295,0.30816585,0.3259382,0.33639044,0.34259543
10,0.0021948532185576,-0.0843337396124024,377,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13179012,0.2222003,0.27638277,0.30732036,0.32502183,0.33531842,0.34141046
11,0.0001335080499494,-0.04861345731233,377,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12842016,0.2185666,0.27392793,0.30612937,0.3247812,0.33572116,0.34223133
12,-0.0002644893915291,-0.0581606466519519,377,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12679411,0.21805702,0.27544287,0.30939466,0.32928506,0.34105837,0.34811908
13,0.0032128115456636,-0.0283788333682808,377,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13608487,0.22712423,0.28006354,0.30956107,0.32612824,0.33561942,0.341157
14,0.0011749932330628,-0.052727928029653,377,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12640017,0.2160257,0.2717502,0.30450144,0.323616,0.3348802,0.3416089
15,-4.323771098491136e-05,-0.0573887876370116,377,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12682608,0.2181331,0.27553722,0.30950403,0.3293969,0.34115553,0.34820545
16,0.0008955611877297,-0.0407455912349705,377,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13919877,0.23012413,0.2816112,0.30978101,0.3254156,0.33431077,0.3394759
17,0.0008947975358635,-0.0481754027045731,377,same,18,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13337746,0.22427937,0.27824187,0.3088028,0.3261752,0.3362247,0.34213495
18,-0.0009862465383343,-0.1366634017952448,377,same,19,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13397507,0.22453615,0.27804926,0.30835822,0.32564598,0.3356735,0.341652
19,0.0013272305292069,-0.112306513862624,377,same,20,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13618612,0.22700593,0.27972576,0.3091392,0.3257342,0.33530298,0.3409311
20,0.0019645882244672,-0.0889213297749935,377,same,21,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13522422,0.22598429,0.2790864,0.3088808,0.32571363,0.33536962,0.34106675
21,-5.8914207771598726e-05,-0.1139475151899382,377,same,22,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12502256,0.21564072,0.27321517,0.30765158,0.32801443,0.34015584,0.34749654
22,0.0006735154829881,-0.0480705501009319,377,same,23,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13191095,0.22277223,0.27733615,0.30850604,0.32632086,0.3366707,0.34278205
23,-0.0005402363158668,-0.0286289577415261,377,same,24,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13296974,0.22374216,0.27767906,0.3082187,0.32555988,0.33557552,0.3414559
24,-0.003712556200359,-0.0689028557967574,377,same,25,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13116692,0.22168669,0.27622244,0.30747086,0.3253806,0.3358055,0.3420005
25,-6.20273303493235e-05,-0.0242940098959472,377,same,26,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12545592,0.21605654,0.2733208,0.30735543,0.3273416,0.33917934,0.34628105
26,-0.0003840082422628,-0.098959539660739,377,same,27,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13152085,0.22188033,0.27614245,0.30716833,0.3249556,0.33531383,0.3414822
27,0.0034439310705601,-0.1068916833102591,377,same,28,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13607076,0.22717255,0.28034502,0.31018373,0.3270515,0.33678454,0.3425102
28,-0.0003738250421692,-0.0329933924755208,377,same,29,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.1358389,0.22681805,0.27977282,0.30928987,0.32586986,0.33537066,0.34091613
29,-0.0004317902070682,-0.0377482438780587,377,same,30,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12630823,0.21608193,0.27199197,0.30487686,0.32406378,0.33537978,0.34213802
30,0.0037336742949061,-0.0359331456802727,377,same,31,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13897993,0.2302826,0.28233787,0.31091222,0.32681182,0.33587593,0.3411483
31,0.0006324085011476,-0.0240720849644879,377,same,32,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13860698,0.22998455,0.282211,0.31091347,0.3269168,0.33603144,0.3413244
32,0.0009819830174044,-0.033453378566711,377,same,33,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13917482,0.23056652,0.28255653,0.31104687,0.32687318,0.33587995,0.34110877
33,0.0003081064272831,-0.0453406660527682,377,same,34,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.13993615,0.23053242,0.28141823,0.30908018,0.32437402,0.3330656,0.338109
34,-0.0003626640860525,-0.0618777186671561,377,same,35,"input(,7,1)->lstm(,7,1)->output(,1)",accuracy,0.12823287,0.21837,0.27381656,0.30611983,0.32486144,0.3358676,0.34244666
