fold,score,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,special,features T-21,features T-20,features T-19,features T-18,features T-17,features T-16,features T-15,features T-14,features T-13,features T-12,features T-11,features T-10,features T-9,features T-8,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0855574183133447,677,same,1,"memory:None|steps:[('standardscaler', StandardScaler()), ('linearsvr', LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345))]|verbose:False|standardscaler:StandardScaler()|linearsvr:LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|linearsvr__C:1.0|linearsvr__dual:True|linearsvr__epsilon:0.0|linearsvr__fit_intercept:True|linearsvr__intercept_scaling:1.0|linearsvr__loss:squared_epsilon_insensitive|linearsvr__max_iter:1000.0|linearsvr__random_state:12345|linearsvr__tol:0.0001|linearsvr__verbose:0",all,Perception,Perception,None,0.108814379857186,0.0919748345133409,0.0747528308140905,0.103549598349802,0.1206546565004182,0.1322736284231743,0.3684029319579834,-0.0290872803553068,-0.002572701947785,-0.0328377122056895,-0.0027481223656558,-0.0171271400551054,-0.0120644416991915,0.001248805947003,0.0093999486925969,-0.0166748642985808,-0.0081833514234623,0.0135174190752513,-0.0042381701130543,0.0125153741834123,0.0024751936952524
1,0.0417737329393205,699,same,2,"memory:None|steps:[('standardscaler', StandardScaler()), ('linearsvr', LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345))]|verbose:False|standardscaler:StandardScaler()|linearsvr:LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|linearsvr__C:1.0|linearsvr__dual:True|linearsvr__epsilon:0.0|linearsvr__fit_intercept:True|linearsvr__intercept_scaling:1.0|linearsvr__loss:squared_epsilon_insensitive|linearsvr__max_iter:1000.0|linearsvr__random_state:12345|linearsvr__tol:0.0001|linearsvr__verbose:0",all,Perception,Perception,None,0.1161801888844791,0.0809161856326438,0.0802795459510812,0.1021426029388482,0.1198426284156361,0.1146301245929982,0.3845765129789711,-0.0252658205853209,-0.004449963843792,-0.0325553127347738,-0.0055002501879994,-0.010555077489481,-0.015881839828891,0.0043665937092452,0.0061844918174337,-0.0169639190451136,-0.0038897582136981,0.0187344863603541,-0.0099670382924323,0.0047966663636216,0.0092539924562559
2,0.0045250064423261,680,same,3,"memory:None|steps:[('standardscaler', StandardScaler()), ('linearsvr', LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345))]|verbose:False|standardscaler:StandardScaler()|linearsvr:LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|linearsvr__C:1.0|linearsvr__dual:True|linearsvr__epsilon:0.0|linearsvr__fit_intercept:True|linearsvr__intercept_scaling:1.0|linearsvr__loss:squared_epsilon_insensitive|linearsvr__max_iter:1000.0|linearsvr__random_state:12345|linearsvr__tol:0.0001|linearsvr__verbose:0",all,Perception,Perception,None,0.1114170829707307,0.0933748479374128,0.0772362862864918,0.103577728673367,0.1201435646706669,0.1365848478934769,0.359498778078671,-0.0246158534445305,-0.0004844804175439,-0.0304392780195706,-0.0088006019240308,-0.0097385404262575,-0.0118454721495014,0.0029351466739735,0.0124281753704064,-0.0166434475507471,-0.006124525353527,0.0119733466929613,-0.0003482847614682,0.007413971651713,0.0031260460690448
3,0.1176630081172398,690,same,4,"memory:None|steps:[('standardscaler', StandardScaler()), ('linearsvr', LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345))]|verbose:False|standardscaler:StandardScaler()|linearsvr:LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|linearsvr__C:1.0|linearsvr__dual:True|linearsvr__epsilon:0.0|linearsvr__fit_intercept:True|linearsvr__intercept_scaling:1.0|linearsvr__loss:squared_epsilon_insensitive|linearsvr__max_iter:1000.0|linearsvr__random_state:12345|linearsvr__tol:0.0001|linearsvr__verbose:0",all,Perception,Perception,None,0.1101836996405582,0.0902024540782075,0.0804953874461695,0.1091288402377621,0.1252109527180077,0.1355356752656336,0.3596841402038354,-0.0250042765368808,-0.003217642654637,-0.0336381223368339,-0.0042081366646735,-0.0173141725620619,-0.0136851433543546,0.0005258959222145,0.0116787816728548,-0.0196049481081237,-0.0074510366936529,0.0169569887949709,-0.0045304693516368,0.0118791244013077,0.0041658903053425
4,-0.0031342307414679,689,same,5,"memory:None|steps:[('standardscaler', StandardScaler()), ('linearsvr', LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345))]|verbose:False|standardscaler:StandardScaler()|linearsvr:LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|linearsvr__C:1.0|linearsvr__dual:True|linearsvr__epsilon:0.0|linearsvr__fit_intercept:True|linearsvr__intercept_scaling:1.0|linearsvr__loss:squared_epsilon_insensitive|linearsvr__max_iter:1000.0|linearsvr__random_state:12345|linearsvr__tol:0.0001|linearsvr__verbose:0",all,Perception,Perception,None,0.1082985724709616,0.092471597749307,0.0785835578090082,0.1063254726305893,0.1245169887856259,0.1253991038927489,0.3758239520107867,-0.028212354749102,-0.0007077709503715,-0.0342979195994707,-0.0068833511093394,-0.0166199910978863,-0.015263089035744,0.0024162684515281,0.0156298384021204,-0.012829902104742,-0.0092739099635233,0.0146792591934975,-0.0049790209577817,0.0105872549943979,-0.0045439642352319
5,0.3783458973353625,691,same,6,"memory:None|steps:[('standardscaler', StandardScaler()), ('linearsvr', LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345))]|verbose:False|standardscaler:StandardScaler()|linearsvr:LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|linearsvr__C:1.0|linearsvr__dual:True|linearsvr__epsilon:0.0|linearsvr__fit_intercept:True|linearsvr__intercept_scaling:1.0|linearsvr__loss:squared_epsilon_insensitive|linearsvr__max_iter:1000.0|linearsvr__random_state:12345|linearsvr__tol:0.0001|linearsvr__verbose:0",all,Perception,Perception,None,0.1087776315651833,0.0940401913819277,0.0813226045062217,0.1121208801459904,0.1244876879770282,0.1290777285655147,0.3554353054590404,-0.0241859273811596,-0.0013500397110515,-0.0315217159629349,-0.0107502830304031,-0.0209792469528916,-0.0172622714684544,0.0001423660016187,0.0085924407090008,-0.0129579831943284,-0.0033337360999697,0.0165261132157089,-0.0030472089102993,0.0066271562481041,-0.0008853496191968
6,0.0153904550891529,670,same,7,"memory:None|steps:[('standardscaler', StandardScaler()), ('linearsvr', LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345))]|verbose:False|standardscaler:StandardScaler()|linearsvr:LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|linearsvr__C:1.0|linearsvr__dual:True|linearsvr__epsilon:0.0|linearsvr__fit_intercept:True|linearsvr__intercept_scaling:1.0|linearsvr__loss:squared_epsilon_insensitive|linearsvr__max_iter:1000.0|linearsvr__random_state:12345|linearsvr__tol:0.0001|linearsvr__verbose:0",all,Perception,Perception,None,0.1083721250766815,0.0905049635262041,0.0765459325902584,0.1087396906974617,0.1223078385728213,0.1324602835157262,0.3688578534732911,-0.027536634486705,-0.001489608205963,-0.0318828875342732,-0.0054339279371773,-0.0182986277802774,-0.0147006568001335,0.0047434995509179,0.0109584570104483,-0.0210411525211634,-0.0082752188620628,0.0170181566335559,-0.0003956613875502,0.0023758268137024,0.0062285774080015
7,0.3245773169835793,560,same,8,"memory:None|steps:[('standardscaler', StandardScaler()), ('linearsvr', LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345))]|verbose:False|standardscaler:StandardScaler()|linearsvr:LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|linearsvr__C:1.0|linearsvr__dual:True|linearsvr__epsilon:0.0|linearsvr__fit_intercept:True|linearsvr__intercept_scaling:1.0|linearsvr__loss:squared_epsilon_insensitive|linearsvr__max_iter:1000.0|linearsvr__random_state:12345|linearsvr__tol:0.0001|linearsvr__verbose:0",all,Perception,Perception,None,0.1093318685432709,0.0843191635721344,0.0763744080738518,0.1059231562579952,0.1183828015507649,0.1311306063190629,0.3633505145879246,-0.0266431121983374,0.0004997843930939,-0.0338117529692642,-0.0066425125548395,-0.0165866671777636,-0.0161129038461933,0.0006241798415862,0.0081479350726004,-0.0167487788154438,-0.0080725881746268,0.0177532020510955,-0.0053271037443705,0.0086084973081769,0.0028776933898839
8,0.4027679030856296,365,same,9,"memory:None|steps:[('standardscaler', StandardScaler()), ('linearsvr', LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345))]|verbose:False|standardscaler:StandardScaler()|linearsvr:LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|linearsvr__C:1.0|linearsvr__dual:True|linearsvr__epsilon:0.0|linearsvr__fit_intercept:True|linearsvr__intercept_scaling:1.0|linearsvr__loss:squared_epsilon_insensitive|linearsvr__max_iter:1000.0|linearsvr__random_state:12345|linearsvr__tol:0.0001|linearsvr__verbose:0",all,Perception,Perception,None,0.1071207288028211,0.0870632181654952,0.0789784035638479,0.1060491162536375,0.1204213920356401,0.1317400508761926,0.3618928693266916,-0.0263404970786331,-0.0014429131397989,-0.033060584056008,-0.0075226086697433,-0.0179651634476153,-0.0151043081614332,0.0017735376686391,0.0051482505255136,-0.0170599113613422,-0.0066417239664917,0.0158394524401251,-0.0039441983935037,0.010006209390989,0.0041887581311608
9,-0.0423142773367239,653,same,10,"memory:None|steps:[('standardscaler', StandardScaler()), ('linearsvr', LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345))]|verbose:False|standardscaler:StandardScaler()|linearsvr:LinearSVR(loss='squared_epsilon_insensitive', max_iter=1000.0,
          random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|linearsvr__C:1.0|linearsvr__dual:True|linearsvr__epsilon:0.0|linearsvr__fit_intercept:True|linearsvr__intercept_scaling:1.0|linearsvr__loss:squared_epsilon_insensitive|linearsvr__max_iter:1000.0|linearsvr__random_state:12345|linearsvr__tol:0.0001|linearsvr__verbose:0",all,Perception,Perception,None,0.1076502302774575,0.0862073506816695,0.0764615193877467,0.1045287280408652,0.121368649481237,0.1370586338484371,0.3622075327731107,-0.0263159224797092,-0.0005463137166847,-0.0345651070384702,-0.0024267157628581,-0.0162434155738235,-0.0109355047177494,0.0052883978118984,0.0038710975709707,-0.0131492460422891,-0.0022664885139321,0.0162221421342888,-0.0008032235482506,0.0001260718973264,-0.0055829398090186
