fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-14,features T-13,features T-12,features T-11,features T-10,features T-9,features T-8,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.04287303711147206,-0.02420749369688391,10832,same,1,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Cognitive,0.28926486586885236,0.30219669312346714,0.31082334855302485,0.36224705133299795,0.4376176095202552,0.5843027969115007,1.0226047313379607,-0.019765265709197226,-0.011717149294738213,-0.01381742935871261,-0.015926345494737985,-0.01797359719374158,-0.011901104103103015,-0.004806102316168005
1,-0.02144373199683125,-0.10185695421823482,7599,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Cognitive,0.28926486586885236,0.30219669312346714,0.31082334855302485,0.36224705133299795,0.4376176095202552,0.5843027969115007,1.0226047313379607,-0.019765265709197226,-0.011717149294738213,-0.01381742935871261,-0.015926345494737985,-0.01797359719374158,-0.011901104103103015,-0.004806102316168005
2,0.07151013268976192,0.06618777530693598,7599,same,11,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Cognitive,0.28926486586885236,0.30219669312346714,0.31082334855302485,0.36224705133299795,0.4376176095202552,0.5843027969115007,1.0226047313379607,-0.019765265709197226,-0.011717149294738213,-0.01381742935871261,-0.015926345494737985,-0.01797359719374158,-0.011901104103103015,-0.004806102316168005
3,-0.08810924111510166,-0.1569737492713068,3286,same,12,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Cognitive,0.28926486586885236,0.30219669312346714,0.31082334855302485,0.36224705133299795,0.4376176095202552,0.5843027969115007,1.0226047313379607,-0.019765265709197226,-0.011717149294738213,-0.01381742935871261,-0.015926345494737985,-0.01797359719374158,-0.011901104103103015,-0.004806102316168005
4,0.13846027746374356,0.1330816704561536,3286,same,13,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Cognitive,0.28926486586885236,0.30219669312346714,0.31082334855302485,0.36224705133299795,0.4376176095202552,0.5843027969115007,1.0226047313379607,-0.019765265709197226,-0.011717149294738213,-0.01381742935871261,-0.015926345494737985,-0.01797359719374158,-0.011901104103103015,-0.004806102316168005
5,-0.017864245882684315,-0.02951259600935585,3286,same,14,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Cognitive,0.28926486586885236,0.30219669312346714,0.31082334855302485,0.36224705133299795,0.4376176095202552,0.5843027969115007,1.0226047313379607,-0.019765265709197226,-0.011717149294738213,-0.01381742935871261,-0.015926345494737985,-0.01797359719374158,-0.011901104103103015,-0.004806102316168005
6,-0.04502518307377512,-0.045068444899731164,3286,same,15,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Cognitive,0.28926486586885236,0.30219669312346714,0.31082334855302485,0.36224705133299795,0.4376176095202552,0.5843027969115007,1.0226047313379607,-0.019765265709197226,-0.011717149294738213,-0.01381742935871261,-0.015926345494737985,-0.01797359719374158,-0.011901104103103015,-0.004806102316168005
7,-0.19139432864868278,-0.1941269659464484,53,same,16,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Cognitive,0.28926486586885236,0.30219669312346714,0.31082334855302485,0.36224705133299795,0.4376176095202552,0.5843027969115007,1.0226047313379607,-0.019765265709197226,-0.011717149294738213,-0.01381742935871261,-0.015926345494737985,-0.01797359719374158,-0.011901104103103015,-0.004806102316168005
8,-0.26179325514511254,-0.26269667281495335,53,same,17,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Cognitive,0.28926486586885236,0.30219669312346714,0.31082334855302485,0.36224705133299795,0.4376176095202552,0.5843027969115007,1.0226047313379607,-0.019765265709197226,-0.011717149294738213,-0.01381742935871261,-0.015926345494737985,-0.01797359719374158,-0.011901104103103015,-0.004806102316168005
9,-0.14770101351633236,-0.15203813230635754,53,same,18,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence-accuracy,Perception,Cognitive,0.28926486586885236,0.30219669312346714,0.31082334855302485,0.36224705133299795,0.4376176095202552,0.5843027969115007,1.0226047313379607,-0.019765265709197226,-0.011717149294738213,-0.01381742935871261,-0.015926345494737985,-0.01797359719374158,-0.011901104103103015,-0.004806102316168005
