fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.0009711454316017054,-0.01907384917419397,871,same,1,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Memory,-6.503004404589952e-05,2.410161174282166e-06,-0.0009068669332416457,-4.0766377562873045e-05,0.00016283299964783282,9.440951931323216e-05,-0.0009274149974029866
1,0.002849530127237543,-0.06188261664959427,871,same,10,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Memory,0.0011887806531940103,-5.895953584489355e-05,-0.000906668565419877,0.0003071779181181622,0.0003246265624249789,0.0008056358037257683,-0.0004158190290464603
2,-0.0005579378703257643,-0.057068599165175815,871,same,11,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Memory,-0.0006097512531527905,0.00012774385460097016,-0.00015962332628951525,0.00014227074452710653,5.059209566127265e-05,9.97574900878373e-05,-0.000441272275426674
3,-0.001295655315382227,-0.024893858626255927,871,same,12,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Memory,-0.0006991202266285246,0.0004385669857959407,0.0009003896733023708,0.0002919821432584513,0.00020288751968546847,-7.227873398210071e-05,-0.0008441292467472161
4,0.008183041245456213,-0.11795165720313228,871,same,13,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Memory,0.000688684166775011,0.0012255150831167016,0.0020822898505962863,0.0014007902761291602,0.0007281006847812632,0.0005037484685335381,0.002385957799529703
5,-0.0013559286737501175,-0.07765039029834342,871,same,14,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Memory,-3.442502008370596e-05,-0.00045154913862677226,-0.0016932916355524297,0.0007307274404753983,0.00019751587429470697,3.643120957148582e-05,0.0009004895692758197
6,0.002601410753389266,-0.06036847160853642,871,same,15,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Memory,9.155288923423655e-05,0.00040560748569944404,0.0016331269247942925,0.000269011923533613,0.0003012336502608903,-0.00027828883761475963,0.0004585219724613676
7,0.0010488538766615374,-0.23128614060597563,831,same,16,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Memory,0.00029903772940838015,-0.0005173885949640189,0.001416576106404599,-0.00019932005961489362,-0.0004372746150463014,0.00021842044541822147,0.0001512025641897674
8,-0.0016937277458186628,-0.10277166681432548,871,same,17,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Memory,4.586051136503677e-05,-9.550951277357279e-05,-0.00260501195098215,-4.127796317372478e-05,0.0004948144859735493,-0.00039206676956240474,0.00023540657946177212
9,0.006078075807830707,-0.06214114782374103,1511,same,18,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Cognitive,Memory,0.000776094286657325,0.00027681756376227715,0.0007218811310435669,0.0001347052457209452,0.000532573970242467,0.0013201348308899963,0.0038009761698522214
