fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.022952758860370404,-0.037850824472626554,10832,same,1,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Cognitive,-0.002024651587319415,-0.0005223012459019127,-0.0004634023263658804,0.002584438898735897,-0.0002895828289028124,-0.0002736823394847487,0.0010438183152249535
1,-0.026541549561032385,-0.053073524110465176,7599,same,10,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Cognitive,0.0006386518032357458,-0.0002482063571289217,9.802274271071276e-05,-0.0008824767209720807,-0.000649047408665071,0.002108798615574381,0.0015645592631335248
2,-0.018414655331767893,-0.03449401654211792,7599,same,11,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Cognitive,-0.0006048276717251167,0.0019757489218003243,-0.002657481649823978,-0.00011997252918485301,-0.0021344760902800796,0.0033812058322336912,0.00458583785653639
3,-0.024989782558909157,-0.038815830496794934,3286,same,12,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Cognitive,0.0023710949714943474,0.001015310158024052,-0.004775923411889815,0.004415164595201393,0.0014703461298732011,0.001148396971059995,0.0026171954428024337
4,-0.028071638137224353,-0.0324982049994742,3286,same,13,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Cognitive,-0.002720224260771742,-0.00027847840219736854,-0.0024567822549392384,-0.003280419285703129,0.0006536595561340786,0.0005555943177087741,0.0033356476053382433
5,-0.029004579194570113,-0.03574163683477982,3286,same,14,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Cognitive,1.1478214535332042e-05,0.0016147502540651893,-0.0011136299005677142,0.00010945282502055065,-0.002614730571038626,0.00011515574366374181,0.002262300239759751
6,-0.0312973962820009,-0.0820901866658259,3286,same,15,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Cognitive,-0.0010549709017486641,-0.0037335506073309156,-0.0013118660230995616,-0.00060967998731698,0.0012383839983279633,-0.004103286832025788,0.0033717123007517722
7,-0.05200649598256679,-0.10856584097452404,53,same,16,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Cognitive,-0.035126864471005284,0.00994962535688666,-0.01695504366111198,0.0006088481406338441,0.005781648550550411,-0.006267710138444071,-0.00536559293666965
8,-0.11346626358749345,-0.12973290421925232,53,same,17,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Cognitive,-0.05494564690183954,-0.009803680899819112,0.0036591767092684522,-0.02221944217558245,0.015150344562902785,-0.028725505244582193,0.010911217636771608
9,-0.048176426963070895,-0.0831274132199078,53,same,18,bootstrap:True|ccp_alpha:0.0|criterion:mse|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_impurity_split:None|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,accuracy,Perception,Cognitive,0.030241038885701732,0.010816268696909858,0.00488021266630545,-0.027131188105997017,-0.01893768923821537,0.016977631954680827,0.0008737157139583118
