fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,1.7430501486614958e-14,-0.5292954962542675,10832,same,1,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Cognitive,-7.238654120556021e-14,-1.9810819651411293e-12,-1.3100631690576847e-14,1.475486399726833e-12,6.505906924303417e-14,-7.793765632868599e-13,-8.955058916626513e-13
1,-8.260059303211165e-14,-0.6254545454502667,7599,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Cognitive,-7.238654120556021e-14,-1.9810819651411293e-12,-1.3100631690576847e-14,1.475486399726833e-12,6.505906924303417e-14,-7.793765632868599e-13,-8.955058916626513e-13
2,-2.4646951146678475e-13,-0.5373255108192705,7599,same,11,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Cognitive,-7.238654120556021e-14,-1.9810819651411293e-12,-1.3100631690576847e-14,1.475486399726833e-12,6.505906924303417e-14,-7.793765632868599e-13,-8.955058916626513e-13
3,1.0103029524088925e-14,-0.5212962962919201,3286,same,12,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Cognitive,-7.238654120556021e-14,-1.9810819651411293e-12,-1.3100631690576847e-14,1.475486399726833e-12,6.505906924303417e-14,-7.793765632868599e-13,-8.955058916626513e-13
4,-1.4432899320127035e-13,-0.4206658019845344,3286,same,13,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Cognitive,-7.238654120556021e-14,-1.9810819651411293e-12,-1.3100631690576847e-14,1.475486399726833e-12,6.505906924303417e-14,-7.793765632868599e-13,-8.955058916626513e-13
5,-1.0769163338864018e-13,-0.44821507271500094,3286,same,14,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Cognitive,-7.238654120556021e-14,-1.9810819651411293e-12,-1.3100631690576847e-14,1.475486399726833e-12,6.505906924303417e-14,-7.793765632868599e-13,-8.955058916626513e-13
6,1.1080025785759062e-13,-0.7985769020207156,3286,same,15,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Cognitive,-7.238654120556021e-14,-1.9810819651411293e-12,-1.3100631690576847e-14,1.475486399726833e-12,6.505906924303417e-14,-7.793765632868599e-13,-8.955058916626513e-13
7,1.0635936575909e-13,-0.8275862068918598,53,same,16,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Cognitive,-7.238654120556021e-14,-1.9810819651411293e-12,-1.3100631690576847e-14,1.475486399726833e-12,6.505906924303417e-14,-7.793765632868599e-13,-8.955058916626513e-13
8,-8.837375276016246e-14,-0.514285714281222,53,same,17,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Cognitive,-7.238654120556021e-14,-1.9810819651411293e-12,-1.3100631690576847e-14,1.475486399726833e-12,6.505906924303417e-14,-7.793765632868599e-13,-8.955058916626513e-13
9,-9.949818746690653e-13,-0.6562499999964289,53,same,18,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,accuracy,Memory,Cognitive,-7.238654120556021e-14,-1.9810819651411293e-12,-1.3100631690576847e-14,1.475486399726833e-12,6.505906924303417e-14,-7.793765632868599e-13,-8.955058916626513e-13
