feature_type,target_data,source_data,model_name,score_mean,score_std,pval,p_corrected,stars
all,Perception,Perception,Support Vector Machine,0.6575825346292493,0.11357553948486991,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Memory,Random Forest,0.6930334247638881,0.10282920910341783,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Memory,Support Vector Machine,0.6721589616849584,0.09567570549384385,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Mixed,Random Forest,0.6991485433768272,0.10387816956809208,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Mixed,Support Vector Machine,0.6756695738882269,0.09708698006183505,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Perception,Random Forest,0.6566008598146635,0.10524351457915301,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Perception,Support Vector Machine,0.6620660525563534,0.10337096217847841,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Cognitive,Random Forest,0.6532218286443926,0.09407318457041357,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Cognitive,Support Vector Machine,0.6224134726456084,0.08293325261639345,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Memory,Random Forest,0.6256730718441383,0.08819247160691587,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Cognitive,Support Vector Machine,0.6323651381593064,0.08036943379742088,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Memory,Support Vector Machine,0.620760113446844,0.07578288417183886,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Mixed,Support Vector Machine,0.6220295725519822,0.07321788710791048,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Perception,Random Forest,0.6633802623667422,0.09131313318918241,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Perception,Support Vector Machine,0.6182607550567034,0.06667361262681272,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Cognitive,Random Forest,0.6398966420074633,0.09000081906798736,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Cognitive,Support Vector Machine,0.6158786585171425,0.06865445333732438,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Memory,Random Forest,0.6286231372229824,0.09619722208602352,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Memory,Support Vector Machine,0.6207840293452908,0.08690344697471518,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Mixed,Random Forest,0.6561692502854378,0.08516188070448585,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Mixed,Support Vector Machine,0.6473676061350021,0.08658623341066049,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Cognitive,Mixed,Random Forest,0.6620427355919526,0.09230445050799128,9.999000099990002e-05,0.019198080191980802,*
confidence-RT,Memory,Perception,Random Forest,0.6651266812045188,0.08555556286890431,9.999000099990002e-05,0.019198080191980802,*
confidence,Perception,Cognitive,Random Forest,0.7000493342454207,0.10263779358852594,9.999000099990002e-05,0.019198080191980802,*
confidence,Mixed,Perception,Random Forest,0.6802687264098847,0.09677284045606244,9.999000099990002e-05,0.019198080191980802,*
confidence,Cognitive,Memory,Random Forest,0.5886585465519043,0.11240085619501103,9.999000099990002e-05,0.019198080191980802,*
