filename,sub,accuracy,RT,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,targets
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.126,4.0,1.0,2.0,4.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,2.099,2.482,1.901,1.87,1.658,1.938,2.365,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.991,1.0,2.0,4.0,4.0,4.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.482,1.901,1.87,1.658,1.938,2.365,2.126,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.409,2.0,4.0,4.0,4.0,2.0,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.901,1.87,1.658,1.938,2.365,2.126,1.991,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.786,4.0,4.0,4.0,2.0,3.0,2.0,3.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.87,1.658,1.938,2.365,2.126,1.991,2.409,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.299,4.0,4.0,2.0,3.0,2.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.658,1.938,2.365,2.126,1.991,2.409,1.786,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.769,4.0,2.0,3.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.938,2.365,2.126,1.991,2.409,1.786,2.299,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,3.36,2.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.365,2.126,1.991,2.409,1.786,2.299,2.769,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.32,3.0,2.0,3.0,4.0,3.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.126,1.991,2.409,1.786,2.299,2.769,3.36,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.803,2.0,3.0,4.0,3.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.991,2.409,1.786,2.299,2.769,3.36,2.32,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.601,3.0,4.0,3.0,2.0,2.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.409,1.786,2.299,2.769,3.36,2.32,1.803,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.22,4.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.786,2.299,2.769,3.36,2.32,1.803,1.601,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.725,3.0,2.0,2.0,2.0,4.0,4.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.299,2.769,3.36,2.32,1.803,1.601,2.22,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.767,2.0,2.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.769,3.36,2.32,1.803,1.601,2.22,1.725,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,3.274,2.0,2.0,4.0,4.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,3.36,2.32,1.803,1.601,2.22,1.725,2.767,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.972,2.0,4.0,4.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.32,1.803,1.601,2.22,1.725,2.767,3.274,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.997,4.0,4.0,2.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.803,1.601,2.22,1.725,2.767,3.274,1.972,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,3.335,4.0,2.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.601,2.22,1.725,2.767,3.274,1.972,1.997,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,3.324,2.0,3.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,2.22,1.725,2.767,3.274,1.972,1.997,3.335,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.328,3.0,1.0,2.0,3.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.725,2.767,3.274,1.972,1.997,3.335,3.324,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.341,1.0,2.0,3.0,3.0,2.0,3.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.767,3.274,1.972,1.997,3.335,3.324,2.328,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.835,2.0,3.0,3.0,2.0,3.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,3.274,1.972,1.997,3.335,3.324,2.328,2.341,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.308,3.0,3.0,2.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.972,1.997,3.335,3.324,2.328,2.341,2.835,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.471,3.0,2.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.997,3.335,3.324,2.328,2.341,2.835,2.308,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.43,2.0,3.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,3.335,3.324,2.328,2.341,2.835,2.308,2.471,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.363,3.0,4.0,2.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,3.324,2.328,2.341,2.835,2.308,2.471,1.43,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.7,4.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,2.328,2.341,2.835,2.308,2.471,1.43,1.363,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.646,2.0,1.0,2.0,2.0,3.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,2.341,2.835,2.308,2.471,1.43,1.363,1.7,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.997,1.0,2.0,2.0,3.0,3.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2.835,2.308,2.471,1.43,1.363,1.7,1.646,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,3.277,2.0,2.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,2.308,2.471,1.43,1.363,1.7,1.646,1.997,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.384,2.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.471,1.43,1.363,1.7,1.646,1.997,3.277,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.633,3.0,3.0,4.0,3.0,4.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.43,1.363,1.7,1.646,1.997,3.277,2.384,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.487,3.0,4.0,3.0,4.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.363,1.7,1.646,1.997,3.277,2.384,1.633,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.879,4.0,3.0,4.0,1.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.7,1.646,1.997,3.277,2.384,1.633,1.487,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.7,3.0,4.0,1.0,3.0,4.0,4.0,3.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.646,1.997,3.277,2.384,1.633,1.487,1.879,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.681,4.0,1.0,3.0,4.0,4.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.997,3.277,2.384,1.633,1.487,1.879,2.7,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.258,1.0,3.0,4.0,4.0,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.277,2.384,1.633,1.487,1.879,2.7,1.681,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.824,3.0,4.0,4.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.384,1.633,1.487,1.879,2.7,1.681,2.258,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.57,4.0,4.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.633,1.487,1.879,2.7,1.681,2.258,1.824,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.463,4.0,3.0,3.0,3.0,2.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.487,1.879,2.7,1.681,2.258,1.824,1.57,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.499,3.0,3.0,3.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.879,2.7,1.681,2.258,1.824,1.57,1.463,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.326,3.0,3.0,2.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.7,1.681,2.258,1.824,1.57,1.463,1.499,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.026,3.0,2.0,4.0,4.0,3.0,4.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.681,2.258,1.824,1.57,1.463,1.499,1.326,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,4.268,2.0,4.0,4.0,3.0,4.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.258,1.824,1.57,1.463,1.499,1.326,2.026,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.549,4.0,4.0,3.0,4.0,4.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.824,1.57,1.463,1.499,1.326,2.026,4.268,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.671,4.0,3.0,4.0,4.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.57,1.463,1.499,1.326,2.026,4.268,1.549,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.189,3.0,4.0,4.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.463,1.499,1.326,2.026,4.268,1.549,1.671,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.53,4.0,4.0,2.0,1.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.499,1.326,2.026,4.268,1.549,1.671,2.189,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,3.276,4.0,2.0,1.0,3.0,3.0,2.0,4.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.326,2.026,4.268,1.549,1.671,2.189,1.53,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.42,2.0,1.0,3.0,3.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,2.026,4.268,1.549,1.671,2.189,1.53,3.276,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.789,1.0,3.0,3.0,2.0,4.0,2.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.268,1.549,1.671,2.189,1.53,3.276,1.42,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.324,3.0,3.0,2.0,4.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.549,1.671,2.189,1.53,3.276,1.42,1.789,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.901,3.0,2.0,4.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.671,2.189,1.53,3.276,1.42,1.789,1.324,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.207,2.0,4.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,2.189,1.53,3.276,1.42,1.789,1.324,1.901,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.667,4.0,2.0,4.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.53,3.276,1.42,1.789,1.324,1.901,2.207,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.836,2.0,4.0,2.0,4.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,3.276,1.42,1.789,1.324,1.901,2.207,1.667,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.597,4.0,2.0,4.0,3.0,1.0,4.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.42,1.789,1.324,1.901,2.207,1.667,1.836,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,3.019,2.0,4.0,3.0,1.0,4.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.789,1.324,1.901,2.207,1.667,1.836,1.597,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.464,4.0,3.0,1.0,4.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.324,1.901,2.207,1.667,1.836,1.597,3.019,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.357,3.0,1.0,4.0,2.0,2.0,1.0,4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.901,2.207,1.667,1.836,1.597,3.019,1.464,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.382,1.0,4.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.207,1.667,1.836,1.597,3.019,1.464,1.357,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.395,4.0,2.0,2.0,1.0,4.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.667,1.836,1.597,3.019,1.464,1.357,1.382,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.58,2.0,2.0,1.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.836,1.597,3.019,1.464,1.357,1.382,1.395,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.474,2.0,1.0,4.0,4.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.597,3.019,1.464,1.357,1.382,1.395,1.58,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.027,1.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.019,1.464,1.357,1.382,1.395,1.58,2.474,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.631,4.0,4.0,4.0,4.0,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.464,1.357,1.382,1.395,1.58,2.474,2.027,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.245,4.0,4.0,4.0,4.0,1.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.357,1.382,1.395,1.58,2.474,2.027,1.631,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.537,4.0,4.0,4.0,1.0,2.0,4.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.382,1.395,1.58,2.474,2.027,1.631,2.245,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.877,4.0,4.0,1.0,2.0,4.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.395,1.58,2.474,2.027,1.631,2.245,2.537,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.765,4.0,1.0,2.0,4.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.58,2.474,2.027,1.631,2.245,2.537,1.877,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.994,1.0,2.0,4.0,2.0,1.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.474,2.027,1.631,2.245,2.537,1.877,1.765,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.654,2.0,4.0,2.0,1.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,2.027,1.631,2.245,2.537,1.877,1.765,1.994,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,3.236,4.0,2.0,1.0,3.0,4.0,2.0,4.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.631,2.245,2.537,1.877,1.765,1.994,1.654,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.383,2.0,1.0,3.0,4.0,2.0,4.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.245,2.537,1.877,1.765,1.994,1.654,3.236,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.134,1.0,3.0,4.0,2.0,4.0,4.0,3.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,2.537,1.877,1.765,1.994,1.654,3.236,2.383,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,3.065,3.0,4.0,2.0,4.0,4.0,3.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.877,1.765,1.994,1.654,3.236,2.383,1.134,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.698,4.0,2.0,4.0,4.0,3.0,4.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.765,1.994,1.654,3.236,2.383,1.134,3.065,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.74,2.0,4.0,4.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.994,1.654,3.236,2.383,1.134,3.065,1.698,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.644,4.0,4.0,3.0,4.0,3.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.654,3.236,2.383,1.134,3.065,1.698,2.74,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.857,4.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,3.236,2.383,1.134,3.065,1.698,2.74,1.644,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.331,3.0,4.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.383,1.134,3.065,1.698,2.74,1.644,2.857,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.636,4.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.134,3.065,1.698,2.74,1.644,2.857,2.331,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.95,3.0,3.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,3.065,1.698,2.74,1.644,2.857,2.331,1.636,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.197,3.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.698,2.74,1.644,2.857,2.331,1.636,1.95,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.246,3.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.74,1.644,2.857,2.331,1.636,1.95,2.197,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.662,3.0,2.0,1.0,3.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.644,2.857,2.331,1.636,1.95,2.197,1.246,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.399,2.0,1.0,3.0,3.0,1.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.857,2.331,1.636,1.95,2.197,1.246,1.662,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,3.714,1.0,3.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.331,1.636,1.95,2.197,1.246,1.662,1.399,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,1.889,3.0,3.0,1.0,4.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.636,1.95,2.197,1.246,1.662,1.399,3.714,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.792,3.0,1.0,4.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.95,2.197,1.246,1.662,1.399,3.714,1.889,2.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.656,1.0,4.0,2.0,4.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.197,1.246,1.662,1.399,3.714,1.889,1.792,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.846,4.0,2.0,4.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.246,1.662,1.399,3.714,1.889,1.792,1.656,3.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,1,2.803,2.0,4.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.662,1.399,3.714,1.889,1.792,1.656,1.846,1.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,1.563,4.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.399,3.714,1.889,1.792,1.656,1.846,2.803,4.0
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,1,0,2.032,1.0,2.0,2.0,3.0,3.0,1.0,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,3.714,1.889,1.792,1.656,1.846,2.803,1.563,1.0
