filename,sub,accuracy,RT,feature1,feature2,feature3,feature4,feature5,feature6,feature7,targets
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.239,2.591,2.572,1.58,1.568,1.535,1.656,2.667,2.239
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.381,2.572,1.58,1.568,1.535,1.656,2.667,2.239,2.381
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.7,1.58,1.568,1.535,1.656,2.667,2.239,2.381,2.7
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,3.262,1.568,1.535,1.656,2.667,2.239,2.381,2.7,3.262
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.637,1.535,1.656,2.667,2.239,2.381,2.7,3.262,1.637
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,3.012,1.656,2.667,2.239,2.381,2.7,3.262,1.637,3.012
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.772,2.667,2.239,2.381,2.7,3.262,1.637,3.012,2.772
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.738,2.239,2.381,2.7,3.262,1.637,3.012,2.772,1.738
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.322,2.381,2.7,3.262,1.637,3.012,2.772,1.738,1.322
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.015,1.321,1.458,1.605,1.617,1.703,1.874,1.821,2.015
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.532,1.458,1.605,1.617,1.703,1.874,1.821,2.015,1.532
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.456,1.605,1.617,1.703,1.874,1.821,2.015,1.532,2.456
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.436,1.617,1.703,1.874,1.821,2.015,1.532,2.456,1.436
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.684,1.703,1.874,1.821,2.015,1.532,2.456,1.436,1.684
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.391,1.874,1.821,2.015,1.532,2.456,1.436,1.684,2.391
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,4.128,1.821,2.015,1.532,2.456,1.436,1.684,2.391,4.128
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.422,2.015,1.532,2.456,1.436,1.684,2.391,4.128,1.422
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.525,1.532,2.456,1.436,1.684,2.391,4.128,1.422,1.525
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.48,2.456,1.436,1.684,2.391,4.128,1.422,1.525,1.48
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.744,1.436,1.684,2.391,4.128,1.422,1.525,1.48,1.744
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.229,1.684,2.391,4.128,1.422,1.525,1.48,1.744,1.229
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.423,2.391,4.128,1.422,1.525,1.48,1.744,1.229,1.423
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,3.065,4.128,1.422,1.525,1.48,1.744,1.229,1.423,3.065
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.096,1.422,1.525,1.48,1.744,1.229,1.423,3.065,2.096
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.207,1.525,1.48,1.744,1.229,1.423,3.065,2.096,2.207
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.34,1.48,1.744,1.229,1.423,3.065,2.096,2.207,1.34
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.655,1.744,1.229,1.423,3.065,2.096,2.207,1.34,1.655
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.399,1.229,1.423,3.065,2.096,2.207,1.34,1.655,1.399
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.631,1.423,3.065,2.096,2.207,1.34,1.655,1.399,1.631
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.155,3.065,2.096,2.207,1.34,1.655,1.399,1.631,1.155
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,3.145,2.096,2.207,1.34,1.655,1.399,1.631,1.155,3.145
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.334,2.207,1.34,1.655,1.399,1.631,1.155,3.145,2.334
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.39,1.34,1.655,1.399,1.631,1.155,3.145,2.334,1.39
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.692,1.655,1.399,1.631,1.155,3.145,2.334,1.39,1.692
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.697,1.399,1.631,1.155,3.145,2.334,1.39,1.692,1.697
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.8,1.631,1.155,3.145,2.334,1.39,1.692,1.697,1.8
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.357,1.155,3.145,2.334,1.39,1.692,1.697,1.8,1.357
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.494,3.145,2.334,1.39,1.692,1.697,1.8,1.357,1.494
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.597,2.334,1.39,1.692,1.697,1.8,1.357,1.494,1.597
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.039,1.39,1.692,1.697,1.8,1.357,1.494,1.597,2.039
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.477,1.692,1.697,1.8,1.357,1.494,1.597,2.039,1.477
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.885,1.697,1.8,1.357,1.494,1.597,2.039,1.477,1.885
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.46,1.8,1.357,1.494,1.597,2.039,1.477,1.885,1.46
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,3.248,1.357,1.494,1.597,2.039,1.477,1.885,1.46,3.248
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.711,1.494,1.597,2.039,1.477,1.885,1.46,3.248,1.711
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.685,1.597,2.039,1.477,1.885,1.46,3.248,1.711,1.685
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.505,2.039,1.477,1.885,1.46,3.248,1.711,1.685,1.505
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.056,1.477,1.885,1.46,3.248,1.711,1.685,1.505,2.056
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.671,1.885,1.46,3.248,1.711,1.685,1.505,2.056,2.671
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.818,1.46,3.248,1.711,1.685,1.505,2.056,2.671,1.818
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.617,3.248,1.711,1.685,1.505,2.056,2.671,1.818,1.617
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.819,1.711,1.685,1.505,2.056,2.671,1.818,1.617,1.819
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.657,1.685,1.505,2.056,2.671,1.818,1.617,1.819,2.657
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.068,1.505,2.056,2.671,1.818,1.617,1.819,2.657,2.068
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.56,2.056,2.671,1.818,1.617,1.819,2.657,2.068,2.56
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.178,2.671,1.818,1.617,1.819,2.657,2.068,2.56,2.178
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.488,1.818,1.617,1.819,2.657,2.068,2.56,2.178,2.488
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.437,1.617,1.819,2.657,2.068,2.56,2.178,2.488,2.437
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.909,1.819,2.657,2.068,2.56,2.178,2.488,2.437,1.909
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.126,2.657,2.068,2.56,2.178,2.488,2.437,1.909,1.126
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.117,2.068,2.56,2.178,2.488,2.437,1.909,1.126,1.117
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.911,2.56,2.178,2.488,2.437,1.909,1.126,1.117,1.911
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.771,2.178,2.488,2.437,1.909,1.126,1.117,1.911,1.771
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.83,2.488,2.437,1.909,1.126,1.117,1.911,1.771,1.83
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.462,2.437,1.909,1.126,1.117,1.911,1.771,1.83,2.462
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.612,1.909,1.126,1.117,1.911,1.771,1.83,2.462,1.612
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.244,1.126,1.117,1.911,1.771,1.83,2.462,1.612,2.244
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.863,1.117,1.911,1.771,1.83,2.462,1.612,2.244,1.863
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.707,1.911,1.771,1.83,2.462,1.612,2.244,1.863,1.707
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.639,1.771,1.83,2.462,1.612,2.244,1.863,1.707,2.639
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.379,1.83,2.462,1.612,2.244,1.863,1.707,2.639,1.379
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.86,2.462,1.612,2.244,1.863,1.707,2.639,1.379,1.86
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.018,1.612,2.244,1.863,1.707,2.639,1.379,1.86,2.018
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,3.668,2.244,1.863,1.707,2.639,1.379,1.86,2.018,3.668
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.058,1.863,1.707,2.639,1.379,1.86,2.018,3.668,2.058
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.428,1.707,2.639,1.379,1.86,2.018,3.668,2.058,2.428
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.811,2.639,1.379,1.86,2.018,3.668,2.058,2.428,1.811
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.157,1.379,1.86,2.018,3.668,2.058,2.428,1.811,2.157
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.641,1.86,2.018,3.668,2.058,2.428,1.811,2.157,1.641
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.636,2.018,3.668,2.058,2.428,1.811,2.157,1.641,1.636
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.493,3.668,2.058,2.428,1.811,2.157,1.641,1.636,1.493
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.783,2.058,2.428,1.811,2.157,1.641,1.636,1.493,1.783
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.467,2.428,1.811,2.157,1.641,1.636,1.493,1.783,2.467
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.675,1.811,2.157,1.641,1.636,1.493,1.783,2.467,1.675
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.653,2.157,1.641,1.636,1.493,1.783,2.467,1.675,1.653
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,3.285,1.641,1.636,1.493,1.783,2.467,1.675,1.653,3.285
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,3.272,1.636,1.493,1.783,2.467,1.675,1.653,3.285,3.272
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.305,1.493,1.783,2.467,1.675,1.653,3.285,3.272,2.305
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.64,1.783,2.467,1.675,1.653,3.285,3.272,2.305,1.64
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,1.511,2.467,1.675,1.653,3.285,3.272,2.305,1.64,1.511
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,2.828,1.675,1.653,3.285,3.272,2.305,1.64,1.511,2.828
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.125,1.653,3.285,3.272,2.305,1.64,1.511,2.828,2.125
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,0,2.01,3.285,3.272,2.305,1.64,1.511,2.828,2.125,2.01
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp1.csv,20,1,1.548,3.272,2.305,1.64,1.511,2.828,2.125,2.01,1.548
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.228,0.867,1.805,2.822,1.378,2.547,1.636,1.803,1.228
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,2.539,1.805,2.822,1.378,2.547,1.636,1.803,1.228,2.539
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.693,2.822,1.378,2.547,1.636,1.803,1.228,2.539,1.693
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.991,1.378,2.547,1.636,1.803,1.228,2.539,1.693,0.991
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.762,2.547,1.636,1.803,1.228,2.539,1.693,0.991,1.762
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.534,1.636,1.803,1.228,2.539,1.693,0.991,1.762,1.534
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.449,1.803,1.228,2.539,1.693,0.991,1.762,1.534,1.449
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.963,1.228,2.539,1.693,0.991,1.762,1.534,1.449,0.963
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.843,2.539,1.693,0.991,1.762,1.534,1.449,0.963,1.843
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.834,1.693,0.991,1.762,1.534,1.449,0.963,1.843,0.834
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.993,0.991,1.762,1.534,1.449,0.963,1.843,0.834,0.993
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.235,1.762,1.534,1.449,0.963,1.843,0.834,0.993,1.235
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.765,1.534,1.449,0.963,1.843,0.834,0.993,1.235,1.765
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.701,1.449,0.963,1.843,0.834,0.993,1.235,1.765,1.701
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.448,0.963,1.843,0.834,0.993,1.235,1.765,1.701,1.448
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.423,1.843,0.834,0.993,1.235,1.765,1.701,1.448,1.423
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.759,0.834,0.993,1.235,1.765,1.701,1.448,1.423,0.759
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.467,0.993,1.235,1.765,1.701,1.448,1.423,0.759,1.467
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.54,1.235,1.765,1.701,1.448,1.423,0.759,1.467,1.54
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.526,1.765,1.701,1.448,1.423,0.759,1.467,1.54,0.526
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.454,1.701,1.448,1.423,0.759,1.467,1.54,0.526,0.454
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.405,1.448,1.423,0.759,1.467,1.54,0.526,0.454,0.405
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.532,1.423,0.759,1.467,1.54,0.526,0.454,0.405,0.532
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.676,0.759,1.467,1.54,0.526,0.454,0.405,0.532,0.676
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.77,1.467,1.54,0.526,0.454,0.405,0.532,0.676,0.77
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.879,1.54,0.526,0.454,0.405,0.532,0.676,0.77,1.879
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.573,0.526,0.454,0.405,0.532,0.676,0.77,1.879,0.573
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.568,0.454,0.405,0.532,0.676,0.77,1.879,0.573,0.568
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.447,0.405,0.532,0.676,0.77,1.879,0.573,0.568,0.447
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,2.112,0.532,0.676,0.77,1.879,0.573,0.568,0.447,2.112
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.225,0.676,0.77,1.879,0.573,0.568,0.447,2.112,0.225
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.22,0.77,1.879,0.573,0.568,0.447,2.112,0.225,0.22
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.602,1.879,0.573,0.568,0.447,2.112,0.225,0.22,0.602
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.848,0.573,0.568,0.447,2.112,0.225,0.22,0.602,1.848
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.221,0.568,0.447,2.112,0.225,0.22,0.602,1.848,1.221
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.463,0.447,2.112,0.225,0.22,0.602,1.848,1.221,1.463
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.525,2.112,0.225,0.22,0.602,1.848,1.221,1.463,0.525
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.398,0.225,0.22,0.602,1.848,1.221,1.463,0.525,1.398
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.889,0.22,0.602,1.848,1.221,1.463,0.525,1.398,0.889
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.768,0.602,1.848,1.221,1.463,0.525,1.398,0.889,0.768
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.118,1.848,1.221,1.463,0.525,1.398,0.889,0.768,1.118
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.563,1.221,1.463,0.525,1.398,0.889,0.768,1.118,0.563
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.879,1.463,0.525,1.398,0.889,0.768,1.118,0.563,0.879
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.61,1.809,0.172,0.252,0.522,0.372,0.334,0.306,0.61
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.877,0.172,0.252,0.522,0.372,0.334,0.306,0.61,0.877
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.265,0.252,0.522,0.372,0.334,0.306,0.61,0.877,1.265
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.419,0.522,0.372,0.334,0.306,0.61,0.877,1.265,0.419
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.769,0.372,0.334,0.306,0.61,0.877,1.265,0.419,0.769
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.928,0.334,0.306,0.61,0.877,1.265,0.419,0.769,1.928
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,2.009,0.306,0.61,0.877,1.265,0.419,0.769,1.928,2.009
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.249,0.61,0.877,1.265,0.419,0.769,1.928,2.009,1.249
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.497,0.877,1.265,0.419,0.769,1.928,2.009,1.249,0.497
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.253,1.265,0.419,0.769,1.928,2.009,1.249,0.497,0.253
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.883,0.419,0.769,1.928,2.009,1.249,0.497,0.253,0.883
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.302,0.769,1.928,2.009,1.249,0.497,0.253,0.883,0.302
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,2.231,1.928,2.009,1.249,0.497,0.253,0.883,0.302,2.231
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.571,2.009,1.249,0.497,0.253,0.883,0.302,2.231,0.571
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.529,1.249,0.497,0.253,0.883,0.302,2.231,0.571,0.529
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.414,0.497,0.253,0.883,0.302,2.231,0.571,0.529,0.414
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.185,0.253,0.883,0.302,2.231,0.571,0.529,0.414,0.185
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.071,0.883,0.302,2.231,0.571,0.529,0.414,0.185,1.071
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.836,0.302,2.231,0.571,0.529,0.414,0.185,1.071,0.836
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.304,2.231,0.571,0.529,0.414,0.185,1.071,0.836,0.304
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.418,0.571,0.529,0.414,0.185,1.071,0.836,0.304,0.418
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.494,0.529,0.414,0.185,1.071,0.836,0.304,0.418,0.494
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.364,0.414,0.185,1.071,0.836,0.304,0.418,0.494,0.364
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.333,0.185,1.071,0.836,0.304,0.418,0.494,0.364,0.333
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.42,1.071,0.836,0.304,0.418,0.494,0.364,0.333,0.42
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.911,0.836,0.304,0.418,0.494,0.364,0.333,0.42,0.911
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.343,0.304,0.418,0.494,0.364,0.333,0.42,0.911,1.343
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.661,0.418,0.494,0.364,0.333,0.42,0.911,1.343,1.661
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.593,0.494,0.364,0.333,0.42,0.911,1.343,1.661,0.593
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.261,0.364,0.333,0.42,0.911,1.343,1.661,0.593,0.261
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.494,0.333,0.42,0.911,1.343,1.661,0.593,0.261,0.494
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.385,0.42,0.911,1.343,1.661,0.593,0.261,0.494,0.385
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.241,0.911,1.343,1.661,0.593,0.261,0.494,0.385,1.241
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.53,1.343,1.661,0.593,0.261,0.494,0.385,1.241,0.53
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.22,1.661,0.593,0.261,0.494,0.385,1.241,0.53,1.22
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.223,0.593,0.261,0.494,0.385,1.241,0.53,1.22,0.223
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.11,0.261,0.494,0.385,1.241,0.53,1.22,0.223,0.11
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.607,0.494,0.385,1.241,0.53,1.22,0.223,0.11,0.607
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.875,0.385,1.241,0.53,1.22,0.223,0.11,0.607,0.875
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.574,1.241,0.53,1.22,0.223,0.11,0.607,0.875,0.574
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.426,0.53,1.22,0.223,0.11,0.607,0.875,0.574,0.426
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.25,1.22,0.223,0.11,0.607,0.875,0.574,0.426,0.25
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.481,0.223,0.11,0.607,0.875,0.574,0.426,0.25,0.481
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,1.425,0.11,0.607,0.875,0.574,0.426,0.25,0.481,1.425
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.125,0.607,0.875,0.574,0.426,0.25,0.481,1.425,0.125
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.729,0.875,0.574,0.426,0.25,0.481,1.425,0.125,0.729
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.432,0.574,0.426,0.25,0.481,1.425,0.125,0.729,0.432
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,1.407,0.426,0.25,0.481,1.425,0.125,0.729,0.432,1.407
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.219,0.25,0.481,1.425,0.125,0.729,0.432,1.407,0.219
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,0,0.334,0.481,1.425,0.125,0.729,0.432,1.407,0.219,0.334
../data/datasets/mem_4-point/data_Siedlecka_2018_Exp2.csv,20,1,0.261,1.425,0.125,0.729,0.432,1.407,0.219,0.334,0.261
