fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.4972063723110221,0.4947017448647206,3493,same,1,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0580696266123541,-0.0193389233896137,0.0206317865943963,0.0296867827693598,0.0655041646689247,0.1775974887799938,0.5445631932068872
1,0.6219070366523333,0.6205322674271102,3672,same,2,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0593102285194654,-0.0189999988410372,0.0238244959580722,0.0355387713116508,0.0728992738855126,0.1779153048652715,0.5271032261609122
2,0.5729965871760897,0.5725859811839029,3524,same,3,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0581970679482253,-0.0178251447523317,0.0205049690305258,0.0290921849378688,0.0721342996735527,0.1740319888160527,0.5395580500764803
3,0.3406538392181258,0.3387502353095197,3556,same,4,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0622663751011558,-0.0172425282530746,0.019777608392109,0.0234099185423062,0.0679215622003606,0.1746616475745771,0.5583297222017658
4,0.6436388822044652,0.6374069662519544,3460,same,5,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0560770191602866,-0.0179224300502468,0.0205363489372131,0.032177155889286,0.071034845938884,0.1757214717109199,0.5303412798361233
5,0.5939424105974445,0.5933564555783265,3472,same,6,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0592658582903535,-0.018558486215837,0.0230907396919829,0.0321296237559696,0.0674717236533734,0.1757414113148973,0.5377802808597072
6,0.4991347212653847,0.4988460488546082,3427,same,7,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0593542628325961,-0.0220574134142772,0.0231478780289409,0.0313613445145435,0.0727497517093827,0.1755371192371279,0.5409095639699083
7,0.418548099551703,0.4182480063955966,3509,same,8,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0601902011208382,-0.0165300543234098,0.0200552647678997,0.031710545539852,0.0646588877476985,0.173120137959775,0.5511133313288786
8,0.4811527436301241,0.4809454707926881,3596,same,9,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0602013775651764,-0.0154423037609282,0.0188969730039367,0.0302185112427775,0.0659975815255645,0.1736016535452958,0.5488091267679192
9,0.5633274677790718,0.5599785356681914,3538,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0580967782742909,-0.0222666660468421,0.0213112923778333,0.0334481742242242,0.0674765045481953,0.1812345417757709,0.5349649425348354
10,0.3986530980119129,0.3979073011470767,3496,same,11,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.056588277689539,-0.0217202452777246,0.0193424254318282,0.0294145303652745,0.0704246011234472,0.1738745203113328,0.5505302536220813
11,0.5108808590475438,0.5004464977943154,3599,same,12,C:1.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,-0.0581397836773035,-0.0215042378374544,0.0207514668089498,0.0307267036708676,0.0694534987250255,0.1743261401278971,0.5422834311879415
