fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.1014914367364752,-0.1035954172291206,119,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Memory,Memory,0.0812294016528446,-0.0122109168455735,0.0062538497849788,-0.008411927294133,-0.0156908928071677,0.0031406482538404,0.0177882770283513
1,-0.0125494876522336,-0.0144982175837959,119,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Memory,Memory,0.0015231700733314,-0.0153157416840485,0.0115920096105034,0.0051479851098816,-0.0130456506110544,-0.0103521271996614,0.1187870985659822
2,-0.0237730897687025,-0.0304654631399923,119,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Memory,Memory,0.0530049983807185,-0.0038156307694206,-0.0100335184963389,0.00086635186857,0.0019777718480278,-0.0085252015679035,0.0996045513004858
3,-0.0708444549088509,-0.0733034569847932,119,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Memory,Memory,0.0730319905821079,0.0116736232766202,-0.0075853857961257,0.0091545899713826,-0.0334279424652719,0.0336582225527996,-0.0916686332671083
4,-0.0272665979593105,-0.0592572431421909,118,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Memory,Memory,-0.012895726854891,-0.0099102814047664,0.000792523576409,-0.0226206049260575,-0.0204001940074908,-0.0193092474586785,0.0636135741538302
5,-0.0120191387261336,-0.0189926026533884,119,same,6,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Memory,Memory,0.0186979129901486,0.0063116529805622,0.0010486727240631,0.030280728936438,0.0074688031476621,0.0162533216402537,0.0483044434754204
6,-0.1133569914880325,-0.1197772420114096,119,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Memory,Memory,-0.0196469321417572,-0.0106236177009132,-0.0144900742564952,0.0041917966665894,0.000265778113688,0.0179331990630148,0.1426185056484266
7,0.0380028634819682,0.0340208028396895,119,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Memory,Memory,0.0513822376018843,-0.0625554040702551,0.0246488888324136,0.0500935918455582,0.0011154568818447,0.0484697314584456,-0.0128316715258437
8,-0.0041646332316127,-0.0626315547730715,119,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Memory,Memory,0.0321932489024759,0.0584535514703795,-0.0050016995037584,0.0069466250490455,9.968162739355524e-05,-0.0037555163347939,0.0442260647516911
9,0.1244848624110627,0.1097724660781893,119,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:5|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Memory,Memory,0.0011055722087237,-0.0103817524577424,-0.0029818731294104,-0.0439434983278264,-0.0250623285691242,-0.0239392698500576,0.1671191544426136
