fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.0356880785799285,-0.0902090182101471,165,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Mixed,Mixed,-0.0037421928907516,-0.006292630988092,0.0131342290231041,0.0001683817737882,-0.0020998600390344,-0.0129857486840006,0.0220702760164386
1,-0.14403340767502,-0.1465222842866314,97,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:4|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Mixed,Mixed,-0.015711544674533,0.0178827461957321,0.0212467594154871,0.0191200113204446,-0.0032147715962473,-0.0116174609350936,-0.0779722705819515
2,0.0134108569705905,-0.0731998903627475,146,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Mixed,Mixed,0.002583594096104,0.0049782913366362,-0.0106000437033103,-0.0047604221920088,0.0004408328141243,0.0038379517953047,0.0517984029935969
3,0.0430646429789109,0.0377340614244776,113,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:4|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Mixed,Mixed,-0.0031543998821667,-0.0139005153955644,-0.0093695076414173,-0.0122085403354343,0.001660062677697,0.0041102104277597,0.066306671220353
4,0.09064816429253,-0.0650791118794513,135,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Mixed,Mixed,0.0045974639288176,0.0015814287744623,-0.0016171815879299,0.016780812215455,0.0025293067061876,0.014078731074178,0.037992414708911
5,-0.057367351893923,-0.1978825909385144,144,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:4|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Mixed,Mixed,0.0059851168017826,0.0092466489227621,0.0049799095834767,-0.0092851393912917,-0.0074288938168541,-0.0153801452617014,0.001683834788905
6,-0.0968828847753298,-0.2318269612511272,64,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:4|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Mixed,Mixed,-0.0521476200286644,-0.0099470268415646,0.0146342424696622,0.0141435542816174,0.0067088468553267,-0.0189441368135133,-0.0508866141040884
7,-0.0627132211722432,-0.0638568839794502,157,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:3|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Mixed,Mixed,0.0004219642138801,0.001646866541646,-0.0111295998669338,-0.0023376581518849,-0.00020186802783,0.0009146196279154,0.0103319255339439
8,0.0101287919106131,0.0044101881680346,136,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:4|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Mixed,Mixed,0.0062272580173238,0.0224239567078605,-0.0071106564788011,-0.01775907363323,6.898402504096346e-05,0.0089472305911202,0.0665709187722575
9,-0.0015805230944641,-0.0529139620884537,126,same,11,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:4|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:100|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Mixed,Mixed,0.0022394932555336,0.0157490076768929,-0.004426306872342,-0.0053141922096237,-0.0096581722598116,5.516532714255895e-06,0.0494084413929531
