fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.0520060844857712,-0.1399885986942954,473,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.0077705197,-0.02507891,-0.0409513,-0.055371433,-0.06894052,-0.08085147,-0.09076604
1,0.1214318768514912,-0.3294906307014253,473,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.28336853,0.35914898,0.38364387,0.39278853,0.39611465,0.3973719,0.39806724
2,-0.065675875554565,-0.1130372320081034,473,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.13751991,0.18714176,0.21121058,0.22251987,0.22845243,0.23092204,0.23194945
3,0.149372476681847,0.1264145634223539,473,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.117195986,0.16225739,0.18138488,0.18867701,0.19192702,0.19252934,0.19149129
4,-0.0812796463870038,-0.1247853889546424,473,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.087566,0.11902684,0.13185206,0.13721205,0.14014605,0.14226319,0.14373302
5,0.460898591933935,0.4527242669669234,473,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.0028443297,-0.020201571,-0.049918555,-0.08117533,-0.11204353,-0.1412228,-0.1681063
6,0.6047634844815184,0.6035431778917297,473,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.12475501,-0.22474092,-0.31052288,-0.38631567,-0.4542871,-0.51575106,-0.5708277
7,0.2345956756894953,0.2345377139526857,473,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.09302778,0.14188202,0.16533564,0.17579126,0.18013418,0.1819059,0.1823198
8,-0.1290626976166649,-0.1997757387419341,473,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.049954638,0.05982662,0.061592724,0.060700476,0.058105733,0.055139296,0.05197532
9,0.5513198956923262,0.4151717465089176,473,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.2326409,0.29831803,0.32332975,0.3334803,0.3377911,0.3396318,0.340517
10,0.0330418659115546,-0.093671527458305,473,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.21776077,0.2817249,0.3076254,0.3190854,0.3235014,0.32579947,0.3267563
11,-0.0652808313178867,-0.0984588790589302,473,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.1324139,0.18494591,0.21016356,0.22199208,0.22791703,0.23107028,0.23294477
12,-0.1578338534924033,-0.1626012514018011,473,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.17291567,0.24754381,0.279092,0.2923926,0.29813138,0.3008584,0.30224484
13,-0.0469882796668694,-0.1043118518609182,473,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.1458159,0.19194455,0.2124156,0.22167906,0.22623695,0.2281562,0.22968075
14,-0.0765170156462407,-0.1666559856245046,473,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.12200546,0.1542619,0.16856915,0.17508006,0.17868876,0.18107298,0.18330853
15,-0.0867617323339438,-0.1151089861899621,473,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.19263515,0.26182926,0.29086474,0.3035177,0.30879876,0.31188276,0.3138181
16,0.2128147751955401,0.0247637167481099,473,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.26159337,0.33091328,0.35762632,0.36736444,0.3713622,0.3729855,0.37368995
17,0.0262512579466599,-0.0467928955081828,473,same,18,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.027140515,0.015274161,0.0005775094,-0.012781145,-0.024352679,-0.03425324,-0.042294282
18,0.1753721071366585,0.1741728483647558,473,same,19,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.11396507,-0.20886384,-0.29073122,-0.3641096,-0.43021655,-0.4906743,-0.5452651
19,-0.0532219679658207,-0.080254570987992,473,same,20,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.082217135,0.117120735,0.13351874,0.14100146,0.14414203,0.14523862,0.14566523
20,-0.0603795040641437,-0.0844525023855609,473,same,21,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.20428237,0.27803853,0.30850872,0.32078928,0.32556763,0.3276983,0.32862744
