fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.0062140448327807,-0.0543499752043581,501,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.0964641,-0.17389897,-0.23415478,-0.2794357,-0.31364623,-0.33966845,-0.3600514
1,-0.0098096705126642,-0.0142847663470668,696,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.06369634,-0.10886707,-0.1411244,-0.16400634,-0.1804124,-0.19222407,-0.20071508
2,0.3293816361558421,0.3188065122797364,749,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.087400235,-0.1528261,-0.20038685,-0.2352588,-0.2608505,-0.27989554,-0.29408336
3,0.0061535416658663,-2.1337856053145496,661,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.16537622,-0.28374094,-0.36076134,-0.40897092,-0.43900535,-0.45780808,-0.46968108
4,-0.0284733191287369,-0.0569847300076107,752,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.093540326,-0.16128789,-0.2099877,-0.24547744,-0.27099162,-0.28959295,-0.30319217
5,-0.101038782637054,-0.1019889057387355,773,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.059591267,-0.099644974,-0.12731485,-0.14612794,-0.15913828,-0.16843872,-0.17492428
6,-0.0576021993009592,-0.3883510447238443,652,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.08238072,0.14028385,0.17974465,0.20675874,0.2252296,0.23815143,0.2471602
7,0.5554504326248204,0.5220411552897287,579,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.02159698,-0.037506476,-0.049014606,-0.0573972,-0.06346321,-0.06754335,-0.06998401
8,0.0162653314374694,-0.4695275349237988,487,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.13919224,-0.23698717,-0.30222374,-0.34541607,-0.3748602,-0.39453506,-0.40804243
9,-0.0397043384921294,-0.0441037007268618,687,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.052639745,-0.08716611,-0.110936694,-0.12626532,-0.13620935,-0.14232463,-0.14542925
10,-0.0853160972716144,-0.1058927175085513,770,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.031674977,-0.054587938,-0.0712009,-0.083124064,-0.091642395,-0.097858995,-0.10253038
11,0.0333076229541018,0.0186593679723992,452,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.021271266,-0.03745922,-0.049031947,-0.056576133,-0.06270011,-0.068910636,-0.073737204
12,-0.0426295891620465,-0.0534889442707411,668,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.06451749,-0.10787386,-0.1374559,-0.15737273,-0.17080429,-0.17947616,-0.18513203
13,-0.106851807128657,-0.1100403881484124,686,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.05073166,-0.087164365,-0.11333899,-0.13188007,-0.14528464,-0.1543173,-0.16105707
14,0.0141296102705298,0.0118037419126522,719,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.085514374,-0.139242,-0.17355485,-0.195754,-0.21068291,-0.22056825,-0.22777243
