fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0223723462947839,0.0178538977274873,385,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.097175755,-0.1318879,-0.14536309,-0.14984329,-0.15110224,-0.15154383,-0.15107566
1,-0.043098604537175,-0.0501589875701957,393,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.0502812,-0.074581824,-0.085328646,-0.09060778,-0.09312468,-0.09391159,-0.09463315
2,0.1390300676864104,0.1298463061149214,393,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.013543561,0.025414508,0.035839695,0.044857923,0.052312396,0.058470927,0.06307137
3,0.3142659893472069,0.1415971678400421,393,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.049875423,0.09518792,0.13426445,0.1666157,0.19248807,0.21284667,0.22892253
4,-0.0055278468501154,-0.0068918634407695,393,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.12446592,-0.17713667,-0.19929747,-0.20879069,-0.21291459,-0.21410921,-0.21455781
5,0.2639368163197764,0.2631075243684441,393,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.049435932,-0.07383531,-0.0861115,-0.09189608,-0.09502973,-0.09669786,-0.09724302
6,0.2748853332759687,0.2744869326844221,385,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.03345317,-0.061543956,-0.084698,-0.10366542,-0.119447626,-0.13167866,-0.14177649
7,0.2076161376377451,0.2066242030951403,393,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.017675707,-0.03111004,-0.040985007,-0.048257776,-0.053699058,-0.0577574,-0.061133154
8,0.4406422247060415,0.4372281249144938,393,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.040512096,-0.077524714,-0.110208556,-0.13876165,-0.16328435,-0.18434536,-0.2023441
9,-0.1736225803207511,-0.1853562333759295,393,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.0033039243,0.005264432,0.0066894665,0.007898225,0.008783017,0.009602233,0.0103778
10,0.0299196664899219,-0.0027719287104732,393,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.091919854,-0.17024198,-0.23427486,-0.2847256,-0.32417992,-0.35490242,-0.3790753
11,-0.0147290471908325,-0.0209181761060761,377,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.027508225,-0.04005591,-0.046136547,-0.04787497,-0.048350967,-0.048525125,-0.04705596
12,0.1411083416163966,0.1351864134410108,324,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.016079972,-0.032110095,-0.04695541,-0.060430504,-0.07226873,-0.08254493,-0.09144423
