fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-4.1747618295673306e-05,-0.0408561111462009,377,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.42425817,-0.6904492,-0.80894434,-0.8562062,-0.8758234,-0.8847399,-0.8892326
1,-8.438226911744451e-05,-0.4565715819733611,346,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.3737039,-0.63523656,-0.77047086,-0.8313731,-0.8580988,-0.87072,-0.8772038
2,0.0001424577034787,-0.3784010597169991,377,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.40633774,-0.67228526,-0.79657495,-0.8480796,-0.869907,-0.87994343,-0.8850165
3,0.0002008327884022,-25.37058333081849,251,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.20884727,-0.4128308,-0.57735497,-0.68777645,-0.7541423,-0.7922992,-0.8142102
4,0.0003196248394448,-0.029257366780153,377,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.4276383,-0.693672,-0.81089777,-0.85740453,-0.87662125,-0.8853982,-0.8898073
5,5.467200503295189e-05,-0.6018689431001496,377,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.3864735,-0.65088,-0.78161776,-0.83825624,-0.8629073,-0.8743932,-0.88017154
6,-1.7489752608845777e-05,-0.109282489638131,377,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.40705237,-0.67195725,-0.7962237,-0.8479529,-0.87000424,-0.8800898,-0.8851791
7,-3.5703750944637846e-06,-0.5120877175388665,377,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.37940922,-0.6422156,-0.7752258,-0.8339984,-0.8598351,-0.87194693,-0.8780779
8,-7.1780562393986e-05,-0.3364142676592514,377,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.39032295,-0.65399927,-0.78368556,-0.8396814,-0.8639286,-0.87524027,-0.8809277
9,-4.1176643999829565e-05,-1.434120713262807,361,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.32056108,-0.5703662,-0.7199828,-0.796305,-0.83317316,-0.8511484,-0.86062294
