fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,-0.0666179765004588,-0.0768192624384118,249,same,1,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Mixed,Mixed,0.0768847260170936,0.0882979568476624,0.0616626233947433,0.0864509067854474,0.0851791395440137,0.0984250769501478,0.1111337960931873
1,0.236094126184435,0.1755588483137617,256,same,2,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Mixed,Mixed,0.0766343437409636,0.0837437125272488,0.0615529975393188,0.0796031810154967,0.0794341892959249,0.08827502967607,0.1014819899940553
2,-0.0177724010799702,-0.0186303065544146,256,same,3,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Mixed,Mixed,0.0810765238087315,0.0844704263696762,0.0641196171404258,0.0862790302901224,0.0859057359935786,0.0964849307890876,0.1084022528187033
3,-0.0637392805003074,-0.1709281025316908,259,same,4,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Mixed,Mixed,0.0780659851880779,0.086121280407509,0.0617805645993041,0.0824910609409769,0.0831877469899949,0.0938202890127694,0.1107394315149474
4,-0.0428527878431088,-0.0878929702834865,204,same,5,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Mixed,Mixed,0.0806476228673173,0.0871675351165146,0.0621217238042129,0.078772741171317,0.0853812013406338,0.0966220100326922,0.1103916841644507
5,-0.0445830643846092,-0.0449053175299456,193,same,6,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Mixed,Mixed,0.0784761995749361,0.0867799579889062,0.0621017268455762,0.086322789988039,0.0836999045027368,0.0996718425944755,0.1112549545357313
6,-0.0591553475956367,-0.1926198153624665,273,same,7,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Mixed,Mixed,0.0729062944087862,0.0855159059688899,0.0580593285884817,0.0762481970861874,0.0759475904451952,0.0910754238607041,0.1041541151569037
7,-0.0461620033817897,-0.0478521989607536,257,same,8,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Mixed,Mixed,0.0807216907469469,0.0858443030690258,0.0667845664534665,0.0864194905378983,0.0849099283044323,0.0958824673665699,0.1104087357370231
8,0.2334095587876786,0.2328470202944311,205,same,9,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Mixed,Mixed,0.0794353795371513,0.0837525082061281,0.0620977612821913,0.0812948413329307,0.0840715558605862,0.0955442653946623,0.1106135964329999
9,-0.0708839287802991,-0.0895430961464112,219,same,10,C:10.0|dual:True|epsilon:0.0|fit_intercept:True|intercept_scaling:1.0|loss:squared_epsilon_insensitive|max_iter:1000|random_state:12345|tol:0.0001|verbose:0,confidence,Mixed,Mixed,0.0808846752028526,0.0880357234801268,0.0626267111036834,0.0815265188530285,0.0865129960250878,0.0913303630736411,0.1146603392520154
