fold,score,r2,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.5233879986412506,0.5204514496254087,3493,same,1,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Perception,Perception,0.021578463437994,0.0045753599342994,0.0108792866183037,0.0192973229267985,0.0208612755155634,0.0555472417359823,0.7047290298248249
1,0.6355395792967891,0.6307222532966679,3672,same,2,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Perception,Perception,0.008445017827521,0.0018983444872193,0.0075070273120972,0.0159228141250816,0.0156281678799244,0.0878781202174493,0.7423574207555832
2,0.604208903640056,0.6041637002871441,3524,same,3,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Perception,Perception,0.017717107261987,0.0026399509226165,0.0077703960959201,0.0127843217748178,0.020836625118924,0.0672989577451389,0.7736777486248793
3,0.3916610876378075,0.3914123630647149,3556,same,4,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Perception,Perception,0.0177361952179248,0.0064163388426483,0.0113614915930592,0.0147104970747105,0.0183104236693564,0.0875677728703056,0.5806228298175803
4,0.6876700235507203,0.6714158369698743,3460,same,5,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Perception,Perception,0.010943053152016,0.0012985267954571,0.006236888090093,0.0175663734404567,0.013938314243909,0.0862320533653727,0.8004186876772325
5,0.6234883147454389,0.6218452491515887,3472,same,6,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Perception,Perception,0.0139464208886335,0.0045383501673065,0.0080953354294904,0.0183509103800364,0.0149249468976222,0.0885667730648534,0.775223149323901
6,0.5551056494996627,0.5550858383831276,3427,same,7,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Perception,Perception,0.0121626405939869,0.0045900129925692,0.0100137817295291,0.0102318374527582,0.0099483320935362,0.0619197572338453,0.6735606708345131
7,0.4722553959952513,0.4716199644168162,3509,same,8,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Perception,Perception,0.0119994992785329,0.0049299535816406,0.0161525301415491,0.010333657587176,0.0170919082168207,0.0612254553330601,0.676627184512863
8,0.5383335772117314,0.538125886552218,3596,same,9,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Perception,Perception,0.0203468758963192,0.0033534139569543,0.0110516534423552,0.0165455086615739,0.0147528881215005,0.0652747571868317,0.723415996264203
9,0.5786951471756296,0.5741431830438968,3538,same,10,bootstrap:True|ccp_alpha:0.0|criterion:squared_error|max_depth:7|max_features:auto|max_leaf_nodes:None|max_samples:None|min_impurity_decrease:0.0|min_samples_leaf:1|min_samples_split:2|min_weight_fraction_leaf:0.0|n_estimators:1000|n_jobs:1|oob_score:False|random_state:12345|verbose:0|warm_start:False,confidence,Perception,Perception,0.013087697720534,0.006786442470992,0.008050264939831,0.014051518091884,0.0168851583198072,0.115461696573893,0.7156639217143865
