fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0354473530818262,-0.0178461604137185,3257,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.14823222,-0.25534356,-0.32581335,-0.37056285,-0.39890715,-0.41711015,-0.4290302
1,0.0089770296044179,-0.5002130582000248,2105,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.15247963,-0.2610031,-0.33080342,-0.37389228,-0.40041757,-0.41699967,-0.42757428
2,0.0244050470073741,0.0052858133143184,761,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.1301814,-0.22973846,-0.29962707,-0.34666643,-0.37783107,-0.39852867,-0.41243687
3,0.0192070024280788,0.0062780046397804,1529,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.12340092,-0.21925744,-0.28830302,-0.33607164,-0.36860377,-0.39068952,-0.4057644
4,0.0201828369799194,-0.0447555608651162,2297,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.11398663,-0.2048229,-0.27257118,-0.32126787,-0.3556335,-0.37972435,-0.39664707
5,0.0251924871214994,-0.188736037053977,2489,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.112330444,-0.20265931,-0.27044788,-0.31935716,-0.35391912,-0.37821397,-0.3953099
6,0.0393416342838514,0.0196855989737356,2297,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.126216,-0.22339715,-0.29273468,-0.34027863,-0.3723954,-0.39410666,-0.40889528
7,0.0177375964152578,-0.3466673007381053,1145,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.1150108,-0.2071643,-0.27587864,-0.32500714,-0.35957164,-0.38377708,-0.4007789
8,0.0060351243582981,-0.0021985382550742,2105,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.11134652,-0.19167545,-0.24911954,-0.2900481,-0.3192323,-0.33989593,-0.3546422
9,0.0051302745839929,-0.051572153046477,857,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.12663838,-0.22445515,-0.2942994,-0.3420682,-0.37415433,-0.39569238,-0.4102323
10,0.0079473194100271,0.00766244939803,1529,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.1106444,-0.19929531,-0.26604545,-0.31464642,-0.34938666,-0.37406245,-0.39159036
11,0.0033457304357642,-0.0021520630480491,1961,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.12173639,-0.21552932,-0.28339198,-0.3309281,-0.36369726,-0.38620037,-0.4017028
12,0.0116821221050696,-0.0754405202165531,1721,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.113686785,-0.20495197,-0.27305934,-0.32188168,-0.35620046,-0.38016227,-0.39699015
13,0.0182397123595731,0.0036133472704257,1721,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.096472025,-0.17556018,-0.23768489,-0.28507924,-0.32063714,-0.34708157,-0.36665118
14,0.0110367860238747,-0.0291613672161894,2297,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.1274786,-0.22541016,-0.29505622,-0.34262198,-0.37462518,-0.39614588,-0.41071722
15,0.0346629809038367,-0.0970859259791014,2297,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.11436981,-0.20514885,-0.27257234,-0.32085982,-0.35493535,-0.37889192,-0.39578044
16,0.0218041766821518,0.0202624888377153,2681,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.10407387,-0.1887472,-0.25402042,-0.30259615,-0.33803064,-0.3636173,-0.38206258
17,0.0088348921335668,0.008363829260975,1913,same,18,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.1175734,-0.20337825,-0.2642095,-0.30667105,-0.33615175,-0.35648176,-0.37053704
