fold,score,r2,n_sample,source,sub_name,best_params,feature_type,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.0179592936767291,-0.0241193525723584,677,same,1,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.16088028,0.21728595,0.23909692,0.24747655,0.2511362,0.2524689,0.2527764
1,-0.0175233049089793,-0.0316300413986188,699,same,2,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.009134565,-0.025007976,-0.0339119,-0.03926345,-0.040807303,-0.040873077,-0.039975643
2,-0.1257610742190256,-0.1507453390775173,680,same,3,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.006638363,-0.0014854139,-0.0066653555,-0.01008382,-0.011423186,-0.012411739,-0.011815243
3,-0.0557837375142786,-0.0623664133326438,690,same,4,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.0987149,0.13894384,0.1562633,0.1640314,0.1673252,0.16812946,0.16882698
4,-0.1777565590941399,-0.1795835181621723,689,same,5,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.11742137,0.13799925,0.14251299,0.14405988,0.1450118,0.14559273,0.14501365
5,0.2594083506817347,0.2592612551993182,691,same,6,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.05963789,0.07680457,0.08155921,0.08292437,0.082308695,0.08145253,0.08122517
6,-0.1684203635074372,-0.1734757457813811,670,same,7,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.034114532,0.05017671,0.057571992,0.062210407,0.06504069,0.06684293,0.06551017
7,0.2843441609271965,0.2771638499291459,560,same,8,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.08913953,-0.12807506,-0.14577857,-0.15358847,-0.15708773,-0.1593072,-0.16155076
8,0.2894967859216818,0.2893150324397453,365,same,9,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.11625085,0.16350141,0.18505728,0.1917618,0.19489472,0.19657297,0.19929421
9,-0.1443108748037271,-0.1660506372752341,653,same,10,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.039255295,-0.060790367,-0.07218443,-0.0790355,-0.08182114,-0.08398517,-0.08538802
10,0.0366078381057584,-0.0256295731243261,706,same,11,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.22023067,0.27743664,0.29527774,0.30215394,0.3045389,0.30562195,0.30520844
11,-0.0394947654231356,-0.0741795195046375,645,same,12,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.23777837,-0.31014624,-0.33417964,-0.34163603,-0.3445325,-0.3439331,-0.34681776
12,-0.1672708986336331,-0.1673180200359918,714,same,13,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.11439177,0.1481165,0.16031109,0.16552536,0.16806214,0.16949405,0.17044999
13,0.0486822321758336,-0.1237871693438115,663,same,14,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.27555653,-0.36599654,-0.3961689,-0.40717193,-0.41229555,-0.41435996,-0.41582313
14,0.0337098658464205,-0.0231012322610677,349,same,15,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.2144593,0.2704024,0.2866026,0.29158956,0.29151404,0.28991356,0.28739434
15,0.0337098658464205,-0.0231012322610677,349,same,16,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.2144593,0.2704024,0.2866026,0.29158956,0.29151404,0.28991356,0.28739434
16,0.0661981055984038,0.0661541507415638,697,same,17,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.0994028,0.1246522,0.13283785,0.13801114,0.14137104,0.14295065,0.14389984
17,-0.0376282234842884,-0.0534518730170623,681,same,18,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,-0.14120431,-0.20248617,-0.23035216,-0.244259,-0.25194,-0.2564499,-0.25819325
18,-0.1009943448887855,-0.1020638167047034,676,same,19,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.11529326,0.15446675,0.16958266,0.17768201,0.18274233,0.18429202,0.18543254
19,0.1638273483509,0.1617375343804118,571,same,20,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.07686704,0.111335665,0.12825976,0.13589746,0.13980342,0.14032502,0.13884932
20,0.4547080997909291,0.454237542243495,615,same,21,"input(,7,1)->lstm(,7,1)->output(,1)",confidence,0.25278273,0.31572357,0.33471438,0.34065044,0.34338456,0.34482574,0.34540898
