fold,score,n_sample,source,sub_name,best_params,feature_type,source_data,target_data,special,features T-21,features T-20,features T-19,features T-18,features T-17,features T-16,features T-15,features T-14,features T-13,features T-12,features T-11,features T-10,features T-9,features T-8,features T-7,features T-6,features T-5,features T-4,features T-3,features T-2,features T-1
0,0.4862198047168216,11428,same,1,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.013443592976486562,0.021005969623581634,0.025044086103533723,0.0400978424181716,0.033859133754640246,0.0883198847456369,0.3078571348948852,-5.465017258834415e-05,0.0001021736275063967,-7.607831713334346e-05,-0.00015945309950669007,-5.201128428156121e-05,-0.0005495060291819565,0.0004488388309003222,-0.000126817796264711,0.0005525388140533271,-0.00046321504568378467,-0.000846836952192942,-0.001488909128953253,-0.0005616733426993426,-0.00020908002611932374
1,0.4682393910174868,10647,same,2,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.008133431965457039,0.015947110375765572,0.024914965742285376,0.0403363701960975,0.03151457166782381,0.10004963996859388,0.3054029094278131,-4.743846447570199e-05,-2.478982691074272e-05,0.00015026948873479994,0.00032745702762602134,0.00021905187242148293,0.0004159815211013607,-0.0005416252103799702,4.1807601433774265e-05,-0.0012239214112536479,-0.0002499288559400847,-0.0006709387430361869,-0.0009464127408136625,-0.00041958837248181615,0.00039131546354078674
2,0.5045518104806075,9082,same,3,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.015405673920677288,0.02786293530158046,0.037404115921515046,0.044916841332422616,0.03735395934206613,0.08796548159409498,0.3180665244736264,-0.0001664286227551548,0.00012524460627902912,1.254870410523079e-05,0.000711923704508366,0.00014536307539823046,-0.00019999465534175086,-0.00032897473340836035,-8.960281473575637e-05,0.00011075981967083593,-0.0005019071299702915,0.0003111449270392974,-0.0010406815651713198,0.0004381142668095306,-0.0005550194058785652
3,0.3869237317765172,9958,same,4,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.011032735766200608,0.02046583600003471,0.02624510620893401,0.03387179646424845,0.02165552475681929,0.0667721144934714,0.2628508133747049,3.3881739367935816e-05,2.1843634292673107e-05,0.00010878527296047658,5.9782439325961614e-05,5.5510845545780896e-05,-0.0003633982873796571,-0.00034976976804856896,-0.0003205337649855089,0.0005244449711399701,-0.0009115976927606573,0.00026176050476809374,-0.0009035980014989953,5.3529696189524854e-05,0.0014157616738248225
4,0.46946462482908036,10628,same,5,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.014975814198118687,0.018634837839917262,0.02691947331554385,0.031474547197702415,0.032971968978634705,0.08552753055445032,0.3097688140393332,-0.00013730335712602848,0.00021283482750704684,0.00015341607352279408,0.001445028028194284,0.0002052829744211504,0.00038638552540297687,0.00012602741367966351,-0.00039950521670577553,-0.0009695078755664,-0.0013011751789856253,-0.0014431057345105414,-0.0011345651572535198,0.0004657220992392963,0.00044812041619626266
5,0.48569228971528,10635,same,6,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.009898608249312458,0.013817989850018076,0.02317495257673261,0.03639025033193881,0.02968701196534338,0.10040601548649397,0.3141449589315898,-0.00016031145868493634,0.00018729011825961982,0.0001852846674059272,0.0007896705841794694,0.00012012847607241195,9.59813342824134e-05,-0.0010993091626811725,-1.9078239312375624e-05,-0.00031566115970682596,-0.0004954578874715176,-0.0009601271502704511,-9.614018893782106e-05,0.00019615282975853353,-0.00017806537066475948
6,0.4692777169311976,10454,same,7,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.018453483083237132,0.02311859153803688,0.024634287010127064,0.03171570362502907,0.03460898532871608,0.07904788477164153,0.30254691124251865,-0.00017706115452729155,0.00017582702528116113,0.00010610357887110843,4.518421306736187e-05,0.00024148471235256873,-6.298904402548544e-05,0.00018866646491837445,2.1547815301703464e-05,-5.631251007613969e-05,-0.0004786779294391419,-0.0009416933739906597,-0.0001821279780298335,0.0012510327159765521,0.0005591335323783086
7,0.3830345881317557,9173,same,8,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.015280448177349304,0.018902965876504176,0.022586526319193,0.03238717882514168,0.030682620221326794,0.06197453177572969,0.24767241193945,-4.3640512085563185e-05,-0.00013149365170725958,8.827174001169169e-05,-7.747100880310942e-05,-0.0003486000708875503,-0.0005453843621949339,6.265466074792947e-05,2.0304136184612355e-05,0.00017732775625602936,-0.0007661130563827445,0.00012665525723025705,-0.00034352938077331086,-0.0008686664206603468,0.0013861058610721067
8,0.39094529705511494,10016,same,9,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.011096234651220272,0.01919840683784435,0.02399692012799324,0.02979091700902865,0.029026138915812738,0.06827432404260685,0.26770791935755833,-7.930212033606665e-05,0.00012811424230392278,0.00015951725591460962,-0.0009092954559284605,7.498871266073959e-05,0.000255716639638659,-0.00048672547531158905,2.9214378103326055e-06,0.00029625084445807917,-0.0011638872564187607,-0.0013385325314582363,-0.00028753772378133926,0.00040131730751629123,0.0008124079490698932
9,0.3856145778945135,8694,same,10,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.0015396366510696201,0.006338021223683543,0.012709388679549493,0.026530991740087707,0.021567804183742777,0.06657812048054049,0.2738075884813611,-2.7745077981844445e-05,0.00026341217644150207,0.0003252931583124008,2.2079264046892532e-05,0.0002379484346778815,0.0004091925218652426,0.0009266373679706286,0.0005199361267956837,7.379114941876707e-05,-0.0005946893537989162,-0.0004881852676282161,-7.48554072027563e-06,0.0012762784359224178,0.0006994419478747016
10,0.3225582901181173,9570,same,11,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.007901315653324015,0.010841082533804447,0.013046224778396499,0.020457469788702352,0.021166410374828137,0.0501688879761504,0.23363843901482612,-7.047660532446542e-05,0.00016056759878861903,-9.238268025124619e-06,0.0004352148959974267,-0.0003588675528676699,-0.0008060084296226622,-0.00012308116533070733,-0.00015058886215584265,0.0009159190180858756,-0.001361230400502489,-1.6893636118098242e-05,-0.0022923833952358972,0.0006203249060680483,0.0006849718581316111
11,0.3359658786004305,10274,same,12,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.013817246903502278,0.020494811791666855,0.022760797490273533,0.02140857083222982,0.02920819848557841,0.05957393599193903,0.23446154715348627,-0.00011383182835236205,9.34275397035611e-05,-8.903038898311344e-06,3.405881593165905e-05,-4.055925684043338e-06,-0.0006617633825437341,-4.192223554140284e-05,-0.0005921511871270768,-0.0006388845582640856,-0.0011238662939344834,-0.0012122263836989334,0.00019364628193989651,0.001011590788832306,0.001153272907022207
12,0.090212543699004,6377,same,13,"memory:None|steps:[('standardscaler', StandardScaler()), ('randomforestregressor', RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345))]|verbose:False|standardscaler:StandardScaler()|randomforestregressor:RandomForestRegressor(max_depth=9, n_estimators=1000, n_jobs=1,
                      random_state=12345)|standardscaler__copy:True|standardscaler__with_mean:True|standardscaler__with_std:True|randomforestregressor__bootstrap:True|randomforestregressor__ccp_alpha:0.0|randomforestregressor__criterion:mse|randomforestregressor__max_depth:9|randomforestregressor__max_features:auto|randomforestregressor__max_leaf_nodes:None|randomforestregressor__max_samples:None|randomforestregressor__min_impurity_decrease:0.0|randomforestregressor__min_impurity_split:None|randomforestregressor__min_samples_leaf:1|randomforestregressor__min_samples_split:2|randomforestregressor__min_weight_fraction_leaf:0.0|randomforestregressor__n_estimators:1000|randomforestregressor__n_jobs:1|randomforestregressor__oob_score:False|randomforestregressor__random_state:12345|randomforestregressor__verbose:0|randomforestregressor__warm_start:False",all,Mixed,Perception,None,0.0018504157027579016,0.0032013838978871777,0.0001566196095845962,0.0006349026083789733,0.0013409856722114589,0.022060137971993,0.13016500117010993,5.348399496611922e-05,-0.00010835317516610932,-6.809498537612147e-05,4.902357955427483e-05,0.00017150230833598012,-6.568480926441022e-05,-0.000806291435979456,2.3793965445917385e-05,-0.0008307521918134552,-0.00019991831568393347,-0.00022856187885891276,-0.001009511813783237,-0.0005507810159548932,0.00014429416563572773
